time,reference,position,measured_distance,error,velocity_control
9.04,-50,207.39,-39,0,0,
9.06,-50,207.31,-35,0,0,
9.08,-50,207.2,-30,0,0,
9.1,-50,207.13,-25,0,0,
9.12,-50,207.04,-22,0,0,
9.14,-50,206.68,-17,0,0,
9.16,-50,206.43,-13,0,0,
9.18,-50,206.13,-12,0,0,
9.2,-50,205.12,-8,0,0,
9.22,-50,204.55,-7,0,0,
9.24,-50,203.88,-6,0,0,
9.26,-50,202.27,-4,0,0,
9.28,-50,200.98,-4,0,0,
9.3,-50,199.92,-8,0,0,
9.32,-50,197.55,-8,0,0,
9.34,-50,196.27,-10,0,0,
9.36,-50,194.47,-14,0,0,
9.38,-50,191.66,-15,0,0,
9.4,-50,190.23,-18,0,0,
9.42,-50,188.78,-19,0,0,
9.44,-50,185.47,-20,0,0,
9.46,-50,184.1,-21,0,0,
9.48,-50,182.78,-22,0,0,
9.5,-50,179.89,-21,0,0,
9.52,-50,178.75,-23,0,0,
9.54,-50,177.66,-21,0,0,
9.56,-50,175.63,-24,0,0,
9.58,-50,174.37,-22,0,0,
9.6,-50,173.47,-18,0,0,
9.62,-50,171.72,-19,0,0,
9.64,-50,170.87,-16,0,0,
9.66,-50,169.74,-14,0,0,
9.68,-50,168.05,-10,0,0,
9.7,-50,167.2,-9,0,0,
9.72,-50,166.33,-4,0,0,
9.74,-50,164.21,-3,0,0,
9.76,-50,163.25,-2,0,0,
9.78,-50,162.25,-3,0,0,
9.8,-50,159.71,-3,0,0,
9.82,-50,158.53,-3,0,0,
9.84,-50,157.29,-4,0,0,
9.86,-50,154.63,-2,0,0,
9.88,-50,152.74,-2,0,0,
9.9,-50,151.27,-4,0,0,
9.92,-50,148.27,-3,0,0,
9.94,-50,146.76,-2,0,0,
9.96,-50,145.24,-2,0,0,
9.98,-50,141.72,-3,0,0,
10,-50,140.22,-5,0,0,
10.02,-50,138.73,-5,0,0,
10.04,-50,135.26,-10,0,0,
10.06,-50,133.78,-9,0,0,
10.08,-50,132.3,-13,0,0,
10.1,-50,129.35,-14,0,0,
10.12,-50,127.41,-12,0,0,
10.14,-50,125.97,-13,0,0,
10.16,-50,123.17,-16,0,0,
10.18,-50,121.82,-19,0,0,
10.2,-50,120.09,-22,0,0,
10.22,-50,117.62,-22,0,0,
10.24,-50,116.44,-24,0,0,
10.26,-50,115.3,-25,0,0,
10.28,-50,112.74,-28,0,0,
10.3,-50,111.7,-28,0,0,
10.32,-50,110.69,-31,0,0,
10.34,-50,108.5,-33,0,0,
10.36,-50,107.63,-35,0,0,
10.38,-50,106.81,-36,0,0,
10.4,-50,105.27,-34,0,0,
10.42,-50,104.33,-37,0,0,
10.44,-50,103.67,-38,0,0,
10.46,-50,102.46,-36,0,0,
10.48,-50,101.91,-39,0,0,
10.5,-50,101.24,-38,0,0,
10.52,-50,100.32,-41,0,0,
10.54,-50,99.901,-43,0,0,
10.56,-50,99.499,-42,0,0,
10.58,-50,98.617,-42,0,0,
10.6,-50,98.258,-41,0,0,
10.62,-50,97.91,-44,0,0,
10.64,-50,97.152,-46,0,0,
10.66,-50,96.855,-45,0,0,
10.68,-50,96.575,-46,0,0,
10.7,-50,96.068,-47,0,0,
10.72,-50,95.765,-46,0,0,
10.74,-50,95.553,-46,0,0,
10.76,-50,95.169,-45,0,0,
10.78,-50,94.998,-47,0,0,
10.8,-50,94.792,-48,0,0,
10.82,-50,94.529,-49,0,0,
10.84,-50,94.414,-47,0,0,
10.86,-50,94.307,-47,0,0,
10.88,-50,94.073,-45,0,0,
10.9,-50,93.978,-46,0,0,
10.92,-50,93.886,-48,0,0,
10.94,-50,93.687,-49,0,0,
10.96,-50,93.608,-49,0,0,
10.98,-50,93.53,-49,0,0,
11,-50,93.372,-48,0,0,
11.02,-50,93.261,-47,0,0,
11.04,-50,93.091,-49,0,0,
11.06,-50,93.01,-50,0,0,
11.08,-50,92.851,-51,0,0,
11.1,-50,92.795,-48,0,0,
11.12,-50,92.702,-48,0,0,
11.14,-50,92.66,-50,0,0,
11.16,-50,92.572,-50,0,0,
11.18,-50,92.539,-49,0,0,
11.2,-50,92.485,-50,0,0,
11.22,-50,92.457,-50,0,0,
11.24,-50,92.42,-48,0,0,
11.26,-50,92.403,-49,0,0,
11.28,-50,92.364,-51,0,0,
11.3,-50,92.349,-49,0,0,
11.32,-50,92.322,-50,0,0,
11.34,-50,92.309,-49,0,0,
11.36,-50,92.275,-51,0,0,
11.38,-50,92.258,-48,0,0,
11.4,-50,92.22,-51,0,0,
11.42,-50,92.196,-50,0,0,
11.44,-50,92.163,-51,0,0,
11.46,-50,92.147,-50,0,0,
11.48,-50,92.115,-50,0,0,
11.5,-50,92.103,-52,0,0,
11.52,-50,92.086,-50,0,0,
11.54,-50,92.082,-49,0,0,
11.56,-50,92.09,-49,0,0,
11.58,-50,92.101,-48,0,0,
11.6,-50,92.133,-48,0,0,
11.62,-50,92.157,-47,0,0,
11.64,-50,92.185,-49,0,0,
11.66,-50,92.189,-48,0,0,
11.68,-50,92.159,-50,0,0,
11.7,-50,92.127,-50,0,0,
11.72,-50,92.027,-49,0,0,
11.74,-50,91.964,-49,0,0,
11.76,-50,91.805,-50,0,0,
11.78,-50,91.741,-48,0,0,
11.8,-50,91.632,-47,0,0,
11.82,-50,91.577,-46,0,0,
11.84,-50,91.52,-49,0,0,
11.86,-50,91.497,-50,0,0,
11.88,-50,91.435,-48,0,0,
11.9,-50,91.398,-47,0,0,
11.92,-50,91.298,-49,0,0,
11.94,-50,91.236,-48,0,0,
11.96,-50,91.079,-52,0,0,
11.98,-50,91.012,-50,0,0,
12,-50,90.887,-47,0,0,
12.02,-50,90.812,-50,0,0,
12.04,-50,90.709,-48,0,0,
12.06,-50,90.665,-48,0,0,
12.08,-50,90.582,-49,0,0,
12.1,-50,90.557,-50,0,0,
12.12,-50,90.516,-50,0,0,
12.14,-50,90.494,-51,0,0,
12.16,-50,90.429,-51,0,0,
12.18,-50,90.395,-49,0,0,
12.2,-50,90.323,-52,0,0,
12.22,-50,90.284,-54,0,0,
12.24,-50,90.251,-52,0,0,
12.26,-50,90.248,-52,0,0,
12.28,-50,90.276,-52,0,0,
12.3,-50,90.302,-52,0,0,
12.32,-50,90.379,-53,0,0,
12.34,-50,90.432,-52,0,0,
12.36,-50,90.589,-50,0,0,
12.38,-50,90.667,-49,0,0,
12.4,-50,90.83,-53,0,0,
12.42,-50,90.938,-50,0,0,
12.44,-50,91.086,-51,0,0,
12.46,-50,91.151,-47,0,0,
12.48,-50,91.208,-50,0,0,
12.5,-50,91.31,-47,0,0,
12.52,-50,91.338,-50,0,0,
12.54,-50,91.372,-51,0,0,
12.56,-50,91.379,-49,0,0,
12.58,-50,91.365,-49,0,0,
12.6,-50,91.346,-50,0,0,
12.62,-50,91.281,-50,0,0,
12.64,-50,91.248,-51,0,0,
12.66,-50,91.186,-51,0,0,
12.68,-50,91.16,-50,0,0,
12.7,-50,91.118,-51,0,0,
12.72,-50,91.106,-49,0,0,
12.74,-50,91.098,-49,0,0,
12.76,-50,91.103,-49,0,0,
12.78,-50,91.124,-50,0,0,
12.8,-50,91.138,-51,0,0,
12.82,-50,91.167,-50,0,0,
12.84,-50,91.172,-48,0,0,
12.86,-50,91.165,-49,0,0,
12.88,-50,91.154,-49,0,0,
12.9,-50,91.123,-50,0,0,
12.92,-50,91.11,-50,0,0,
12.94,-50,91.085,-49,0,0,
12.96,-50,91.065,-52,0,0,
12.98,-50,91.025,-50,0,0,
13,-50,91.001,-51,0,0,
13.02,-50,90.945,-53,0,0,
13.04,-50,90.927,-50,0,0,
13.06,-50,90.91,-51,0,0,
13.08,-50,90.913,-50,0,0,
13.1,-50,90.951,-51,0,0,
13.12,-50,90.978,-52,0,0,
13.14
