time,reference,position,measured_distance,error,velocity_control
1.02,-50,183.72,-53,3,6.2255,
1.04,-50,183.83,-53,3,6.5896,
1.06,-50,183.87,-52,2,5.0292,
1.08,-50,183.97,-50,0,1.0601,
1.1,-50,184.01,-50,0,-0.5384,
1.12,-50,184.11,-53,3,3.8725,
1.14,-50,184.17,-51,1,2.5702,
1.16,-50,184.33,-51,1,2.0222,
1.18,-50,184.4,-48,-2,-3.0667,
1.2,-50,184.52,-50,0,-1.8054,
1.22,-50,184.59,-49,-1,-2.6959,
1.24,-50,184.66,-50,0,-1.2838,
1.26,-50,184.68,-50,0,-0.57001,
1.28,-50,184.72,-51,1,1.4115,
1.3,-50,184.72,-53,3,5.4979,
1.32,-50,184.7,-51,1,3.8188,
1.34,-50,184.69,-50,0,1.3019,
1.36,-50,184.64,-50,0,0.18757,
1.38,-50,184.63,-50,0,-0.24361,
1.4,-50,184.63,-51,1,1.2735,
1.42,-50,184.65,-49,-1,-1.3188,
1.44,-50,184.71,-51,1,0.89372,
1.46,-50,184.74,-48,-2,-3.0209,
1.48,-50,184.81,-49,-1,-2.9776,
1.5,-50,184.82,-51,1,0.44917,
1.52,-50,184.84,-51,1,1.943,
1.54,-50,184.84,-50,0,0.86857,
1.56,-50,184.82,-50,0,0.34281,
1.58,-50,184.8,-50,0,0.098681,
1.6,-50,184.77,-53,3,4.8952,
1.62,-50,184.75,-49,-1,0.30133,
1.64,-50,184.74,-51,1,1.5341,
1.66,-50,184.74,-50,0,0.43106,
1.68,-50,184.76,-49,-1,-1.6684,
1.7,-50,184.77,-52,2,2.4109,
1.72,-50,184.81,-48,-2,-2.3758,
1.74,-50,184.83,-52,2,2.1506,
1.76,-50,184.87,-50,0,0.83335,
1.78,-50,184.89,-51,1,1.8592,
1.8,-50,184.91,-49,-1,-1.0037,
1.82,-50,184.93,-52,2,2.6944,
1.84,-50,184.95,-48,-2,-2.2749,
1.86,-50,184.96,-51,1,0.53624,
1.88,-50,185,-50,0,0.16111,
1.9,-50,185.02,-48,-2,-3.2665,
1.92,-50,185.06,-51,1,0.25824,
1.94,-50,185.07,-51,1,1.8179,
1.96,-50,185.1,-50,0,0.78719,
1.98,-50,185.1,-48,-2,-2.9766,
2,-50,185.1,-51,1,0.38073,
2.02,-50,185.1,-51,1,1.8605,
2.04,-50,185.09,-52,2,4.061,
2.06,-50,185.08,-49,-1,-0.032599,
2.08,-50,185.07,-51,1,1.4336,
2.1,-50,185.07,-49,-1,-1.2026,
2.12,-50,185.07,-49,-1,-2.2913,
2.14,-50,185.08,-52,2,2.2515,
2.16,-50,185.1,-49,-1,-0.70941,
2.18,-50,185.11,-50,0,-0.36049,
2.2,-50,185.13,-51,1,1.4562,
2.22,-50,185.14,-51,1,2.2093,
2.24,-50,185.14,-49,-1,-0.80782,
2.26,-50,185.14,-50,0,-0.4634,
2.28,-50,185.15,-48,-2,-3.5321,
2.3,-50,185.16,-49,-1,-3.1024,
2.32,-50,185.18,-50,0,-1.15,
2.34,-50,185.19,-50,0,-0.26314,
2.36,-50,185.21,-52,2,3.365,
2.38,-50,185.21,-48,-2,-1.7367,
2.4,-50,185.19,-48,-2,-3.9596,
2.42,-50,185.18,-51,1,0.10977,
2.44,-50,185.13,-50,0,0.25585,
2.46,-50,185.11,-52,2,3.5343,
2.48,-50,185.08,-50,0,1.5464,
2.5,-50,185.06,-50,0,0.58332,
2.52,-50,185.04,-49,-1,-1.4901,
2.54,-50,185.04,-50,0,-0.6968,
2.56,-50,185.04,-50,0,-0.29972,
2.58,-50,185.05,-50,0,-0.10882,
2.6,-50,185.08,-51,1,1.6107,
2.62,-50,185.09,-52,2,3.9375,
2.64,-50,185.12,-53,3,6.4427,
2.66,-50,185.12,-52,2,5.6765,
2.68,-50,185.12,-49,-1,0.25642,
2.7,-50,185.13,-50,0,-0.43452,
2.72,-50,185.16,-50,0,-0.61374,
2.74,-50,185.19,-49,-1,-2.2135,
2.76,-50,185.3,-47,-3,-6.0341,
2.78,-50,185.34,-49,-1,-4.1735,
2.8,-50,185.43,-52,2,1.7323,
2.82,-50,185.47,-49,-1,-0.65491,
2.84,-50,185.49,-49,-1,-1.7416,
2.86,-50,185.48,-48,-2,-3.8196,
2.88,-50,185.43,-49,-1,-2.9873,
2.9,-50,185.38,-49,-1,-2.5418,
2.92,-50,185.31,-49,-1,-2.3068,
2.94,-50,185.28,-49,-1,-2.1851,
2.96,-50,185.21,-52,2,2.7764,
2.98,-50,185.17,-51,1,3.1491,
3,-50,185.1,-47,-3,-3.4222,
3.02,-50,185.07,-51,1,0.29714,
3.04,-50,184.99,-49,-1,-1.3462,
3.06,-50,184.96,-51,1,1.2123,
3.08,-50,184.93,-49,-1,-0.9953,
3.1,-50,184.92,-50,0,-0.32947,
3.12,-50,184.92,-52,2,3.2297,
3.14,-50,184.93,-49,-1,-0.24176,
3.16,-50,184.93,-49,-1,-1.7849,
3.18,-50,184.93,-47,-3,-5.6537,
3.2,-50,184.94,-50,0,-2.2379,
3.22,-50,184.94,-49,-1,-2.2835,
3.24,-50,184.94,-50,0,-0.63328,
3.26,-50,184.93,-49,-1,-1.5713,
3.28,-50,184.91,-50,0,-0.3562,
3.3,-50,184.87,-49,-1,-1.4952,
3.32,-50,184.8,-50,0,-0.36466,
3.34,-50,184.77,-49,-1,-1.5327,
3.36,-50,184.68,-49,-1,-2.0401,
3.38,-50,184.66,-50,0,-0.59497,
3.4,-50,184.61,-50,0,0.020464,
3.42,-50,184.59,-49,-1,-1.3947,
3.44,-50,184.55,-49,-1,-2.013,
3.46,-50,184.53,-49,-1,-2.2456,
3.48,-50,184.5,-49,-1,-2.3021,
3.5,-50,184.47,-48,-2,-3.9196,
3.52,-50,184.44,-49,-1,-2.9055,
3.54,-50,184.42,-51,1,0.85919,
3.56,-50,184.37,-50,0,0.77568,
3.58,-50,184.35,-49,-1,-1.0119,
3.6,-50,184.28,-49,-1,-1.8256,
3.62,-50,184.25,-48,-2,-3.7919,
3.64,-50,184.18,-49,-1,-2.9238,
3.66,-50,184.15,-48,-2,-4.109,
3.68,-50,184.12,-52,2,1.9913,
3.7,-50,184.1,-49,-1,-0.36729,
3.72,-50,184.06,-49,-1,-1.4897,
3.74,-50,184.03,-53,3,4.5461,
3.76,-50,183.95,-50,0,2.0877,
3.78,-50,183.92,-50,0,0.86858,
3.8,-50,183.86,-51,1,1.9241,
3.82,-50,183.84,-50,0,0.69495,
3.84,-50,183.84,-48,-2,-3.1256,
3.86,-50,183.85,-50,0,-1.3982,
3.88,-50,183.89,-50,0,-0.55262,
3.9,-50,183.93,-49,-1,-1.7932,
3.92,-50,183.97,-46,-4,-7.1852,
3.94,-50,183.99,-47,-3,-7.6715,
3.96,-50,184,-44,-6,-12.516,
3.98,-50,183.99,-42,-8,-17.516,
4,-50,183.97,-37,-13,-27.337,
4.02,-50,183.95,-36,-14,-32.449,
4.04,-50,183.85,-32,-18,-40.28,
4.06,-50,183.77,-28,-22,-49.166,
4.08,-50,183.67,-25,-25,-56.703,
4.1,-50,183.35,-22,-28,-63.546,
4.12,-50,183.04,-22,-28,-65.141,
4.14,-50,182.73,-18,-32,-71.123,
4.16,-50,181.92,-17,-33,-74.157,
4.18,-50,181.41,-16,-34,-75.976,
4.2,-50,180.62,-16,-34,-75.765,
4.22,-50,179.18,-16,-34,-74.857,
4.24,-50,178.35,-15,-35,-75.477,
4.26,-50,177.47,-17,-33,-71.979,
4.28,-50,175.2,-16,-34,-71.795,
4.3,-50,174.16,-17,-33,-69.899,
4.32,-50,173.09,-19,-31,-65.724,
4.34,-50,170.53,-19,-31,-63.999,
4.36,-50,169.42,-20,-30,-61.799,
4.38,-50,168.31,-19,-31,-62.715,
4.4,-50,166.11,-20,-30,-61.671,
4.42,-50,164.68,-23,-27,-56.49,
4.44,-50,163.62,-25,-25,-51.285,
4.46,-50,161.56,-23,-27,-52.774,
4.48,-50,160.57,-26,-24,-48.932,
4.5,-50,159.26,-26,-24,-47.69,
4.52,-50,157.38,-26,-24,-47.582,
4.54,-50,156.47,-29,-21,-42.999,
4.56,-50,155.58,-29,-21,-41.443,
4.58,-50,153.6,-30,-20,-39.592,
4.6,-50,152.8,-31,-19,-37.599,
4.62,-50,152.02,-33,-17,-33.908,
4.64,-50,150.28,-33,-17,-32.799,
4.66,-50,149.58,-33,-17,-32.798,
4.68,-50,148.89,-34,-16,-31.561,
4.7,-50,147.58,-37,-13,-26.479,
4.72,-50,146.76,-36,-14,-26.363,
4.74,-50,146.17,-39,-11,-21.852,
4.76,-50,145.05,-37,-13,-23.651,
4.78,-50,144.52,-40,-10,-19.932,
4.8,-50,143.85,-42,-8,-15.457,
4.82,-50,142.9,-43,-7,-12.397,
4.84,-50,142.46,-45,-5,-8.369,
4.86,-50,141.51,-48,-2,-2.3401,
4.88,-50,141.14,-54,4,9.3409,
4.9,-50,140.48,-56,6,16.647,
4.92,-50,140.19,-60,10,25.139,
4.94,-50,139.63,-62,12,30.762,
4.96,-50,139.46,-69,19,43.283,
4.98,-50,139.26,-70,20,48.808,
5,-50,139.26,-76,26,59.429,
5.02,-50,139.48,-77,27,64.012,
5.04,-50,139.71,-82,32,72.552,
5.06,-50,140.53,-82,32,74.645,
5.08,-50,141.01,-84,34,77.348,
5.1,-50,142.21,-88,38,83.769,
5.12,-50,142.93,-89,39,86.93,
5.14,-50,144.86,-91,41,90.377,
5.16,-50,145.8,-94,44,95.672,
5.18,-50,147.84,-97,47,101.78,
5.2,-50,149.3,-97,47,103.3,
5.22,-50,151.64,-97,47,102.93,
5.24,-50,152.87,-99,49,105.2,
5.26,-50,155.89,-100,50,107.09,
5.28,-50,157.25,-101,51,108.87,
5.3,-50,160.08,-96,46,100.86,
5.32,-50,161.55,-96,46,97.118,
5.34,-50,165.08,-95,45,93.872,
5.36,-50,166.62,-90,40,84.46,
5.38,-50,169.75,-90,40,80.841,
5.4,-50,171.84,-88,38,76.62,
5.42,-50,174.94,-88,38,75.46,
5.44,-50,176.46,-83,33,67.42,
5.46,-50,179.85,-82,32,63.064,
5.48,-50,181.24,-77,27,53.864,
5.5,-50,183.86,-79,29,54.167,
5.52,-50,185.11,-74,24,47.072,
5.54,-50,187.83,-77,27,49.856,
5.56,-50,188.93,-71,21,42.047,
5.58,-50,190.98,-72,22,41.115,
5.6,-50,192.24,-69,19,36.607,
5.62,-50,193.98,-69,19,35.436,
5.64,-50,194.79,-67,17,32.387,
5.66,-50,196.54,-65,15,28.486,
5.68,-50,197.24,-64,14,25.872,
5.7,-50,198.55,-66,16,28.707,
5.72,-50,199.17,-62,12,23.914,
5.74,-50,200.5,-61,11,0,
5.76,-50,201.03,-59,9,0,
5.78,-50,202.02,-58,8,0,
5.8,-50,202.62,-58,8,0,
5.82,-50,203.42,-52,2,0,
5.84,-50,203.77,-48,-2,-6.0664,
5.86,-50,204.07,-47,-3,-10.954,
5.88,-50,204.57,-42,-8,-20.125,
5.9,-50,204.7,-40,-10,-26.129,
5.92,-50,204.78,-36,-14,-33.965,
5.94,-50,204.82,-35,-15,-37.633,
5.96,-50,204.79,-31,-19,-44.447,
5.98,-50,204.72,-29,-21,-49.365,
6,-50,204.45,-25,-25,-56.744,
6.02,-50,204.16,-23,-27,-61.89,
6.04,-50,203.87,-20,-30,-67.706,
6.06,-50,203.09,-16,-34,-75.463,
6.08,-50,202.6,-15,-35,-79.105,
6.1,-50,201.85,-15,-35,-79.382,
6.12,-50,200.52,-12,-38,-83.303,
6.14,-50,199.76,-12,-38,-84.005,
6.16,-50,198.93,-10,-40,-86.702,
6.18,-50,196.78,-10,-40,-87.084,
6.2,-50,195.76,-9,-41,-88.204,
6.22,-50,194.7,-7,-43,-91.376,
6.24,-50,192.04,-9,-41,-88.91,
6.26,-50,190.85,-9,-41,-87.412,
6.28,-50,189.62,-10,-40,-84.868,
6.3,-50,187.11,-9,-41,-85.289,
6.32,-50,185.39,-10,-40,-83.776,
6.34,-50,184.08,-7,-43,-88.01,
6.36,-50,181.44,-7,-43,-89.732,
6.38,-50,180.12,-8,-42,-88.64,
6.4,-50,178.36,-7,-43,-89.645,
6.42,-50,175.73,-7,-43,-89.943,
6.44,-50,174.43,-7,-43,-89.938,
6.46,-50,173.13,-7,-43,-89.825,
6.48,-50,170.09,-8,-42,-88.058,
6.5,-50,168.78,-5,-45,-92.18,
6.52,-50,167.46,-7,-43,-90.591,
6.54,-50,164.35,-6,-44,-91.437,
6.56,-50,163.01,-6,-44,-91.723,
6.58,-50,161.67,-6,-44,-91.761,
6.6,-50,158.98,-7,-43,-90.071,
6.62,-50,157.18,-6,-44,-90.963,
6.64,-50,155.83,-6,-44,-91.342,
6.66,-50,153.11,-7,-43,-89.841,
6.68,-50,151.75,-3,-47,-95.739,
6.7,-50,149.93,-3,-47,-98.151,
6.72,-50,147.2,-5,-45,-95.656,
6.74,-50,145.83,-4,-46,-96.029,
6.76,-50,144.46,-6,-44,-92.807,
6.78,-50,141.25,-6,-44,-91.409,
6.8,-50,139.86,-7,-43,-89.258,
6.82,-50,138.47,-5,-45,-91.748,
6.84,-50,135.17,-5,-45,-92.908,
6.86,-50,133.75,-5,-45,-93.404,
6.88,-50,132.33,-7,-43,-90.314,
6.9,-50,129.5,-8,-42,-87.397,
6.92,-50,127.64,-8,-42,-86.31,
6.94,-50,126.25,-8,-42,-86.056,
6.96,-50,123.48,-8,-42,-86.143,
6.98,-50,122.11,-7,-43,-87.972,
7,-50,120.28,-6,-44,-90.467,
7.02,-50,117.57,-6,-44,-91.502,
7.04,-50,116.23,-7,-43,-90.212,
7.06,-50,114.89,-8,-42,-87.959,
7.08,-50,111.81,-6,-44,-90.288,
7.1,-50,110.49,-8,-42,-88.025,
7.12,-50,109.17,-8,-42,-87.073,
7.14,-50,106.08,-7,-43,-88.379,
7.16,-50,104.75,-8,-42,-87.354,
7.18,-50,103.41,-9,-41,-85.322,
7.2,-50,100.73,-9,-41,-84.554,
7.22,-50,98.955,-11,-39,-81.097,
7.24,-50,97.626,-13,-37,-76.561,
7.26,-50,94.984,-14,-36,-73.331,
7.28,-50,93.672,-15,-35,-70.757,
7.3,-50,91.933,-20,-30,-61.964,
7.32,-50,89.363,-22,-28,-55.58,
7.34,-50,88.101,-23,-27,-52.053,
7.36,-50,86.862,-25,-25,-48.154,
7.38,-50,84.083,-30,-20,-39.181,
7.4,-50,82.952,-38,-12,-23.256,
7.42,-50,81.864,-49,-1,0.18091,
7.44,-50,79.514,-58,8,22.958,
7.46,-50,78.597,-74,24,56.275,
7.48,-50,76.959,-88,38,90.103,
7.5,-50,76.26,-112,62,139.68,
7.52,-50,75.055,-126,76,178.64,
7.54,-50,74.779,-149,99,226.89,
7.56,-50,74.812,-159,109,257.16,
7.58,-50,75.363,-170,120,281.08,
7.6,-50,77.164,-176,126,294.37,
7.62,-50,78.559,-178,128,297.16,
7.64,-50,83.198,-175,125,288.22,
7.66,-50,85.786,-171,121,273.87,
7.68,-50,91.967,-170,120,263.43,
7.7,-50,95.499,-159,109,239.4,
7.72,-50,104.59,-153,103,218.84,
7.74,-50,108.73,-149,99,204.1,
7.76,-50,117.16,-145,95,192.47,
7.78,-50,122.76,-138,88,177.61,
7.8,-50,130.87,-129,79,158.36,
7.82,-50,134.75,-122,72,140.89,
7.84,-50,143.24,-117,67,127.8,
7.86,-50,146.62,-110,60,113.46,
7.88,-50,152.93,-109,59,108.43,
7.9,-50,155.86,-105,55,102.33,
7.92,-50,162.11,-98,48,90.592,
7.94,-50,164.55,-91,41,76.377,
7.96,-50,169,-90,40,71.021,
7.98,-50,171.68,-86,36,64.478,
8,-50,175.32,-81,31,55.594,
8.02,-50,176.99,-81,31,53.795,
8.04,-50,180.52,-77,27,48.301,
8.06,-50,181.89,-78,28,49.194,
8.08,-50,184.37,-76,26,47.676,
8.1,-50,185.49,-71,21,39.968,
8.12,-50,187.85,-70,20,36.138,
8.14,-50,188.76,-67,17,30.719,
8.16,-50,190.45,-69,19,32.765,
8.18,-50,191.5,-68,18,32.935,
8.2,-50,192.95,-67,17,32.07,
8.22,-50,193.62,-65,15,29.006,
8.24,-50,194.87,-63,13,24.976,
8.26,-50,195.64,-63,13,23.846,
8.28,-50,196.7,-63,13,23.941,
8.3,-50,197.2,-61,11,21.195,
8.32,-50,198.32,-63,13,23.734,
8.34,-50,198.77,-60,10,20.268,
8.36,-50,199.64,-57,7,14.198,
8.38,-50,200.04,-60,10,0,
8.4,-50,200.93,-60,10,0,
8.42,-50,201.28,-59,9,0,
8.44,-50,201.94,-57,7,0,
8.46,-50,202.33,-57,7,0,
8.48,-50,202.8,-52,2,0,
8.5,-50,202.98,-52,2,0,
8.52,-50,203.12,-50,0,-2.2856,
8.54,-50,203.29,-47,-3,-8.2629,
8.56,-50,203.32,-46,-4,-11.722,
8.58,-50,203.34,-47,-3,-10.787,
8.6,-50,203.34,-44,-6,-14.621,
8.62,-50,203.33,-41,-9,-20.554,
8.64,-50,203.31,-39,-11,-25.657,
8.66,-50,203.23,-37,-13,-30.308,
8.68,-50,203.14,-35,-15,-34.717,
8.7,-50,203.03,-36,-14,-34.097,
8.72,-50,202.74,-33,-17,-37.968,
8.74,-50,202.54,-34,-16,-37.298,
8.76,-50,202.22,-31,-19,-41.303,
8.78,-50,201.59,-27,-23,-48.979,
8.8,-50,201.22,-28,-22,-49.91,
8.82,-50,200.81,-26,-24,-52.832,
8.84,-50,199.71,-26,-24,-53.4,
8.86,-50,199.19,-22,-28,-59.564,
8.88,-50,198.64,-22,-28,-61.551,
8.9,-50,197.24,-23,-27,-60.083,
8.92,-50,196.58,-20,-30,-63.807,
8.94,-50,195.9,-21,-29,-63.267,
8.96,-50,194.42,-19,-31,-65.847,
8.98,-50,193.37,-18,-32,-68.168,
9,-50,192.54,-18,-32,-68.723,
9.02,-50,190.82,-18,-32,-68.553,
9.04,-50,189.92,-16,-34,-71.417,
9.06,-50,188.7,-15,-35,-73.945,
9.08,-50,186.81,-11,-39,-81.18,
9.1,-50,185.85,-12,-38,-82.113,
9.12,-50,184.86,-11,-39,-83.563,
9.14,-50,182.51,-10,-40,-85.299,
9.16,-50,181.48,-7,-43,-90.459,
9.18,-50,180.42,-6,-44,-93.756,
9.2,-50,177.86,-6,-44,-94.553,
9.22,-50,176.72,-5,-45,-95.956,
9.24,-50,175.55,-4,-46,-97.684,
9.26,-50,173.12,-2,-48,-101.22,
9.28,-50,171.43,-4,-46,-98.969,
9.3,-50,170.13,-3,-47,-99.233,
9.32,-50,167.44,-3,-47,-99.058,
9.34,-50,166.06,-4,-46,-97.119,
9.36,-50,164.18,-2,-48,-99.425,
9.38,-50,161.3,-3,-47,-98.652,
9.4,-50,159.84,-3,-47,-98.197,
9.42,-50,158.37,-1,-49,-101.2,
9.44,-50,154.92,-2,-48,-100.72,
9.46,-50,153.43,-2,-48,-100.38,
9.48,-50,151.95,-3,-47,-98.497,
9.5,-50,148.49,-2,-48,-99.301,
9.52,-50,147,-3,-47,-98.009,
9.54,-50,145.51,-4,-46,-95.836,
9.56,-50,142.52,-3,-47,-96.629,
9.58,-50,140.53,-2,-48,-98.694,
9.6,-50,139.03,-3,-47,-97.953,
9.62,-50,136.05,-3,-47,-97.621,
9.64,-50,134.56,-2,-48,-99.122,
9.66,-50,132.6,-3,-47,-98.11,
9.68,-50,129.66,-3,-47,-97.655,
9.7,-50,128.2,-2,-48,-99.107,
9.72,-50,126.73,-3,-47,-98.078,
9.74,-50,123.32,-4,-46,-95.99,
9.76,-50,121.85,-3,-47,-96.788,
9.78,-50,120.38,-2,-48,-98.83,
9.8,-50,116.95,-2,-48,-99.692,
9.82,-50,115.47,-2,-48,-99.991,
9.84,-50,114,-3,-47,-98.406,
9.86,-50,111.06,-3,-47,-97.697,
9.88,-50,109.1,-4,-46,-95.785,
9.9,-50,107.63,-4,-46,-95.046,
9.92,-50,104.69,-1,-49,-99.748,
9.94,-50,103.21,-3,-47,-98.486,
9.96,-50,101.24,-2,-48,-99.514,
9.98,-50,98.295,-4,-46,-96.635,
10,-50,96.825,-5,-45,-93.779,
10.02,-50,95.359,-1,-49,-99.222,
10.04,-50,91.947,-3,-47,-98.311,
10.06,-50,90.485,-3,-47,-97.861,
10.08,-50,89.023,-3,-47,-97.648,
10.1,-50,85.603,-3,-47,-97.555,
10.12,-50,84.134,-2,-48,-99.154,
10.14,-50,82.666,-3,-47,-98.17,
10.16,-50,79.728,-4,-46,-96.083,
10.18,-50,77.77,-3,-47,-96.867,
10.2,-50,76.3,-5,-45,-93.991,
10.22,-50,73.361,-7,-43,-89.593,
10.24,-50,71.891,-12,-38,-79.787,
10.26,-50,69.934,-17,-33,-67.943,
10.28,-50,67.009,-21,-29,-57.233,
10.3,-50,65.557,-26,-24,-45.683,
10.32,-50,64.12,-33,-17,-30.752,
10.34,-50,60.871,-42,-8,-11.401,
10.36,-50,59.55,-53,3,12.701,
10.38,-50,57.108,-65,15,39.942,
10.4,-50,55.674,-86,36,82.641,
10.42,-50,53.899,-99,49,117.98,
10.44,-50,53.211,-122,72,165.66,
10.46,-50,52.235,-132,82,196.57,
10.48,-50,52.134,-148,98,229.61,
10.5,-50,52.632,-155,105,248.74,
10.52,-50,53.285,-171,121,276.83,
10.54,-50,56.009,-173,123,286.1,
10.56,-50,57.728,-181,131,297.57,
10.58,-50,62.169,-182,132,299.22,
10.6,-50,65.839,-180,130,292.51,
10.62,-50,72.291,-176,126,279.93,
10.64,-50,75.886,-169,119,261.02,
10.66,-50,85.017,-164,114,243.79,
10.68,-50,89.168,-156,106,223.38,
10.7,-50,97.703,-154,104,212.22,
10.72,-50,102.01,-143,93,190.81,
10.74,-50,111.94,-138,88,175.29,
10.76,-50,116.06,-130,80,157.81,
10.78,-50,123.93,-127,77,147.94,
10.8,-50,128.86,-119,69,133.21,
10.82,-50,135.72,-113,63,119.71,
10.84,-50,138.91,-105,55,103.55,
10.86,-50,145.75,-102,52,94.528,
10.88,-50,148.43,-97,47,85.256,
10.9,-50,153.36,-93,43,77.351,
10.92,-50,155.62,-91,41,73.141,
10.94,-50,160.39,-87,37,67.004,
10.96,-50,162.23,-84,34,61.461,
10.98,-50,165.56,-80,30,54.388,
11,-50,167.55,-81,31,54.735,
11.02,-50,170.24,-77,27,49.863,
11.04,-50,171.46,-76,26,47.464,
11.06,-50,174.08,-74,24,44.373,
11.08,-50,175.1,-71,21,39.23,
11.1,-50,177.01,-71,21,38.075,
11.12,-50,177.9,-67,17,32.007,
11.14,-50,179.82,-66,16,28.713,
11.16,-50,180.59,-65,15,26.613,
11.18,-50,182.03,-67,17,29.847,
11.2,-50,182.91,-64,14,26.981,
11.22,-50,184.13,-64,14,26.281,
11.24,-50,184.69,-62,12,23.206,
11.26,-50,185.88,-62,12,22.371,
11.28,-50,186.35,-60,10,19.209,
11.3,-50,187.24,-58,8,15.051,
11.32,-50,187.66,-60,10,17.07,
11.34,-50,188.59,-60,10,18.386,
11.36,-50,188.97,-58,8,15.972,
11.38,-50,189.69,-60,10,18.471,
11.4,-50,190.12,-56,6,13.202,
11.42,-50,190.73,-56,6,11.185,
11.44,-50,191.01,-54,4,7.3954,
11.46,-50,191.63,-53,3,4.5426,
11.48,-50,191.89,-53,3,3.785,
11.5,-50,192.37,-54,4,5.5363,
11.52,-50,192.6,-52,2,3.3424,
11.54,-50,193.06,-50,0,-0.58483,
11.56,-50,193.23,-49,-1,-3.5385,
11.58,-50,193.38,-47,-3,-7.6345,
11.6,-50,193.64,-45,-5,-12.151,
11.62,-50,193.73,-42,-8,-18.393,
11.64,-50,193.8,-42,-8,-20.354,
11.66,-50,193.88,-39,-11,-25.36,
11.68,-50,193.9,-35,-15,-33.291,
11.7,-50,193.87,-34,-16,-37.434,
11.72,-50,193.73,-31,-19,-43.149,
11.74,-50,193.6,-28,-22,-49.513,
11.76,-50,193.36,-27,-23,-52.82,
11.78,-50,192.84,-24,-26,-58.098,
11.8,-50,192.51,-23,-27,-60.969,
11.82,-50,192.12,-21,-29,-64.48,
11.84,-50,191,-20,-30,-66.691,
11.86,-50,190.43,-15,-35,-74.945,
11.88,-50,189.8,-13,-37,-80.815,
11.9,-50,188.12,-11,-39,-85.551,
11.92,-50,187.32,-8,-42,-91.419,
11.94,-50,186.48,-7,-43,-94.485,
11.96,-50,184.65,-5,-45,-98.017,
11.98,-50,183.32,-4,-46,-100.18,
12,-50,182.28,-2,-48,-103.47,
12.02,-50,180.02,-3,-47,-102.41,
12.04,-50,178.82,-3,-47,-101.25,
12.06,-50,177.14,-1,-49,-103.5,
12.08,-50,174.45,-4,-46,-99.127,
12.1,-50,173.05,-3,-47,-98.6,
12.12,-50,171.61,-1,-49,-101.51,
12.14,-50,168.15,-3,-47,-99.318,
12.16,-50,166.64,-3,-47,-98.246,
12.18,-50,165.12,-2,-48,-99.382,
12.2,-50,161.56,-2,-48,-99.829,
12.22,-50,160.04,-2,-48,-99.956,
12.24,-50,158.52,-3,-47,-98.315,
12.26,-50,155.5,-3,-47,-97.601,
12.28,-50,153.5,-3,-47,-97.335,
12.3,-50,152,-2,-48,-98.907,
12.32,-50,149.01,-3,-47,-97.953,
12.34,-50,147.52,-3,-47,-97.545,
12.36,-50,145.53,-3,-47,-97.398,
12.38,-50,142.57,-3,-47,-97.369,
12.4,-50,141.09,-2,-48,-99.02,
12.42,-50,139.61,-2,-48,-99.71,
12.44,-50,136.17,-3,-47,-98.311,
12.46,-50,134.7,-4,-46,-96.052,
12.48,-50,133.23,-3,-47,-96.779,
12.5,-50,129.8,-3,-47,-97.163,
12.52,-50,128.33,-3,-47,-97.363,
