time,reference,position,measured_distance,error,velocity_control
12.54,-50,126.86,-3,-47,-97.464,
12.56,-50,123.91,-2,-48,-99.147,
12.58,-50,121.95,-2,-48,-99.828,
12.6,-50,120.48,-2,-48,-100.04,
12.62,-50,117.55,-3,-47,-98.417,
12.64,-50,116.08,-4,-46,-96.059,
12.66,-50,114.13,-5,-45,-93.483,
12.68,-50,111.2,-5,-45,-92.541,
12.7,-50,109.73,-6,-44,-90.705,
12.72,-50,108.26,-6,-44,-90.143,
12.74,-50,104.81,-6,-44,-90.128,
12.76,-50,103.35,-8,-42,-87.047,
12.78,-50,101.89,-7,-43,-87.591,
12.8,-50,98.538,-9,-41,-84.784,
12.82,-50,97.128,-8,-42,-85.456,
12.84,-50,95.733,-8,-42,-85.972,
12.86,-50,92.988,-12,-38,-79.816,
12.88,-50,91.185,-10,-40,-80.715,
12.9,-50,89.846,-10,-40,-81.407,
12.92,-50,87.2,-11,-39,-80.28,
12.94,-50,85.893,-11,-39,-79.98,
12.96,-50,84.167,-11,-39,-80.026,
12.98,-50,81.617,-13,-37,-76.923,
13,-50,80.359,-14,-36,-74.151,
13.02,-50,79.112,-13,-37,-74.877,
13.04,-50,76.244,-11,-39,-78.711,
13.06,-50,75.029,-13,-37,-77.182,
13.08,-50,73.822,-12,-38,-78.202,
13.1,-50,71.043,-10,-40,-81.943,
13.12,-50,69.866,-13,-37,-78.561,
13.14,-50,68.699,-11,-39,-80.327,
13.16,-50,66.383,-13,-37,-77.795,
13.18,-50,64.844,-12,-38,-78.356,
13.2,-50,63.687,-13,-37,-77.006,
13.22,-50,61.356,-12,-38,-78.119,
13.24,-50,60.181,-14,-36,-75.373,
13.26,-50,58.607,-15,-35,-72.646,
13.28,-50,56.238,-17,-33,-68.396,
13.3,-50,55.055,-20,-30,-61.981,
13.32,-50,53.876,-22,-28,-56.45,
13.34,-50,51.154,-24,-26,-51.458,
13.36,-50,50.005,-28,-22,-43.528,
13.38,-50,48.872,-30,-20,-37.747,
13.4,-50,46.321,-33,-17,-31.368,
13.42,-50,45.283,-36,-14,-24.797,
13.44,-50,44.287,-42,-8,-13.313,
13.46,-50,42.446,-50,0,3.362,
13.48,-50,41.345,-59,9,23.528,
13.5,-50,39.904,-67,17,43.079,
13.52,-50,39.287,-81,31,71.737,
13.54,-50,38.157,-92,42,98.838,
13.56,-50,37.83,-108,58,132.86,
13.58,-50,37.535,-120,70,162.71,
13.6,-50,37.6,-138,88,200.07,
13.62,-50,38.426,-148,98,227.07,
13.64,-50,39.116,-169,119,267.3,
13.66,-50,41.197,-182,132,299.76,
13.68,-50,44.953,-255,205,299.76,
13.7,-50,49.417,-255,205,299.76,
13.72,-50,52.066,-255,205,299.76,
13.74,-50,58.882,-255,205,299.76,
13.76,-50,61.809,-255,205,299.76,
13.78,-50,66.991,-255,205,299.76,
13.8,-50,69.573,-255,205,299.76,
13.82,-50,71.933,-255,205,299.76,
13.84,-50,72.544,-255,205,299.76,
13.86,-50,73.054,-255,205,299.76,
13.88,-50,73.083,-255,205,299.76,
13.9,-50,73.087,-255,205,299.76,
13.92,-50,73.087,-255,205,299.76,
13.94,-50,73.087,-255,205,299.76,
13.96,-50,73.087,-255,205,299.76,
13.98,-50,73.087,-255,205,299.76,
14,-50,73.087,-255,205,299.76,
14.02,-50,73.087,-255,205,299.76,
14.04,-50,73.087,-255,205,299.76,
14.06,-50,73.087,-255,205,299.76,
14.08,-50,73.087,-255,205,299.76,
14.1,-50,73.087,-255,205,299.76,
14.12,-50,73.087,-255,205,299.76,
14.14,-50,73.087,-255,205,299.76,
14.16,-50,73.087,-255,205,299.76,
14.18,-50,73.087,-255,205,299.76,
14.2,-50,73.087,-255,205,299.76,
14.22,-50,73.087,-255,205,299.76,
14.24,-50,73.087,-255,205,299.76,
14.26,-50,73.087,-255,205,299.76,
14.28,-50,73.087,-255,205,299.76,
14.3,-50,73.087,-255,205,299.76,
14.32,-50,73.087,-187,137,299.76,
14.34,-187,73.087,-187,0,91.714,
14.36,-178.52,73.087,-184,5.4801,11.093,
14.38,-164.04,73.089,-175,10.96,-8.9345,
14.4,-158.56,73.141,-175,16.44,-2.1241,
14.42,-147.08,73.228,-169,21.921,15.078,
14.44,-137.6,73.674,-165,27.401,35.089,
14.46,-133.12,73.97,-166,32.881,54.729,
14.48,-118.64,74.69,-157,38.361,72.912,
14.5,-108.16,75.17,-152,43.841,89.482,
14.52,-101.68,75.796,-151,49.321,104.64,
14.54,-89.199,76.096,-144,54.801,118.68,
14.56,-79.719,76.962,-140,60.281,131.9,
14.58,-67.238,77.491,-133,65.762,144.52,
14.6,-60.758,78.995,-132,71.242,156.73,
14.62,-50,79.987,-124,74,164.21,
14.64,-50,82.906,-124,74,165.2,
14.66,-50,84.402,-119,69,155.54,
14.68,-50,87.802,-116,66,145.18,
14.7,-50,90.347,-110,60,130.34,
14.72,-50,94.523,-106,56,117.53,
14.74,-50,96.741,-99,49,101.28,
14.76,-50,102.1,-93,43,85.696,
14.78,-50,104.41,-87,37,70.852,
14.8,-50,108.92,-84,34,61.559,
14.82,-50,111.06,-79,29,51.487,
14.84,-50,115.67,-77,27,45.987,
14.86,-50,117.44,-73,23,39.081,
14.88,-50,120.59,-71,21,34.713,
14.9,-50,122.41,-70,20,32.926,
14.92,-50,124.73,-68,18,30.389,
14.94,-50,125.73,-67,17,28.958,
14.96,-50,127.71,-63,13,22.921,
14.98,-50,128.44,-60,10,16.497,
15,-50,129.72,-62,12,18.132,
15.02,-50,130.29,-62,12,19.805,
15.04,-50,131.49,-61,11,19.589,
15.06,-50,131.95,-62,12,21.664,
15.08,-50,132.78,-58,8,16.396,
15.1,-50,133.28,-59,9,16.166,
15.12,-50,133.94,-59,9,16.485,
15.14,-50,134.25,-57,7,13.684,
15.16,-50,134.94,-56,6,11.178,
15.18,-50,135.22,-55,5,8.8458,
15.2,-50,135.79,-58,8,13.152,
15.22,-50,136.06,-53,3,7.087,
15.24,-50,136.65,-53,3,4.766,
15.26,-50,136.88,-55,5,7.4309,
15.28,-50,137.29,-54,4,7.2283,
15.3,-50,137.54,-54,4,7.3271,
15.32,-50,137.86,-51,1,2.6184,
15.34,-50,138,-51,1,0.83641,
15.36,-50,138.3,-52,2,2.0265,
15.38,-50,138.41,-50,0,-0.47193,
15.4,-50,138.62,-50,0,-1.2959,
15.42,-50,138.72,-49,-1,-3.0185,
15.44,-50,138.9,-51,1,-0.22101,
15.46,-50,138.96,-50,0,-0.47987,
15.48,-50,139.01,-48,-2,-3.7631,
15.5,-50,139.07,-48,-2,-5.0071,
15.52,-50,139.07,-48,-2,-5.3179,
15.54,-50,139.07,-49,-1,-3.6097,
15.56,-50,139.03,-48,-2,-4.3827,
15.58,-50,139,-49,-1,-2.9904,
15.6,-50,138.97,-46,-4,-7.243,
15.62,-50,138.89,-48,-2,-5.6766,
15.64,-50,138.84,-47,-3,-6.5019,
15.66,-50,138.71,-48,-2,-5.1216,
15.68,-50,138.65,-48,-2,-4.4693,
15.7,-50,138.58,-47,-3,-5.817,
15.72,-50,138.41,-48,-2,-4.7342,
15.74,-50,138.33,-49,-1,-2.6177,
15.76,-50,138.25,-47,-3,-5.0358,
15.78,-50,138.07,-45,-5,-9.3636,
15.8,-50,137.96,-42,-8,-15.984,
15.82,-50,137.87,-40,-10,-21.733,
15.84,-50,137.71,-38,-12,-26.913,
15.86,-50,137.63,-35,-15,-33.357,
15.88,-50,137.51,-33,-17,-38.587,
15.9,-50,137.3,-32,-18,-41.575,
15.92,-50,137.16,-29,-21,-46.876,
15.94,-50,136.99,-25,-25,-54.791,
15.96,-50,136.4,-22,-28,-62.076,
15.98,-50,136.06,-21,-29,-65.698,
16,-50,135.67,-17,-33,-72.654,
16.02,-50,134.52,-16,-34,-76.125,
16.04,-50,133.93,-16,-34,-76.485,
16.06,-50,133.29,-13,-37,-80.568,
16.08,-50,131.82,-13,-37,-81.433,
16.1,-50,130.71,-12,-38,-82.635,
16.12,-50,129.81,-12,-38,-82.465,
16.14,-50,127.85,-14,-36,-78.561,
16.16,-50,126.79,-13,-37,-78.174,
16.18,-50,125.33,-15,-35,-74.547,
16.2,-50,123.03,-16,-34,-71.302,
16.22,-50,121.85,-20,-30,-63.483,
16.24,-50,120.65,-22,-28,-57.206,
16.26,-50,117.85,-24,-26,-51.824,
16.28,-50,116.65,-24,-26,-50.229,
16.3,-50,115.48,-26,-24,-46.985,
16.32,-50,112.84,-27,-23,-44.636,
16.34,-50,111.76,-29,-21,-41.019,
16.36,-50,110.74,-30,-20,-38.494,
16.38,-50,108.83,-31,-19,-36.434,
16.4,-50,107.66,-31,-19,-36.172,
16.42,-50,106.84,-29,-21,-39.867,
16.44,-50,105.31,-31,-19,-38.525,
16.46,-50,104.61,-28,-22,-43.087,
16.48,-50,103.71,-29,-21,-43.508,
16.5,-50,102.44,-29,-21,-43.672,
16.52,-50,101.84,-28,-22,-45.35,
16.54,-50,101.24,-25,-25,-50.904,
16.56,-50,99.867,-27,-23,-49.794,
16.58,-50,99.269,-25,-25,-52.331,
16.6,-50,98.661,-25,-25,-53.174,
16.62,-50,97.184,-25,-25,-53.271,
16.64,-50,96.523,-23,-27,-56.351,
16.66,-50,95.844,-23,-27,-57.41,
16.68,-50,94.43,-21,-29,-60.838,
16.7,-50,93.448,-22,-28,-60.335,
16.72,-50,92.692,-22,-28,-59.798,
16.74,-50,91.134,-23,-27,-57.702,
16.76,-50,90.333,-23,-27,-56.681,
16.78,-50,89.243,-23,-27,-56.21,
16.8,-50,87.561,-23,-27,-56.013,
16.82,-50,86.7,-23,-27,-55.946,
16.84,-50,85.83,-23,-27,-55.936,
16.86,-50,83.783,-22,-28,-57.582,
16.88,-50,82.906,-22,-28,-58.26,
16.9,-50,82.035,-22,-28,-58.48,
16.92,-50,80.025,-23,-27,-56.867,
16.94,-50,79.173,-21,-29,-59.42,
16.96,-50,78.323,-20,-30,-62.096,
16.98,-50,76.626,-21,-29,-61.452,
17,-50,75.49,-21,-29,-61.018,
17.02,-50,74.633,-20,-30,-62.363,
17.04,-50,72.9,-20,-30,-62.831,
17.06,-50,72.023,-20,-30,-62.908,
17.08,-50,70.843,-20,-30,-62.833,
17.1,-50,69.046,-19,-31,-64.348,
17.12,-50,68.136,-19,-31,-64.892,
17.14,-50,67.219,-19,-31,-64.999,
17.16,-50,65.058,-18,-32,-66.566,
17.18,-50,64.125,-19,-31,-65.472,
17.2,-50,63.186,-20,-30,-63.263,
17.22,-50,60.98,-18,-32,-65.575,
17.24,-50,60.027,-19,-31,-64.908,
17.26,-50,59.068,-20,-30,-62.944,
17.28,-50,57.138,-20,-30,-62.127,
17.3,-50,55.845,-23,-27,-56.955,
17.32,-50,54.874,-20,-30,-59.846,
17.34,-50,52.935,-22,-28,-58.007,
17.36,-50,51.969,-24,-26,-54.095,
17.38,-50,50.69,-24,-26,-52.665,
17.4,-50,48.794,-21,-29,-57.258,
17.42,-50,47.861,-25,-25,-52.847,
17.44,-50,46.939,-25,-25,-51.105,
17.46,-50,44.842,-24,-26,-52.236,
17.48,-50,43.968,-23,-27,-54.553,
17.5,-50,43.108,-24,-26,-53.991,
17.52,-50,41.156,-25,-25,-52.151,
17.54,-50,40.338,-25,-25,-51.446,
17.56,-50,39.529,-25,-25,-51.262,
17.58,-50,37.929,-25,-25,-51.296,
17.6,-50,36.87,-24,-26,-53.036,
17.62,-50,36.077,-27,-23,-48.91,
17.64,-50,34.492,-26,-24,-48.87,
17.66,-50,33.701,-25,-25,-50.64,
17.68,-50,32.651,-27,-23,-48.209,
17.7,-50,31.089,-27,-23,-47.259,
17.72,-50,30.315,-27,-23,-46.993,
17.74,-50,29.547,-26,-24,0,
17.76,-50,27.775,-27,-23,0,
17.78,-50,27.027,-29,-21,0,
17.8,-50,26.292,-29,-21,0,
17.82,-50,24.696,-29,-21,0,
17.84,-50,24.099,-30,-20,0,
17.86,-50,23.578,-30,-20,0,
17.88,-50,22.807,-30,-20,0,
17.9,-50,22.499,-30,-20,0,
17.92,-50,22.356,-27,-23,0,
17.94,-50,22.229,-27,-23,0,
17.96,-50,22.212,-28,-22,0,
17.98,-50,22.207,-27,-23,0,
18,-50,22.206,-29,-21,0,
18.02,-50,22.206,-24,-26,0,
18.04,-50,22.206,-26,-24,0,
18.06,-50,22.206,-25,-25,0,
18.08,-50,22.206,-24,-26,0,
18.1,-50,22.206,-24,-26,0,
18.12,-50,22.206,-26,-24,0,
18.14,-50,22.206,-23,-27,0,
18.16,-50,22.206,-23,-27,0,
18.18,-50,22.206,-22,-28,0,
18.2,-50,22.206,-21,-29,0,
18.22,-50,22.206,-21,-29,0,
18.24,-50,22.206,-21,-29,0,
18.26,-50,22.206,-21,-29,0,
18.28,-50,22.206,-21,-29,0,
18.3,-50,22.206,-20,-30,0,
18.32,-50,22.206,-20,-30,0,
18.34,-50,22.206,-20,-30,0,
18.36,-50,22.206,-21,-29,0,
18.38,-50,22.206,-19,-31,0,
18.4,-50,22.206,-19,-31,0,
18.42,-50,22.206,-18,-32,0,
18.44,-50,22.206,-17,-33,0,
18.46,-50,22.206,-16,-34,0,
18.48,-50,22.206,-14,-36,0,
18.5,-50,22.206,-14,-36,0,
18.52,-50,22.206,-15,-35,0,
18.54,-50,22.206,-12,-38,0,
18.56,-50,22.206,-12,-38,0,
18.58,-50,22.206,-11,-39,0,
18.6,-50,22.206,-11,-39,0,
18.62,-50,22.206,-11,-39,0,
18.64,-50,22.206,-10,-40,0,
18.66,-50,22.206,-9,-41,0,
18.68,-50,22.206,-8,-42,0,
18.7,-50,22.206,-8,-42,0,
18.72,-50,22.206,-7,-43,0,
18.74,-50,22.206,-7,-43,0,
18.76,-50,22.206,-7,-43,0,
18.78,-50,22.206,-7,-43,0,
18.8,-50,22.206,-6,-44,0,
18.82,-50,22.206,-6,-44,0,
18.84,-50,22.206,-6,-44,0,
18.86,-50,22.206,-6,-44,0,
18.88,-50,22.206,-5,-45,0,
18.9,-50,22.206,-3,-47,0,
18.92,-50,22.206,-3,-47,0,
18.94,-50,22.206,-3,-47,0,
18.96,-50,22.206,-2,-48,0,
18.98,-50,22.206,-2,-48,0,
19,-50,22.206,-2,-48,0,
19.02,-50,22.206,-2,-48,0,
19.04,-50,22.206,-2,-48,0,
19.06,-50,22.206,-3,-47,0,
19.08,-50,22.206,-4,-46,0,
19.1,-50,22.206,-4,-46,0,
19.12,-50,22.206,-3,-47,0,
19.14,-50,22.206,-3,-47,0,
19.16,-50,22.206,-2,-48,0,
19.18,-50,22.206,-3,-47,0,
19.2,-50,22.206,-2,-48,0,
19.22,-50,22.206,-2,-48,0,
19.24,-50,22.206,-3,-47,0,
19.26,-50,22.206,-3,-47,0,
19.28,-50,22.206,-3,-47,0,
19.3,-50,22.206,-3,-47,0,
19.32,-50,22.206,-2,-48,0,
19.34,-50,22.206,-2,-48,0,
19.36,-50,22.206,-2,-48,0,
19.38,-50,22.206,-3,-47,0,
19.4,-50,22.206,-4,-46,0,
19.42,-50,22.206,-2,-48,0,
19.44,-50,22.206,-2,-48,0,
19.46,-50,22.206,-1,-49,0,
19.48,-50,22.206,-2,-48,0,
19.5,-50,22.206,-2,-48,0,
19.52,-50,22.206,-3,-47,0,
19.54,-50,22.206,-3,-47,0,
19.56,-50,22.206,-3,-47,0,
19.58,-50,22.206,-5,-45,0,
19.6,-50,22.206,-2,-48,0,
19.62,-50,22.206,-5,-45,0,
19.64,-50,22.206,-6,-44,0,
19.66,-50,22.206,-9,-41,0,
19.68,-50,22.206,-11,-39,0,
19.7,-50,22.206,-14,-36,0,
19.72,-50,22.206,-14,-36,0,
19.74,-50,22.206,-16,-34,0,
19.76,-50,22.206,-20,-30,0,
19.78,-50,22.206,-22,-28,0,
19.8,-50,22.206,-23,-27,0,
19.82,-50,22.206,-24,-26,0,
19.84,-50,22.206,-29,-21,0,
19.86,-50,22.206,-30,-20,0,
19.88,-50,22.206,-32,-18,0,
19.9,-50,22.206,-34,-16,0,
19.92,-50,22.206,-35,-15,0,
19.94,-50,22.206,-39,-11,0,
19.96,-50,22.206,-38,-12,0,
19.98,-50,22.206,-41,-9,0,
20,-50,22.206,-45,-5,0,
20.02,-50,22.206,-46,-4,0,
20.04,-50,22.206,-47,-3,0,
20.06,-50,22.206,-52,2,6.6613,
20.08,-50,22.206,-55,5,14.141,
20.1,-50,22.207,-55,5,16.231,
20.12,-50,22.208,-62,12,27.481,
20.14,-50,22.229,-61,11,29.485,
20.16,-50,22.257,-64,14,34.042,
20.18,-50,22.379,-66,16,38.152,
20.2,-50,22.537,-66,16,38.84,
20.22,-50,22.924,-70,20,44.72,
20.24,-50,23.193,-71,21,47.957,
20.26,-50,24.015,-71,21,48.422,
20.28,-50,24.443,-74,24,52.716,
20.3,-50,25.418,-74,24,53.797,
20.32,-50,25.958,-74,24,53.548,
20.34,-50,27.343,-75,25,54.494,
20.36,-50,27.987,-76,26,56.051,
20.38,-50,29.36,-79,29,61.177,
20.4,-50,30.084,-78,28,61.231,
20.42,-50,31.852,-77,27,59.118,
20.44,-50,32.638,-80,30,62.764,
20.46,-50,34.25,-79,29,62.364,
20.48,-50,35.354,-80,30,63.505,
20.5,-50,37.059,-80,30,63.717,
20.52,-50,37.933,-82,32,66.827,
20.54,-50,40.023,-80,30,64.614,
20.56,-50,40.937,-83,33,68.342,
20.58,-50,42.792,-81,31,66.44,
20.6,-50,43.732,-82,32,67.053,
20.62,-50,45.957,-79,29,62.271,
20.64,-50,46.925,-81,31,63.483,
20.66,-50,48.886,-84,34,68.956,
20.68,-50,50.207,-83,33,69.551,
20.7,-50,52.199,-84,34,71.228,
20.72,-50,53.195,-83,33,70.093,
20.74,-50,55.51,-83,33,69.427,
20.76,-50,56.501,-81,31,65.771,
20.78,-50,58.492,-83,33,67.492,
20.8,-50,59.499,-83,33,68.272,
20.82,-50,61.881,-84,34,70.22,
20.84,-50,62.913,-85,35,72.61,
20.86,-50,64.981,-84,34,71.842,
20.88,-50,66.356,-84,34,71.361,
20.9,-50,68.408,-86,36,74.328,
20.92,-50,69.435,-85,35,73.824,
20.94,-50,71.85,-88,38,78.354,
20.96,-50,72.897,-88,38,80.066,
20.98,-50,75.02,-86,36,77.224,
21,-50,76.095,-86,36,75.8,
21.02,-50,78.635,-86,36,75.113,
21.04,-50,79.74,-87,37,76.436,
21.06,-50,81.982,-89,39,80.236,
21.08,-50,83.499,-86,36,76.817,
21.1,-50,85.8,-87,37,76.883,
21.12,-50,86.954,-86,36,75.259,
21.14,-50,89.648,-88,38,77.854,
21.16,-50,90.802,-85,35,74.05,
21.18,-50,93.109,-86,36,74.089,
21.2,-50,94.264,-86,36,74.203,
21.22,-50,96.955,-84,34,71.059,
21.24,-50,98.104,-84,34,69.848,
21.26,-50,100.39,-83,33,67.894,
21.28,-50,101.9,-83,33,67.285,
21.3,-50,104.15,-83,33,67.259,
21.32,-50,105.26,-83,33,67.446,
21.34,-50,107.81,-82,32,66.047,
21.36,-50,108.89,-83,33,67.236,
21.38,-50,111,-81,31,64.597,
21.4,-50,112.04,-83,33,66.873,
21.42,-50,114.43,-81,31,64.684,
21.44,-50,115.45,-83,33,67.108,
21.46,-50,117.47,-81,31,64.934,
21.48,-50,118.8,-81,31,64.057,
21.5,-50,120.8,-80,30,62.152,
21.52,-50,121.8,-83,33,66.385,
21.54,-50,124.12,-82,32,66.612,
21.56,-50,125.11,-83,33,68.295,
21.58,-50,127.09,-83,33,68.932,
21.6,-50,128.07,-81,31,65.824,
21.62,-50,130.35,-83,33,67.734,
21.64,-50,131.33,-81,31,65.276,
21.66,-50,133.3,-81,31,64.241,
21.68,-50,134.63,-81,31,63.884,
21.7,-50,136.63,-82,32,65.462,
21.72,-50,137.64,-81,31,64.549,
21.74,-50,139.97,-80,30,62.553,
21.76,-50,140.96,-80,30,61.788,
21.78,-50,142.93,-80,30,61.589,
21.8,-50,143.91,-80,30,61.625,
21.82,-50,146.17,-80,30,61.74,
21.84,-50,147.14,-79,29,60.232,
21.86,-50,149.05,-78,28,58.048,
21.88,-50,150.32,-80,30,60.539,
21.9,-50,152.19,-79,29,60.079,
21.92,-50,153.12,-79,29,59.93,
21.94,-50,155.28,-80,30,61.551,
21.96,-50,156.19,-78,28,58.982,
21.98,-50,158.01,-79,29,59.551,
22,-50,158.91,-78,28,58.225,
22.02,-50,161.01,-80,30,60.996,
22.04,-50,161.91,-78,28,58.93,
22.06,-50,163.71,-79,29,59.688,
22.08,-50,164.9,-78,28,58.408,
22.1,-50,166.69,-79,29,59.533,
22.12,-50,167.58,-77,27,56.776,
22.14,-50,169.66,-80,30,60.566,
22.16,-50,170.54,-78,28,58.935,
22.18,-50,172.32,-78,28,58.216,
22.2,-50,173.2,-78,28,57.941,
22.22,-50,175.26,-78,28,57.869,
22.24,-50,176.14,-79,29,59.515,
22.26,-50,177.89,-77,27,56.949,
22.28,-50,179.06,-78,28,57.513,
22.3,-50,180.81,-78,28,57.811,
22.32,-50,181.69,-79,29,59.6,
22.34,-50,183.73,-80,30,61.972,
22.36,-50,184.61,-80,30,62.872,
22.38,-50,186.35,-81,31,64.732,
22.4,-50,187.23,-79,29,62.072,
22.42,-50,189.27,-80,30,62.446,
22.44,-50,190.16,-81,31,64.185,
22.46,-50,191.95,-81,31,64.836,
22.48,-50,193.16,-83,33,68.257,
22.5,-50,195.02,-82,32,67.893,
22.52,-50,195.95,-82,32,67.525,
22.54,-50,198.16,-82,32,67.215,
22.56,-50,199.11,-80,30,63.708,
22.58,-50,201.04,-83,33,0,
22.6,-50,202.02,-83,33,0,
22.62,-50,204.34,-82,32,0,
22.64,-50,205.32,-83,33,0,
22.66,-50,207.2,-85,35,0,
22.68,-50,208.31,-85,35,0,
22.7,-50,209.62,-82,32,0,
22.72,-50,210.08,-84,34,0,
22.74,-50,210.69,-87,37,0,
22.76,-50,210.81,-87,37,0,
22.78,-50,210.89,-86,36,0,
22.8,-50,210.9,-88,38,0,
22.82,-50,210.9,-90,40,0,
22.84,-50,210.9,-92,42,0,
22.86,-50,210.9,-93,43,0,
22.88,-50,210.9,-93,43,0,
22.9,-50,210.9,-94,44,0,
22.92,-50,210.9,-95,45,0,
22.94,-50,210.9,-98,48,0,
22.96,-50,210.9,-97,47,0,
22.98,-50,210.9,-96,46,0,
23,-50,210.9,-97,47,0,
23.02,-50,210.9,-97,47,0,
23.04,-50,210.9,-96,46,0,
23.06,-50,210.9,-94,44,0,
23.08,-50,210.9,-96,46,0,
23.1,-50,210.9,-98,48,0,
23.12,-50,210.9,-95,45,0,
23.14,-50,210.9,-99,49,0,
23.16,-50,210.9,-95,45,0,
23.18,-50,210.9,-98,48,0,
23.2,-50,210.9,-96,46,0,
23.22,-50,210.9,-97,47,0,
23.24,-50,210.9,-97,47,0,
23.26,-50,210.9,-99,49,0,
23.28,-50,210.9,-95,45,0,
23.3,-50,210.9,-98,48,0,
23.32,-50,210.9,-96,46,0,
23.34,-50,210.9,-95,45,0,
23.36,-50,210.9,-96,46,0,
23.38,-50,210.9,-99,49,0,
23.4,-50,210.9,-97,47,0,
23.42,-50,210.9,-97,47,0,
23.44,-50,210.9,-96,46,0,
23.46,-50,210.9,-96,46,0,
23.48,-50,210.9,-97,47,0,
23.5,-50,210.9,-96,46,0,
23.52,-50,210.9,-98,48,0,
23.54,-50,210.9,-97,47,0,
23.56,-50,210.9,-94,44,0,
23.58,-50,210.9,-94,44,0,
23.6,-50,210.9,-94,44,0,
23.62,-50,210.9,-95,45,0,
23.64,-50,210.9,-95,45,0,
23.66,-50,210.9,-96,46,0,
23.68,-50,210.9,-95,45,0,
23.7,-50,210.9,-95,45,0,
23.72,-50,210.9,-97,47,0,
23.74,-50,210.9,-95,45,0,
23.76,-50,210.9,-98,48,0,
23.78,-50,210.9,-97,47,0,
23.8,-50,210.9,-97,47,0,
23.82,-50,210.9,-96,46,0,
23.84,-50,210.9,-95,45,0,
23.86,-50,210.9,-94,44,0,
23.88,-50,210.9,-98,48,0,
23.9,-50,210.9,-96,46,0,
23.92,-50,210.9,-97,47,0,
23.94,-50,210.9,-97,47,0,
23.96,-50,210.9,-97,47,0,
23.98,-50,210.9,-97,47,0,
24,-50,210.9,-93,43,0,
24.02,-50,210.9,-95,45,0,
24.04,-50,210.9,-94,44,0,
24.06,-50,210.9,-97,47,0,
24.08,-50,210.9,-99,49,0,
24.1,-50,210.9,-96,46,0,
24.12,-50,210.9,-96,46,0,
24.14,-50,210.9,-96,46,0,
24.16,-50,210.9,-95,45,0,
24.18,-50,210.9,-94,44,0,
24.2,-50,210.9,-93,43,0,
24.22,-50,210.9,-97,47,0,
24.24,-50,210.9,-92,42,0,
24.26,-50,210.9,-89,39,0,
24.28,-50,210.9,-87,37,0,
24.3,-50,210.9,-85,35,0,
24.32,-50,210.9,-83,33,0,
24.34,-50,210.9,-81,31,0,
24.36,-50,210.9,-77,27,0,
24.38,-50,210.9,-75,25,0,
24.4,-50,210.9,-69,19,0,
24.42,-50,210.9,-70,20,0,
24.44,-50,210.9,-65,15,0,
24.46,-50,210.9,-61,11,0,
24.48,-50,210.9,-61,11,0,
24.5,-50,210.9,-58,8,0,
24.52,-50,210.9,-58,8,0,
24.54,-50,210.9,-55,5,0,
24.56,-50,210.9,-49,-1,-4.4315,
24.58,-50,210.9,-49,-1,-7.888,
24.6,-50,210.9,-43,-7,-18.003,
24.62,-50,210.9,-41,-9,-24.355,
24.64,-50,210.88,-40,-10,-27.367,
24.66,-50,210.87,-38,-12,-30.66,
24.68,-50,210.84,-38,-12,-30.925,
24.7,-50,210.67,-34,-16,-36.591,
24.72,-50,210.54,-34,-16,-38.089,
24.74,-50,210.37,-31,-19,-42.747,
24.76,-50,209.78,-29,-21,-47.161,
24.78,-50,209.45,-27,-23,-51.444,
24.8,-50,209.08,-28,-22,-50.76,
24.82,-50,208.2,-27,-23,-51.33,
24.84,-50,207.54,-24,-26,-55.861,
24.86,-50,207.01,-25,-25,-55.555,
24.88,-50,205.83,-22,-28,-59.757,
24.9,-50,205.2,-23,-27,-59.374,
24.92,-50,204.29,-25,-25,-55.435,
24.94,-50,202.85,-22,-28,-58.349,
24.96,-50,202.09,-20,-30,-62.627,
24.98,-50,201.31,-23,-27,-59.209,
25,-50,199.41,-20,-30,-62.371,
25.02,-50,198.58,-23,-27,-58.592,
25.04,-50,197.73,-20,-30,-61.723,
25.06,-50,195.72,-21,-29,-61.303,
25.08,-50,194.85,-21,-29,-60.973,
25.1,-50,193.97,-21,-29,-60.729,
25.12,-50,192.19,-20,-30,-62.188,
25.14,-50,191,-22,-28,-59.458,
25.16,-50,190.09,-22,-28,-58.26,
25.18,-50,188.28,-21,-29,-59.439,
25.2,-50,187.36,-24,-26,-55.083,
25.22,-50,186.14,-23,-27,-54.968,
25.24,-50,184.32,-22,-28,-56.732,
25.26,-50,183.41,-22,-28,-57.587,
25.28,-50,182.5,-19,-31,-62.88,
25.3,-50,180.42,-22,-28,-60.118,
25.32,-50,179.55,-21,-29,-60.436,
25.34,-50,178.68,-21,-29,-60.511,
25.36,-50,176.66,-19,-31,-63.753,
25.38,-50,175.8,-20,-30,-63.381,
25.4,-50,174.93,-20,-30,-63.068,
25.42,-50,173.17,-22,-28,-59.559,
25.44,-50,171.97,-20,-30,-61.332,
25.46,-50,171.06,-20,-30,-62.119,
25.48,-50,169.23,-21,-29,-60.792,
25.5,-50,168.3,-19,-31,-63.484,
25.52,-50,167.07,-19,-31,-64.59,
25.54,-50,165.21,-19,-31,-64.948,
25.56,-50,164.28,-21,-29,-61.713,
25.58,-50,163.35,-20,-30,-61.937,
25.6,-50,161.18,-19,-31,-63.704,
25.62,-50,160.25,-22,-28,-59.541,
25.64,-50,159.31,-21,-29,-59.447,
25.66,-50,157.11,-24,-26,-54.632,
