time,reference,position,measured_distance,error,velocity_control
25.68,-50,203.24,-36,-14,-30.341,
25.7,-50,202.3,-33,-17,-34.476,
25.72,-50,201.88,-34,-16,-34.461,
25.74,-50,201.45,-32,-18,-37.522,
25.76,-50,200.42,-33,-17,-36.964,
25.78,-50,199.97,-31,-19,-39.761,
25.8,-50,199.51,-33,-17,-37.449,
25.82,-50,198.57,-32,-18,-37.903,
25.84,-50,197.92,-31,-19,-39.613,
25.86,-50,197.41,-31,-19,-40.2,
25.88,-50,196.37,-31,-19,-40.288,
25.9,-50,195.83,-31,-19,-40.183,
25.92,-50,195.09,-31,-19,-40.026,
25.94,-50,193.96,-30,-20,-41.507,
25.96,-50,193.39,-30,-20,-42.041,
25.98,-50,192.81,-30,-20,-42.148,
26,-50,191.44,-32,-18,-38.818,
26.02,-50,190.84,-29,-21,-42.285,
26.04,-50,190.24,-30,-20,-42.108,
26.06,-50,188.83,-30,-20,-41.948,
26.08,-50,188.22,-30,-20,-41.821,
26.1,-50,187.61,-29,-21,-43.358,
26.12,-50,186.37,-27,-23,-47.215,
26.14,-50,185.54,-29,-21,-45.419,
26.16,-50,184.92,-29,-21,-44.479,
26.18,-50,183.67,-28,-22,-45.631,
26.2,-50,183.04,-29,-21,-44.417,
26.22,-50,182.19,-32,-18,-38.946,
26.24,-50,180.89,-28,-22,-43.257,
26.26,-50,180.23,-30,-20,-41.926,
26.28,-50,179.57,-29,-21,-43.013,
26.3,-50,178.02,-29,-21,-43.496,
26.32,-50,177.36,-30,-20,-42.051,
26.34,-50,176.7,-32,-18,-38.177,
26.36,-50,175.19,-33,-17,-35.018,
26.38,-50,174.55,-33,-17,-33.923,
26.4,-50,173.92,-34,-16,-32.113,
26.42,-50,172.66,-35,-15,-30.003,
26.44,-50,171.83,-37,-13,-26.157,
26.46,-50,171.21,-37,-13,-24.904,
26.48,-50,170.02,-38,-12,-23.152,
26.5,-50,169.45,-40,-10,-19.535,
26.52,-50,168.72,-41,-9,-16.795,
26.54,-50,167.71,-42,-8,-14.476,
26.56,-50,167.24,-39,-11,-18.882,
26.58,-50,166.79,-42,-8,-16.2,
26.6,-50,165.84,-42,-8,-15.299,
26.62,-50,165.47,-45,-5,-10.283,
26.64,-50,165.13,-47,-3,-5.2254,
26.66,-50,164.42,-45,-5,-6.8317,
26.68,-50,164.14,-44,-6,-9.6107,
26.7,-50,163.88,-47,-3,-6.1656,
26.72,-50,163.4,-46,-4,-6.5685,
26.74,-50,163.12,-45,-5,-8.6242,
26.76,-50,162.93,-45,-5,-9.6448,
26.78,-50,162.61,-46,-4,-8.496,
26.8,-50,162.47,-47,-3,-6.4179,
26.82,-50,162.31,-46,-4,-7.2726,
26.84,-50,162.08,-47,-3,-6.1115,
26.86,-50,161.97,-47,-3,-5.7119,
26.88,-50,161.7,-47,-3,-5.6503,
26.9,-50,161.59,-49,-1,-2.4535,
26.92,-50,161.35,-49,-1,-1.2422,
26.94,-50,161.24,-48,-2,-2.5728,
26.96,-50,160.99,-48,-2,-3.3043,
26.98,-50,160.9,-50,0,-0.43634,
27,-50,160.73,-49,-1,-0.96744,
27.02,-50,160.64,-49,-1,-1.3359,
27.04,-50,160.53,-51,1,1.6799,
27.06,-50,160.48,-50,0,1.1955,
27.08,-50,160.41,-51,1,2.4632,
27.1,-50,160.37,-49,-1,-0.40924,
27.12,-50,160.33,-49,-1,-1.7099,
27.14,-50,160.32,-50,0,-0.60325,
27.16,-50,160.3,-51,1,1.5251,
27.18,-50,160.31,-52,2,4.0127,
27.2,-50,160.32,-52,2,4.9304,
27.22,-50,160.32,-52,2,5.136,
27.24,-50,160.34,-51,1,3.419,
27.26,-50,160.34,-55,5,9.1195,
27.28,-50,160.37,-55,5,11.373,
27.3,-50,160.4,-56,6,13.658,
27.32,-50,160.48,-55,5,12.655,
27.34,-50,160.54,-50,0,3.762,
27.36,-50,160.73,-57,7,11.392,
27.38,-50,161.85,-254,204,11.392,
27.4,-50,162.39,-254,204,11.392,
27.42,-50,162.48,-253,203,11.392,
27.44,-50,162.55,-255,205,11.392,
27.46,-50,162.69,-254,204,11.392,
27.48,-50,162.69,-253,203,11.392,
27.5,-50,162.7,-254,204,11.392,
27.52,-50,162.7,-255,205,11.392,
27.54,-50,162.7,-255,205,11.392,
27.56,-50,162.7,-254,204,11.392,
27.58,-50,162.7,-254,204,11.392,
27.6,-50,162.7,-254,204,11.392,
27.62,-50,162.7,-253,203,11.392,
27.64,-50,162.7,-254,204,11.392,
27.66,-50,162.7,-253,203,11.392,
27.68,-50,162.7,-254,204,11.392,
27.7,-50,162.7,-254,204,11.392,
27.72,-50,162.7,-254,204,11.392,
27.74,-50,162.7,-254,204,11.392,
27.76,-50,162.7,-253,203,11.392,
27.78,-50,162.7,-253,203,11.392,
27.8,-50,162.7,-253,203,11.392,
27.82,-50,162.7,-253,203,11.392,
27.84,-50,162.7,-254,204,11.392,
27.86,-50,162.7,-253,203,11.392,
27.88,-50,162.7,-253,203,11.392,
27.9,-50,162.7,-254,204,11.392,
27.92,-50,162.7,-254,204,11.392,
27.94,-50,162.7,-254,204,11.392,
27.96,-50,162.7,-105,55,11.392,
27.98,-105,162.7,-105,0,3.2074,
28,-71.8,162.7,-74,2.2001,3.3411,
28.02,-50,162.7,-52,2,3.2585,
28.04,-50,162.7,-56,6,9.9051,
28.06,-50,162.71,-58,8,15.972,
28.08,-50,162.73,-57,7,16.624,
28.1,-50,162.75,-55,5,13.257,
28.12,-50,162.84,-56,6,13.217,
28.14,-50,162.91,-57,7,14.714,
28.16,-50,163.09,-55,5,11.956,
28.18,-50,163.26,-55,5,10.711,
28.2,-50,163.6,-54,4,8.5757,
28.22,-50,163.79,-52,2,4.4964,
28.24,-50,164.26,-52,2,2.9726,
28.26,-50,164.46,-54,4,5.8793,
28.28,-50,164.85,-55,5,8.9467,
28.3,-50,165.03,-55,5,10.28,
28.32,-50,165.39,-57,7,14.042,
28.34,-50,165.52,-55,5,12.208,
28.36,-50,165.74,-57,7,14.521,
28.38,-50,165.87,-55,5,12.088,
28.4,-50,166.09,-57,7,14.205,
28.42,-50,166.21,-56,6,13.386,
28.44,-50,166.55,-54,4,9.6747,
28.46,-50,166.71,-53,3,6.4856,
28.48,-50,167.07,-54,4,6.9294,
28.5,-50,167.26,-57,7,12.209,
28.52,-50,167.71,-57,7,14.481,
28.54,-50,167.89,-56,6,13.673,
28.56,-50,168.24,-53,3,8.2864,
28.58,-50,168.46,-54,4,7.6511,
28.6,-50,168.77,-54,4,7.5265,
28.62,-50,168.92,-54,4,7.6057,
28.64,-50,169.3,-55,5,9.379,
28.66,-50,169.47,-52,2,5.2769,
28.68,-50,169.79,-53,3,5.2534,
28.7,-50,169.95,-52,2,3.7672,
28.72,-50,170.27,-52,2,3.2935,
28.74,-50,170.4,-51,1,1.6268,
28.76,-50,170.63,-51,1,1.0986,
28.78,-50,170.76,-52,2,2.6981,
28.8,-50,170.94,-52,2,3.5064,
28.82,-50,171.02,-53,3,5.5339,
28.84,-50,171.17,-51,1,3.1078,
28.86,-50,171.22,-50,0,0.43579,
28.88,-50,171.26,-49,-1,-2.2292,
28.9,-50,171.34,-48,-2,-4.7974,
28.92,-50,171.4,-50,0,-2.3518,
28.94,-50,171.44,-50,0,-1.095,
28.96,-50,171.53,-48,-2,-3.7342,
28.98,-50,171.57,-50,0,-1.4842,
29,-50,171.6,-50,0,-0.43669,
29.02,-50,171.62,-52,2,3.2771,
29.04,-50,171.61,-50,0,1.487,
29.06,-50,171.55,-49,-1,-1.0287,
29.08,-50,171.52,-51,1,1.165,
29.1,-50,171.49,-48,-2,-2.7999,
29.12,-50,171.45,-51,1,0.45685,
29.14,-50,171.44,-51,1,1.8882,
29.16,-50,171.44,-49,-1,-0.83331,
29.18,-50,171.44,-50,0,-0.37841,
29.2,-50,171.45,-50,0,-0.1541,
29.22,-50,171.45,-51,1,1.5847,
29.24,-50,171.45,-50,0,0.6558,
29.26,-50,171.45,-49,-1,-1.4169,
29.28,-50,171.45,-51,1,0.99832,
29.3,-50,171.45,-52,2,3.6735,
29.32,-50,171.45,-48,-2,-1.8206,
29.34,-50,171.46,-50,0,-0.90453,
29.36,-50,171.47,-52,2,2.8368,
29.38,-50,171.48,-49,-1,-0.5063,
29.4,-50,171.49,-50,0,-0.32747,
29.42,-50,171.51,-51,1,1.4227,
29.44,-50,171.52,-50,0,0.52381,
29.46,-50,171.54,-50,0,0.11639,
29.48,-50,171.55,-49,-1,-1.6823,
29.5,-50,171.56,-50,0,-0.75933,
29.52,-50,171.56,-49,-1,-1.939,
29.54,-50,171.56,-51,1,0.88133,
29.56,-50,171.57,-50,0,0.45429,
29.58,-50,171.57,-50,0,0.22787,
29.6,-50,171.56,-50,0,0.1099,
29.62,-50,171.55,-50,0,0.049847,
29.64,-50,171.54,-48,-2,-3.2465,
29.66,-50,171.53,-47,-3,-6.2113,
29.68,-50,171.52,-50,0,-2.3809,
29.7,-50,171.52,-49,-1,-2.2544,
29.72,-50,171.52,-50,0,-0.54678,
29.74,-50,171.49,-51,1,1.7888,
29.76,-50,171.47,-50,0,1.0421,
29.78,-50,171.43,-49,-1,-1.0269,
29.8,-50,171.36,-49,-1,-1.9395,
29.82,-50,171.33,-49,-1,-2.2897,
29.84,-50,171.29,-49,-1,-2.3816,
29.86,-50,171.24,-49,-1,-2.3656,
29.88,-50,171.22,-50,0,-0.68007,
29.9,-50,171.21,-49,-1,-1.5979,
29.92,-50,171.19,-51,1,1.2621,
29.94,-50,171.18,-49,-1,-0.84495,
29.96,-50,171.14,-50,0,-0.16697,
29.98,-50,171.11,-49,-1,-1.5296,
30,-50,171.05,-52,2,2.7927,
30.02,-50,171.03,-48,-2,-1.9675,
30.04,-50,170.99,-50,0,-0.76376,
30.06,-50,170.97,-52,2,3.0586,
30.08,-50,170.95,-49,-1,-0.29078,
30.1,-50,170.94,-52,2,3.1181,
30.12,-50,170.92,-52,2,4.5105,
30.14,-50,170.91,-51,1,3.3209,
30.16,-50,170.91,-49,-1,-0.57348,
30.181,-50,170.92,-45,-5,-8.7494,
30.201,-50,170.93,-44,-6,-13.587,
30.221,-50,170.98,-43,-7,-16.78,
30.241,-50,171.01,-40,-10,-22.469,
30.261,-50,171.04,-35,-15,-32.41,
30.281,-50,171.07,-34,-16,-37.418,
30.301,-50,171.05,-32,-18,-41.814,
30.321,-50,170.99,-31,-19,-44.317,
30.341,-50,170.68,-32,-18,-42.803,
30.361,-50,170.46,-32,-18,-41.387,
30.381,-50,170.18,-34,-16,-36.966,
30.401,-50,169.44,-37,-13,-29.872,
30.421,-50,168.83,-36,-14,-28.49,
30.441,-50,168.31,-35,-15,-29.716,
30.461,-50,167.18,-32,-18,-35.284,
30.481,-50,166.58,-28,-22,-44.154,
30.501,-50,165.79,-28,-22,-47.588,
30.521,-50,164.64,-27,-23,-50.149,
30.541,-50,164.1,-27,-23,-50.685,
30.561,-50,163.57,-26,-24,-52.039,
30.581,-50,162.35,-27,-23,-50.537,
30.601,-50,161.81,-27,-23,-49.548,
30.621,-50,161.25,-29,-21,-45.635,
30.641,-50,159.79,-27,-23,-47.165,
30.661,-50,159.11,-28,-22,-46.173,
30.681,-50,158.41,-29,-21,-44.101,
30.701,-50,156.94,-26,-24,-48.172,
30.721,-50,155.95,-28,-22,-46.633,
30.741,-50,155.21,-29,-21,-44.29,
30.761,-50,153.76,-28,-22,-44.967,
30.781,-50,153.04,-25,-25,-50.222,
30.801,-50,152.11,-24,-26,-54.013,
30.821,-50,150.72,-22,-28,-58.637,
30.841,-50,150.03,-18,-32,-66.751,
30.861,-50,149.34,-19,-31,-67.985,
30.881,-50,147.71,-18,-32,-69.479,
30.901,-50,147,-16,-34,-72.793,
30.921,-50,146.27,-15,-35,-75.263,
30.941,-50,144.44,-14,-36,-77.366,
30.961,-50,143.6,-13,-37,-79.333,
30.981,-50,142.72,-9,-41,-86.167,
31.001,-50,140.83,-7,-43,-91.723,
31.021,-50,139.49,-6,-44,-94.96,
31.041,-50,138.45,-5,-45,-97.176,
31.061,-50,136.26,-6,-44,-95.735,
31.081,-50,135.13,-7,-43,-92.877,
31.101,-50,133.56,-8,-42,-89.633,
31.121,-50,131.08,-11,-39,-83.171,
31.141,-50,129.79,-12,-38,-78.854,
31.161,-50,128.46,-14,-36,-74.036,
31.181,-50,125.27,-16,-34,-69.143,
31.201,-50,123.88,-20,-30,-61.075,
31.221,-50,122.49,-22,-28,-55.094,
31.241,-50,119.34,-25,-25,-48.524,
31.261,-50,118.05,-27,-23,-43.43,
31.281,-50,116.79,-27,-23,-42.285,
31.301,-50,114.44,-31,-19,-36.211,
31.321,-50,113,-30,-20,-36.173,
31.341,-50,111.98,-35,-15,-28.846,
31.361,-50,110.13,-34,-16,-28.208,
31.381,-50,109.3,-35,-15,-27.144,
31.401,-50,108.27,-37,-13,-24.133,
31.421,-50,106.89,-39,-11,-20.237,
31.441,-50,106.27,-40,-10,-17.616,
31.461,-50,105.69,-40,-10,-17.175,
31.481,-50,104.48,-41,-9,-15.955,
31.501,-50,104.01,-40,-10,-17.585,
31.521,-50,103.58,-40,-10,-18.679,
31.541,-50,102.67,-42,-8,-16.138,
31.561,-50,102.32,-44,-6,-12.031,
31.581,-50,101.99,-44,-6,-10.62,
31.601,-50,101.39,-44,-6,-10.405,
31.621,-50,101.02,-43,-7,-12.289,
31.641,-50,100.76,-46,-4,-8.4251,
31.661,-50,100.25,-45,-5,-8.6478,
31.681,-50,100.01,-45,-5,-9.0047,
31.701,-50,99.707,-45,-5,-9.3527,
31.721,-50,99.3,-44,-6,-11.275,
31.741,-50,99.118,-47,-3,-7.2557,
31.761,-50,98.947,-46,-4,-7.2773,
31.781,-50,98.585,-47,-3,-5.8156,
31.801,-50,98.44,-45,-5,-8.6219,
31.821,-50,98.298,-48,-2,-5.0128,
31.841,-50,97.979,-48,-2,-3.5756,
31.861,-50,97.846,-48,-2,-3.1503,
31.881,-50,97.717,-47,-3,-4.7907,
31.901,-50,97.474,-49,-1,-2.3441,
31.921,-50,97.326,-50,0,0.21305,
31.941,-50,97.223,-47,-3,-3.8007,
31.961,-50,97.04,-49,-1,-2.3669,
31.981,-50,96.96,-48,-2,-3.4375,
32.001,-50,96.8,-47,-3,-5.5705,
32.021,-50,96.741,-50,0,-1.5431,
32.041,-50,96.638,-48,-2,-3.1131,
32.061,-50,96.576,-50,0,-0.57758,
32.081,-50,96.485,-48,-2,-2.8392,
32.101,-50,96.44,-48,-2,-3.8632,
32.121,-50,96.333,-50,0,-1.0111,
32.141,-50,96.289,-49,-1,-1.456,
32.161,-50,96.208,-51,1,1.5516,
32.181,-50,96.171,-50,0,1.0847,
32.201,-50,96.089,-50,0,0.74308,
32.221,-50,96.055,-48,-2,-2.7656,
32.241,-50,95.993,-50,0,-0.98357,
32.261,-50,95.96,-50,0,-0.18467,
32.281,-50,95.927,-51,1,1.7659,
32.301,-50,95.917,-52,2,4.151,
32.321,-50,95.905,-55,5,9.9098,
32.341,-50,95.9,-59,9,18.591,
32.361,-50,95.89,-62,12,26.631,
32.381,-50,95.888,-66,16,35.783,
32.401,-50,95.928,-70,20,45.199,
32.421,-50,95.979,-74,24,54.532,
32.441,-50,96.186,-78,28,63.67,
32.461,-50,96.359,-82,32,72.604,
32.481,-50,96.999,-88,38,84.63,
32.501,-50,97.39,-94,44,97.838,
32.521,-50,98.41,-97,47,106.45,
32.541,-50,99.275,-106,56,122.83,
32.561,-50,100.87,-112,62,137.47,
32.581,-50,101.8,-115,65,146.23,
32.601,-50,104.35,-118,68,152.47,
32.621,-50,105.62,-123,73,161.07,
32.641,-50,108.47,-123,73,162.64,
32.661,-50,110.07,-129,79,171.22,
32.681,-50,114.22,-132,82,178.05,
32.701,-50,116.18,-132,82,179.25,
32.721,-50,120.38,-131,81,176.6,
32.741,-50,123.37,-132,82,175.92,
32.761,-50,128.09,-129,79,169.86,
32.781,-50,130.54,-130,80,168.36,
32.801,-50,136.44,-126,76,160.92,
32.821,-50,139.02,-120,70,147.93,
32.841,-50,144.26,-117,67,137.93,
32.861,-50,146.88,-113,63,127.98,
32.881,-50,152.95,-109,59,118.3,
32.901,-50,155.5,-104,54,107.32,
32.921,-50,160.46,-100,50,97.59,
32.941,-50,163.62,-93,43,83.644,
32.961,-50,168.09,-89,39,72.985,
32.981,-50,170.2,-83,33,60.621,
33.001,-50,174.74,-79,29,50.895,
33.021,-50,176.52,-74,24,40.714,
33.041,-50,179.79,-70,20,31.97,
33.061,-50,181.27,-60,10,14.015,
33.081,-50,184.32,-56,6,2.0956,
33.101,-50,185.45,-44,-6,-20.139,
33.121,-50,186.47,-38,-12,-36.714,
33.141,-50,188.45,-36,-14,-44.058,
33.161,-50,189.12,-29,-21,-55.736,
33.181,-50,189.67,-26,-24,-62.896,
33.201,-50,190.4,-21,-29,-71.547,
33.221,-50,190.59,-14,-36,-84.277,
33.241,-50,190.56,-11,-39,-92.231,
33.261,-50,190.06,-7,-43,-99.821,
33.281,-50,189.6,-4,-46,-105.76,
33.301,-50,188.79,-3,-47,-107.89,
33.321,-50,187.18,-2,-48,-108.63,
33.341,-50,186.21,-2,-48,-107.46,
33.361,-50,185.15,-2,-48,-105.78,
33.381,-50,182.31,-3,-47,-102.56,
33.401,-50,180.96,-3,-47,-100.6,
33.421,-50,179.54,-2,-48,-101.04,
33.441,-50,176.01,-2,-48,-100.97,
33.461,-50,174.45,-6,-44,-94.193,
33.481,-50,172.87,-7,-43,-89.662,
33.501,-50,169.71,-9,-41,-84.697,
33.521,-50,167.61,-12,-38,-78.072,
33.541,-50,166.06,-14,-36,-72.548,
33.561,-50,163.02,-17,-33,-66.006,
33.581,-50,161.53,-20,-30,-59.148,
33.601,-50,159.59,-23,-27,-52.277,
33.621,-50,156.81,-23,-27,-50.405,
33.641,-50,155.49,-28,-22,-42.466,
33.661,-50,154.22,-30,-20,-36.851,
33.681,-50,151.5,-32,-18,-32.309,
33.701,-50,150.43,-34,-16,-28.214,
33.721,-50,149.43,-37,-13,-22.639,
33.741,-50,147.35,-40,-10,-16.426,
33.761,-50,146.55,-45,-5,-6.7154,
33.781,-50,145.82,-49,-1,2.7283,
33.801,-50,144.53,-51,1,8.6263,
33.821,-50,143.79,-56,6,17.868,
33.841,-50,142.88,-61,11,28.496,
33.861,-50,142.51,-67,17,41.216,
33.881,-50,141.92,-73,23,54.646,
33.901,-50,141.79,-79,29,68.176,
33.921,-50,141.77,-83,33,78.302,
33.941,-50,141.89,-89,39,90.178,
33.961,-50,142.52,-95,45,102.78,
33.981,-50,142.95,-103,53,118.88,
34.001,-50,144.13,-103,53,123.25,
34.021,-50,145.16,-111,61,135.77,
34.041,-50,147.1,-114,64,143.72,
34.061,-50,148.24,-113,63,143.2,
34.081,-50,151.35,-115,65,144.29,
34.101,-50,152.86,-115,65,143.18,
34.121,-50,156.21,-112,62,136.55,
34.141,-50,158.02,-108,58,126.38,
34.161,-50,162.55,-102,52,111.95,
34.181,-50,164.59,-99,49,101.21,
34.201,-50,168.76,-95,45,90.892,
34.221,-50,171.55,-90,40,79.41,
34.241,-50,175.67,-85,35,67.686,
34.261,-50,177.65,-80,30,56.091,
34.281,-50,182,-72,22,39.838,
34.301,-50,183.71,-68,18,28.384,
34.321,-50,186.84,-63,13,17.53,
34.341,-50,188.25,-57,7,5.3339,
34.361,-50,191.1,-51,1,-7.386,
34.381,-50,192.14,-47,-3,-16.985,
34.401,-50,193.07,-40,-10,-30.153,
34.421,-50,194.77,-39,-11,-35.023,
34.441,-50,195.31,-33,-17,-44.626,
34.461,-50,195.72,-31,-19,-49.855,
34.481,-50,196.2,-28,-22,-54.97,
34.501,-50,196.26,-27,-23,-56.955,
34.521,-50,196.18,-25,-25,-59.461,
34.541,-50,195.69,-23,-27,-62.418,
34.561,-50,195.29,-21,-29,-65.729,
34.581,-50,194.63,-21,-29,-66.034,
34.601,-50,193.39,-20,-30,-66.842,
34.621,-50,192.67,-18,-32,-69.667,
34.641,-50,191.9,-17,-33,-71.797,
34.661,-50,189.95,-17,-33,-72.034,
34.681,-50,189.06,-18,-32,-69.919,
34.701,-50,188.14,-18,-32,-68.597,
34.721,-50,185.9,-18,-32,-67.772,
34.741,-50,184.9,-17,-33,-68.891,
34.761,-50,183.89,-20,-30,-64.329,
34.781,-50,181.83,-19,-31,-63.99,
34.801,-50,180.44,-22,-28,-59.023,
34.821,-50,179.39,-24,-26,-53.823,
34.841,-50,177.31,-27,-23,-47.073,
34.861,-50,176.28,-27,-23,-44.749,
34.881,-50,174.92,-30,-20,-39.49,
34.901,-50,172.95,-33,-17,-33.019,
34.921,-50,172,-35,-15,-27.785,
34.941,-50,171.08,-37,-13,-23.17,
34.961,-50,169.08,-43,-7,-12.317,
34.981,-50,168.29,-48,-2,-0.59723,
35.001,-50,166.87,-51,1,7.9536,
35.021,-50,166.03,-58,8,21.525,
35.041,-50,164.97,-61,11,30.524,
35.061,-50,164.54,-68,18,43.966,
35.081,-50,163.81,-70,20,51.015,
35.101,-50,163.63,-77,27,63.465,
35.121,-50,163.55,-80,30,71.659,
35.141,-50,163.65,-86,36,82.906,
35.161,-50,164.29,-87,37,87.278,
35.181,-50,164.73,-86,36,85.54,
35.201,-50,165.91,-88,38,86.45,
35.221,-50,166.91,-86,36,82.297,
35.241,-50,168.72,-87,37,81.222,
35.261,-50,169.75,-79,29,67.059,
35.281,-50,172.4,-79,29,60.861,
35.301,-50,173.61,-74,24,50.355,
35.321,-50,176.09,-70,20,39.952,
35.341,-50,177.33,-65,15,28.289,
35.361,-50,180.12,-59,9,14.745,
35.381,-50,181.24,-52,2,-0.93539,
35.401,-50,182.31,-47,-3,-13.933,
35.421,-50,184.5,-43,-7,-23.913,
35.441,-50,185.3,-41,-9,-29.271,
35.461,-50,186.01,-38,-12,-34.405,
35.481,-50,187.09,-33,-17,-42.901,
35.501,-50,187.56,-29,-21,-51.274,
35.521,-50,187.77,-31,-19,-49.791,
35.541,-50,187.82,-29,-21,-50.867,
35.561,-50,187.68,-25,-25,-56.622,
35.581,-50,187.33,-24,-26,-59.57,
35.601,-50,186.51,-22,-28,-63.001,
35.621,-50,185.99,-22,-28,-63.453,
35.641,-50,185.4,-21,-29,-64.395,
35.661,-50,183.83,-20,-30,-65.695,
35.681,-50,183.09,-19,-31,-67.247,
35.701,-50,182.3,-20,-30,-65.707,
35.721,-50,180.35,-20,-30,-64.601,
35.741,-50,179.46,-20,-30,-63.829,
35.761,-50,178.55,-20,-30,-63.301,
35.781,-50,176.68,-20,-30,-62.945,
35.801,-50,175.4,-19,-31,-64.341,
35.821,-50,174.43,-20,-30,-63.21,
35.841,-50,172.48,-19,-31,-64.284,
35.861,-50,171.5,-19,-31,-64.68,
35.881,-50,170.21,-18,-32,-66.401,
35.901,-50,168.28,-16,-34,-70.29,
35.921,-50,167.32,-14,-36,-75,
35.941,-50,166.37,-12,-38,-79.917,
35.961,-50,164.13,-12,-38,-81.52,
35.981,-50,163.16,-9,-41,-86.572,
36.001,-50,162.19,-9,-41,-88.154,
36.021,-50,159.85,-7,-43,-91.501,
36.041,-50,158.81,-7,-43,-92.345,
36.061,-50,157.73,-5,-45,-95.419,
36.081,-50,155.48,-4,-46,-97.835,
36.101,-50,153.9,-4,-46,-98.327,
36.121,-50,152.67,-3,-47,-99.68,
36.141,-50,150.12,-2,-48,-101.46,
36.161,-50,148.8,-4,-46,-98.539,
36.181,-50,147,-3,-47,-98.63,
36.201,-50,144.21,-2,-48,-100.12,
36.221,-50,142.79,-3,-47,-98.946,
36.241,-50,141.35,-2,-48,-99.932,
36.261,-50,137.93,-4,-46,-96.97,
36.281,-50,136.45,-2,-48,-98.931,
36.301,-50,134.96,-5,-45,-94.847,
36.321,-50,131.49,-3,-47,-96.411,
36.341,-50,130,-6,-44,-92.256,
36.361,-50,128.51,-5,-45,-92.243,
36.381,-50,125.55,-6,-44,-90.79,
36.401,-50,123.58,-5,-45,-91.984,
36.421,-50,122.11,-7,-43,-89.373,
36.441,-50,119.21,-7,-43,-88.413,
36.461,-50,117.77,-6,-44,-89.833,
36.481,-50,115.88,-6,-44,-90.582,
36.501,-50,113.07,-6,-44,-90.97,
36.521,-50,111.69,-5,-45,-92.799,
36.541,-50,110.31,-5,-45,-93.553,
36.561,-50,107.13,-4,-46,-95.432,
36.581,-50,105.77,-2,-48,-99.382,
36.601,-50,104.42,-3,-47,-99.208,
36.621,-50,101.25,-3,-47,-98.88,
36.641,-50,99.884,-3,-47,-98.548,
36.661,-50,98.508,-2,-48,-99.902,
36.681,-50,95.718,-4,-46,-97.077,
36.701,-50,93.827,-2,-48,-99.07,
36.721,-50,92.393,-4,-46,-96.609,
36.741,-50,89.485,-3,-47,-97.174,
36.761,-50,88.016,-5,-45,-94.17,
36.781,-50,86.048,-8,-42,-88.065,
36.801,-50,83.088,-14,-36,-75.923,
36.821,-50,81.61,-18,-32,-64.825,
36.841,-50,80.137,-21,-29,-56.184,
36.861,-50,76.739,-23,-27,-50.447,
36.881,-50,75.311,-27,-23,-42.742,
36.901,-50,73.914,-27,-23,-40.768,
36.921,-50,70.837,-30,-20,-36.271,
36.941,-50,69.623,-33,-17,-30.59,
36.961,-50,68.487,-36,-14,-24.396,
36.981,-50,66.466,-38,-12,-19.645,
37.001,-50,65.298,-44,-6,-8.9755,
37.021,-50,64.508,-46,-4,-2.4241,
37.041,-50,63.127,-53,3,10.428,
37.061,-50,62.526,-58,8,22.549,
37.081,-50,61.344,-63,13,34.129,
37.101,-50,60.94,-68,18,45.321,
37.121,-50,60.339,-74,24,57.876,
37.141,-50,60.113,-83,33,75.806,
37.161,-50,60.076,-84,34,82.724,
37.181,-50,60.205,-94,44,99.603,
37.201,-50,60.923,-98,48,110.89,
37.221,-50,61.416,-106,56,126.21,
37.241,-50,62.751,-112,62,139.93,
37.261,-50,63.597,-116,66,149.61,
37.281,-50,66.043,-121,71,159.23,
37.301,-50,67.296,-126,76,168.97,
37.321,-50,70.169,-129,79,175.57,
37.341,-50,72.356,-134,84,184.26,
37.361,-50,76.032,-135,85,187.43,
37.381,-50,78.042,-136,86,188.45,
37.401,-50,83.142,-139,89,192.12,
37.421,-50,85.488,-139,89,192.25,
37.441,-50,90.431,-139,89,191.1,
37.461,-50,93.013,-142,92,194.56,
37.481,-50,99.263,-139,89,190.33,
37.501,-50,102.02,-137,87,184.64,
37.521,-50,107.63,-134,84,177.04,
37.541,-50,111.42,-132,82,170.6,
37.561,-50,117.14,-132,82,168.22,
37.581,-50,120.01,-124,74,154.61,
37.601,-50,126.66,-120,70,143.01,
37.621,-50,129.47,-118,68,135.93,
37.641,-50,134.98,-111,61,122.78,
37.661,-50,137.66,-107,57,112.13,
37.681,-50,143.66,-100,50,97.843,
37.701,-50,146.12,-95,45,85.483,
37.721,-50,150.8,-91,41,75.766,
37.741,-50,153.72,-86,36,65.593,
37.761,-50,157.78,-82,32,56.857,
37.781,-50,159.65,-76,26,45.44,
37.801,-50,163.61,-74,24,39.427,
37.821,-50,165.12,-66,16,25.857,
37.841,-50,167.82,-64,14,18.88,
37.861,-50,169.01,-59,9,9.8301,
37.881,-50,171.42,-53,3,-1.8126,
37.901,-50,172.29,-49,-1,-11.251,
37.921,-50,173.07,-46,-4,-18.081,
37.941,-50,174.54,-41,-9,-27.142,
37.961,-50,175.02,-41,-9,-29.05,
37.981,-50,175.42,-37,-13,-34.611,
38.001,-50,175.93,-35,-15,-38.659,
38.021,-50,176.07,-33,-17,-42.179,
38.041,-50,176.07,-30,-20,-47.243,
38.061,-50,175.82,-29,-21,-49.782,
38.081,-50,175.57,-25,-25,-56.238,
38.101,-50,175.13,-23,-27,-61.132,
38.121,-50,174.27,-23,-27,-62.079,
38.141,-50,173.76,-21,-29,-64.72,
