time,reference,position,measured_distance,error,velocity_control
12.74,-50,136.08,-91,41,85.13,
12.76,-50,138.84,-91,41,83.896,
12.78,-50,140.2,-91,41,83.644,
12.8,-50,143.35,-89,39,80.518,
12.82,-50,144.7,-90,40,81.094,
12.84,-50,147.36,-88,38,78.342,
12.86,-50,148.68,-87,37,75.802,
12.88,-50,151.72,-86,36,73.413,
12.9,-50,152.99,-89,39,77.661,
12.92,-50,155.5,-86,36,74.815,
12.94,-50,157.14,-87,37,75.408,
12.96,-50,159.55,-84,34,70.943,
12.98,-50,160.73,-85,35,70.908,
13,-50,163.45,-84,34,69.539,
13.02,-50,164.6,-84,34,69.211,
13.04,-50,166.87,-83,33,67.676,
13.06,-50,168,-83,33,67.253,
13.08,-50,170.59,-84,34,68.932,
13.1,-50,171.69,-82,32,66.531,
13.12,-50,173.84,-80,30,62.381,
13.14,-50,175.25,-81,31,62.502,
13.16,-50,177.33,-81,31,62.839,
13.18,-50,178.35,-80,30,61.567,
13.2,-50,180.72,-81,31,62.854,
13.22,-50,181.72,-80,30,61.921,
13.24,-50,183.7,-79,29,60.007,
13.26,-50,184.67,-77,27,56.08,
13.28,-50,186.89,-75,25,51.392,
13.3,-50,187.83,-74,24,48.151,
13.32,-50,189.7,-73,23,45.616,
13.34,-50,190.92,-74,24,46.676,
13.36,-50,192.73,-75,25,49.192,
13.38,-50,193.6,-75,25,50.529,
13.4,-50,195.56,-73,23,47.961,
13.42,-50,196.35,-70,20,42.1,
13.44,-50,197.88,-73,23,44.796,
13.46,-50,198.61,-72,22,44.603,
13.48,-50,200.3,-72,22,0,
13.5,-50,201.02,-72,22,0,
13.52,-50,202.45,-71,21,0,
13.54,-50,203.37,-72,22,0,
13.56,-50,204.67,-73,23,0,
13.58,-50,205.24,-72,22,0,
13.6,-50,206.3,-75,25,0,
13.62,-50,206.61,-74,24,0,
13.64,-50,206.99,-78,28,0,
13.66,-50,207.09,-77,27,0,
13.68,-50,207.17,-78,28,0,
13.7,-50,207.17,-80,30,0,
13.72,-50,207.17,-80,30,0,
13.74,-50,207.17,-82,32,0,
13.76,-50,207.17,-82,32,0,
13.78,-50,207.17,-85,35,0,
13.8,-50,207.17,-86,36,0,
13.82,-50,207.17,-86,36,0,
13.84,-50,207.17,-90,40,0,
13.86,-50,207.17,-90,40,0,
13.88,-50,207.17,-92,42,0,
13.9,-50,207.17,-96,46,0,
13.92,-50,207.17,-96,46,0,
13.94,-50,207.17,-99,49,0,
13.96,-50,207.17,-98,48,0,
13.98,-50,207.17,-100,50,0,
14,-50,207.17,-103,53,0,
14.02,-50,207.17,-103,53,0,
14.04,-50,207.17,-108,58,0,
14.06,-50,207.17,-106,56,0,
14.08,-50,207.17,-109,59,0,
14.1,-50,207.17,-110,60,0,
14.12,-50,207.17,-112,62,0,
14.14,-50,207.17,-116,66,0,
14.16,-50,207.17,-116,66,0,
14.18,-50,207.17,-117,67,0,
14.2,-50,207.17,-117,67,0,
14.22,-50,207.17,-117,67,0,
14.24,-50,207.17,-121,71,0,
14.26,-50,207.17,-121,71,0,
14.28,-50,207.17,-122,72,0,
14.3,-50,207.17,-124,74,0,
14.32,-50,207.17,-126,76,0,
14.34,-50,207.17,-127,77,0,
14.36,-50,207.17,-128,78,0,
14.38,-50,207.17,-130,80,0,
14.4,-50,207.17,-133,83,0,
14.42,-50,207.17,-137,87,0,
14.44,-50,207.17,-138,88,0,
14.46,-50,207.17,-140,90,0,
14.48,-50,207.17,-142,92,0,
14.5,-50,207.17,-150,100,0,
14.52,-50,207.17,-150,100,0,
14.54,-50,207.17,-153,103,0,
14.56,-50,207.17,-156,106,0,
14.58,-50,207.17,-161,111,0,
14.6,-50,207.17,-166,116,0,
14.62,-50,207.17,-170,120,0,
14.64,-50,207.17,-172,122,0,
14.66,-50,207.17,-175,125,0,
14.68,-50,207.17,-181,131,0,
14.7,-50,207.17,-185,135,0,
14.72,-50,207.17,-185,135,0,
14.74,-50,207.17,-255,205,0,
14.76,-50,207.17,-255,205,0,
14.78,-50,207.17,-255,205,0,
14.8,-50,207.17,-255,205,0,
14.82,-50,207.17,-255,205,0,
14.84,-50,207.17,-255,205,0,
14.86,-50,207.17,-255,205,0,
14.88,-50,207.17,-255,205,0,
14.9,-50,207.17,-255,205,0,
14.92,-50,207.17,-255,205,0,
14.94,-50,207.17,-255,205,0,
14.96,-50,207.17,-255,205,0,
14.98,-50,207.17,-255,205,0,
15,-50,207.17,-255,205,0,
15.02,-50,207.17,-255,205,0,
15.04,-50,207.17,-255,205,0,
15.06,-50,207.17,-255,205,0,
15.08,-50,207.17,-255,205,0,
15.1,-50,207.17,-185,135,0,
15.12,-185,207.17,-185,0,0,
15.14,-178.6,207.17,-184,5.4001,-13.532,
15.16,-174.2,207.17,-185,10.8,-30.162,
15.18,-165.8,207.17,-182,16.2,-18.915,
15.2,-154.4,207.17,-176,21.6,0,
15.22,-153,207.12,-180,27.001,0,
15.24,-141.6,207.07,-174,32.401,0,
15.26,-135.2,206.87,-173,37.801,0,
15.28,-122.8,206.66,-166,43.201,0,
15.3,-116.4,206.31,-165,48.601,0,
15.32,-109,206.14,-163,54.001,0,
15.34,-102.6,205.86,-162,59.401,0,
15.36,-92.199,205.79,-157,64.801,0,
15.38,-84.798,205.72,-155,70.202,0,
15.4,-76.398,205.72,-152,75.602,0,
15.42,-68.998,205.71,-150,81.002,0,
15.44,-60.598,205.71,-147,86.402,0,
15.46,-53.198,205.71,-145,91.802,0,
15.48,-50,205.71,-138,88,0,
15.5,-50,205.71,-134,84,0,
15.52,-50,205.71,-132,82,0,
15.54,-50,205.71,-131,81,0,
15.56,-50,205.71,-126,76,0,
15.58,-50,205.71,-128,78,0,
15.6,-50,205.71,-123,73,0,
15.62,-50,205.71,-120,70,0,
15.64,-50,205.71,-116,66,0,
15.66,-50,205.71,-116,66,0,
15.68,-50,205.71,-113,63,0,
15.7,-50,205.71,-110,60,0,
15.72,-50,205.71,-109,59,0,
15.74,-50,205.71,-101,51,0,
15.76,-50,205.71,-100,50,0,
15.78,-50,205.71,-99,49,0,
15.8,-50,205.71,-94,44,0,
15.82,-50,205.71,-92,42,0,
15.84,-50,205.71,-90,40,0,
15.86,-50,205.71,-88,38,0,
15.88,-50,205.71,-89,39,0,
15.9,-50,205.71,-87,37,0,
15.92,-50,205.71,-82,32,0,
15.94,-50,205.71,-81,31,0,
15.96,-50,205.71,-78,28,0,
15.98,-50,205.71,-78,28,0,
16,-50,205.71,-74,24,0,
16.02,-50,205.71,-73,23,0,
16.04,-50,205.71,-71,21,0,
16.06,-50,205.71,-72,22,0,
16.08,-50,205.71,-71,21,0,
16.1,-50,205.71,-68,18,0,
16.12,-50,205.71,-69,19,0,
16.14,-50,205.71,-66,16,0,
16.16,-50,205.71,-65,15,0,
16.18,-50,205.71,-64,14,0,
16.2,-50,205.71,-63,13,0,
16.22,-50,205.71,-63,13,0,
16.24,-50,205.71,-58,8,0,
16.26,-50,205.71,-59,9,0,
16.28,-50,205.71,-57,7,0,
16.3,-50,205.71,-57,7,0,
16.32,-50,205.71,-52,2,0,
16.34,-50,205.71,-54,4,0,
16.36,-50,205.71,-54,4,0,
16.38,-50,205.71,-51,1,0,
16.4,-50,205.71,-53,3,0,
16.42,-50,205.71,-51,1,0,
16.44,-50,205.71,-50,0,-1.3201,
16.46,-50,205.71,-48,-2,-5.1507,
16.48,-50,205.71,-47,-3,-8.0032,
16.5,-50,205.71,-49,-1,-5.479,
16.52,-50,205.71,-45,-5,-10.559,
16.54,-50,205.69,-46,-4,-10.726,
16.56,-50,205.66,-44,-6,-13.665,
16.58,-50,205.62,-46,-4,-11.262,
16.6,-50,205.51,-48,-2,-6.6564,
16.62,-50,205.43,-43,-7,-12.765,
16.64,-50,205.29,-43,-7,-15.246,
16.66,-50,205.04,-42,-8,-17.657,
16.68,-50,204.9,-46,-4,-11.823,
16.7,-50,204.75,-42,-8,-15.693,
16.72,-50,204.37,-42,-8,-17.232,
16.74,-50,204.2,-40,-10,-20.952,
16.76,-50,204.02,-41,-9,-20.627,
16.78,-50,203.57,-41,-9,-20.198,
16.8,-50,203.36,-41,-9,-19.8,
16.82,-50,203.14,-38,-12,-24.378,
16.84,-50,202.68,-40,-10,-22.844,
16.86,-50,202.34,-38,-12,-25.224,
16.88,-50,202.07,-38,-12,-26.03,
16.9,-50,201.51,-37,-13,-27.773,
16.92,-50,201.21,-38,-12,-26.641,
16.94,-50,200.79,-36,-14,-29.222,
16.96,-50,200.13,-37,-13,-28.492,
16.98,-50,199.78,-38,-12,-26.353,
17,-50,199.43,-40,-10,-22.085,
17.02,-50,198.56,-39,-11,-21.969,
17.04,-50,198.17,-40,-10,-20.432,
17.06,-50,197.77,-42,-8,-16.663,
17.08,-50,196.83,-40,-10,-18.564,
17.1,-50,196.43,-41,-9,-17.965,
17.12,-50,196.04,-41,-9,-17.864,
17.14,-50,195.3,-43,-7,-14.691,
17.16,-50,194.84,-44,-6,-11.889,
17.18,-50,194.52,-43,-7,-12.604,
17.2,-50,193.92,-45,-5,-9.9025,
17.22,-50,193.63,-44,-6,-10.639,
17.24,-50,193.27,-46,-4,-7.9279,
17.26,-50,192.76,-43,-7,-11.912,
17.28,-50,192.52,-43,-7,-13.765,
17.3,-50,192.3,-45,-5,-11.287,
17.32,-50,191.82,-47,-3,-6.9827,
17.34,-50,191.63,-46,-4,-6.9455,
17.36,-50,191.29,-47,-3,-5.5157,
17.38,-50,191.08,-46,-4,-6.7481,
17.4,-50,190.76,-48,-2,-4.1735,
17.42,-50,190.61,-49,-1,-1.6097,
17.44,-50,190.27,-47,-3,-4.028,
17.46,-50,190.14,-47,-3,-5.2503,
17.48,-50,189.9,-48,-2,-4.2131,
17.5,-50,189.8,-48,-2,-3.8298,
17.52,-50,189.61,-49,-1,-2.1097,
17.54,-50,189.53,-48,-2,-3.1184,
17.56,-50,189.41,-49,-1,-2.0134,
17.58,-50,189.33,-49,-1,-1.6255,
17.6,-50,189.21,-48,-2,-3.1912,
17.62,-50,189.16,-47,-3,-5.5418,
17.64,-50,189.03,-49,-1,-3.2308,
17.66,-50,188.98,-46,-4,-7.1141,
17.68,-50,188.94,-46,-4,-8.7022,
17.7,-50,188.85,-46,-4,-9.2098,
17.72,-50,188.79,-43,-7,-14.147,
17.74,-50,188.74,-43,-7,-15.986,
17.76,-50,188.63,-38,-12,-24.582,
17.78,-50,188.55,-37,-13,-29.361,
17.8,-50,188.44,-35,-15,-33.968,
17.82,-50,188.21,-35,-15,-35.172,
17.84,-50,188.07,-32,-18,-39.86,
17.86,-50,187.9,-32,-18,-41.147,
17.88,-50,187.37,-33,-17,-39.371,
17.9,-50,187.07,-31,-19,-41.344,
17.92,-50,186.73,-33,-17,-38.482,
17.94,-50,185.76,-33,-17,-36.939,
17.96,-50,185.28,-31,-19,-39.386,
17.98,-50,184.76,-35,-15,-33.741,
18,-50,183.65,-32,-18,-36.191,
18.02,-50,182.88,-36,-14,-30.726,
18.04,-50,182.29,-34,-16,-31.759,
18.06,-50,181.12,-33,-17,-33.995,
18.08,-50,180.54,-35,-15,-31.74,
18.1,-50,179.79,-35,-15,-30.83,
18.12,-50,178.69,-35,-15,-30.551,
18.14,-50,178.17,-34,-16,-32.177,
18.16,-50,177.65,-34,-16,-32.927,
18.18,-50,176.48,-34,-16,-33.242,
18.2,-50,175.99,-33,-17,-34.983,
18.22,-50,175.5,-32,-18,-37.291,
18.24,-50,174.38,-34,-16,-34.866,
18.26,-50,173.91,-32,-18,-36.994,
18.28,-50,172.94,-31,-19,-39.452,
18.3,-50,172.45,-31,-19,-40.334,
18.32,-50,171.79,-30,-20,-42.141,
18.34,-50,170.76,-27,-23,-47.59,
18.36,-50,170.23,-28,-22,-47.942,
18.38,-50,169.69,-28,-22,-47.703,
18.4,-50,168.39,-24,-26,-53.824,
18.42,-50,167.82,-22,-28,-59.316,
18.44,-50,167.23,-23,-27,-59.467,
18.46,-50,165.78,-22,-28,-60.606,
18.48,-50,165.13,-21,-29,-62.251,
18.5,-50,164.45,-22,-28,-60.879,
18.52,-50,163.02,-19,-31,-64.843,
18.54,-50,162.01,-20,-30,-64.556,
18.56,-50,161.21,-20,-30,-64.086,
18.58,-50,159.54,-19,-31,-65.258,
18.6,-50,158.67,-18,-32,-67.167,
18.62,-50,157.48,-19,-31,-66.1,
18.64,-50,155.65,-18,-32,-67.067,
18.66,-50,154.72,-19,-31,-65.678,
18.68,-50,153.77,-18,-32,-66.597,
18.7,-50,151.54,-18,-32,-66.898,
18.72,-50,150.56,-19,-31,-65.296,
18.74,-50,149.59,-18,-32,-66.199,
18.76,-50,147.29,-19,-31,-64.926,
18.78,-50,146.29,-20,-30,-62.74,
18.8,-50,145.3,-21,-29,-60.243,
18.82,-50,143.31,-21,-29,-59.335,
18.84,-50,141.99,-24,-26,-54.245,
18.86,-50,140.99,-23,-27,-54,
18.88,-50,139.03,-25,-25,-50.971,
18.9,-50,138.06,-26,-24,-48.394,
18.92,-50,136.78,-26,-24,-47.693,
18.94,-50,134.92,-28,-22,-44.512,
18.96,-50,134.02,-29,-21,-41.917,
18.98,-50,133.15,-30,-20,-39.617,
19,-50,131.19,-32,-18,-35.824,
19.02,-50,130.39,-35,-15,-29.804,
19.04,-50,129.61,-35,-15,-27.849,
19.06,-50,127.9,-35,-15,-27.671,
19.08,-50,127.21,-40,-10,-19.993,
19.1,-50,126.54,-41,-9,-15.718,
19.12,-50,125.3,-49,-1,-1.5851,
19.14,-50,124.54,-59,9,19.758,
19.16,-50,123.52,-66,16,38.703,
19.18,-50,123.06,-75,25,59.344,
19.2,-50,122.19,-89,39,88.449,
19.22,-50,121.92,-102,52,118.96,
19.24,-50,121.65,-112,62,144.51,
19.26,-50,121.69,-124,74,170.78,
19.28,-50,122.35,-127,77,182.38,
19.3,-50,122.93,-128,78,184.58,
19.32,-50,124.72,-128,78,181.74,
19.34,-50,126.42,-124,74,171.01,
19.36,-50,129.76,-125,75,165.99,
19.38,-50,131.75,-121,71,156,
19.4,-50,137.1,-115,65,141.22,
19.42,-50,139.61,-115,65,134.89,
19.44,-50,144.8,-112,62,127.71,
19.46,-50,147.42,-102,52,108.95,
19.48,-50,153.39,-100,50,98.761,
19.5,-50,155.85,-93,43,84.462,
19.52,-50,160.54,-89,39,73.546,
19.54,-50,163.46,-83,33,60.999,
19.56,-50,167.52,-78,28,49.514,
19.58,-50,169.39,-68,18,30.421,
19.6,-50,173.32,-64,14,18.124,
19.62,-50,174.81,-51,1,-5.7882,
19.64,-50,176.19,-44,-6,-24.572,
19.66,-50,178.59,-37,-13,-40.829,
19.68,-50,179.92,-30,-20,-55.9,
19.7,-50,180.77,-24,-26,-68.823,
19.72,-50,182.04,-18,-32,-80.898,
19.74,-50,182.45,-11,-39,-94.361,
19.76,-50,182.73,-7,-43,-103.59,
19.78,-50,182.56,-5,-45,-107.89,
19.8,-50,182.22,-2,-48,-112.02,
19.82,-50,181.7,-3,-47,-109.89,
19.84,-50,179.86,-3,-47,-107.14,
19.86,-50,178.84,-3,-47,-104.62,
19.88,-50,177.68,-3,-47,-102.58,
19.9,-50,174.56,-2,-48,-102.67,
19.92,-50,173.09,-3,-47,-100.59,
19.94,-50,171.56,-4,-46,-97.714,
19.96,-50,168.4,-5,-45,-94.688,
19.98,-50,166.26,-9,-41,-86.858,
20,-50,164.67,-10,-40,-82.123,
20.02,-50,161.52,-14,-36,-74.028,
20.04,-50,159.97,-17,-33,-66.324,
20.06,-50,157.94,-18,-32,-62.264,
20.08,-50,154.99,-18,-32,-61.466,
20.1,-50,153.56,-21,-29,-57.07,
20.12,-50,152.18,-25,-25,-49.453,
20.14,-50,149.16,-26,-24,-45.467,
20.16,-50,147.96,-27,-23,-43.093,
20.18,-50,146.82,-30,-20,-38.081,
20.2,-50,144.4,-30,-20,-36.825,
20.22,-50,143.45,-32,-18,-33.856,
20.24,-50,142.55,-33,-17,-31.714,
20.26,-50,140.9,-31,-19,-34.78,
20.28,-50,139.9,-33,-17,-33.362,
20.3,-50,139.19,-33,-17,-33.159,
20.32,-50,137.9,-36,-14,-28.525,
20.34,-50,137.31,-37,-13,-25.309,
20.36,-50,136.55,-36,-14,-26.052,
20.38,-50,135.49,-38,-12,-23.533,
20.4,-50,134.97,-37,-13,-24.479,
20.42,-50,134.47,-37,-13,-25.22,
20.44,-50,133.35,-37,-13,-25.769,
20.46,-50,132.89,-38,-12,-24.527,
20.48,-50,132.45,-40,-10,-20.873,
20.5,-50,131.48,-41,-9,-17.906,
20.52,-50,131.08,-42,-8,-15.328,
20.54,-50,130.69,-43,-7,-12.97,
20.56,-50,129.94,-41,-9,-15.638,
20.58,-50,129.46,-42,-8,-15.451,
20.6,-50,129.1,-44,-6,-12.302,
20.62,-50,128.44,-43,-7,-12.825,
20.64,-50,128.14,-43,-7,-13.286,
20.66,-50,127.76,-42,-8,-15.284,
20.68,-50,127.25,-44,-6,-12.948,
20.7,-50,127.02,-44,-6,-12.028,
20.72,-50,126.8,-44,-6,-11.764,
20.74,-50,126.3,-44,-6,-11.78,
20.76,-50,126.09,-42,-8,-15.16,
20.78,-50,125.89,-43,-7,-14.974,
20.8,-50,125.42,-44,-6,-13.202,
20.82,-50,125.22,-43,-7,-14.078,
20.84,-50,125.02,-44,-6,-12.832,
20.86,-50,124.62,-42,-8,-15.589,
20.88,-50,124.36,-42,-8,-16.744,
20.9,-50,124.16,-43,-7,-15.504,
20.92,-50,123.76,-44,-6,-13.268,
20.94,-50,123.55,-45,-5,-10.699,
20.96,-50,123.27,-43,-7,-12.99,
20.98,-50,122.85,-43,-7,-14.06,
21,-50,122.63,-42,-8,-16.154,
21.02,-50,122.41,-44,-6,-13.713,
21.04,-50,121.91,-42,-8,-15.899,
21.06,-50,121.7,-42,-8,-16.799,
21.08,-50,121.49,-42,-8,-17.092,
21.1,-50,121.01,-43,-7,-15.486,
21.12,-50,120.81,-42,-8,-16.388,
21.14,-50,120.6,-45,-5,-11.847,
21.16,-50,120.17,-44,-6,-11.61,
21.18,-50,119.87,-45,-5,-10.026,
21.2,-50,119.64,-46,-4,-7.879,
21.22,-50,119.18,-44,-6,-10.44,
21.24,-50,118.95,-44,-6,-11.684,
21.26,-50,118.65,-44,-6,-12.255,
21.28,-50,118.23,-45,-5,-10.859,
21.3,-50,118.04,-48,-2,-5.3789,
21.32,-50,117.86,-46,-4,-6.4765,
21.34,-50,117.47,-47,-3,-5.5302,
21.36,-50,117.32,-46,-4,-6.9343,
21.38,-50,117.16,-46,-4,-7.6586,
21.4,-50,116.81,-48,-2,-4.7555,
21.42,-50,116.66,-49,-1,-1.9802,
21.44,-50,116.53,-45,-5,-7.5299,
21.46,-50,116.27,-46,-4,-8.35,
21.48,-50,116.13,-48,-2,-5.3707,
21.5,-50,116.02,-49,-1,-2.4696,
21.52,-50,115.82,-48,-2,-2.9955,
21.54,-50,115.73,-48,-2,-3.3697,
21.56,-50,115.51,-48,-2,-3.6294,
21.58,-50,115.42,-49,-1,-2.1729,
21.6,-50,115.25,-49,-1,-1.633,
21.62,-50,115.15,-47,-3,-4.7762,
21.64,-50,115.01,-50,0,-1.2396,
21.66,-50,114.96,-47,-3,-4.6683,
21.68,-50,114.84,-52,2,2.0151,
21.7,-50,114.8,-49,-1,-0.13734,
21.72,-50,114.71,-50,0,0.41108,
21.74,-50,114.66,-49,-1,-1.0907,
21.76,-50,114.56,-50,0,-0.15545,
21.78,-50,114.51,-50,0,0.20609,
21.8,-50,114.44,-50,0,0.30328,
21.82,-50,114.4,-52,2,3.5565,
21.84,-50,114.37,-50,0,1.556,
21.86,-50,114.36,-47,-3,-4.3133,
21.88,-50,114.35,-48,-2,-5.099,
21.9,-50,114.35,-47,-3,-6.8635,
21.92,-50,114.35,-48,-2,-5.7634,
21.94,-50,114.36,-51,1,-0.20915,
21.96,-50,114.37,-49,-1,-1.1109,
21.98,-50,114.35,-50,0,0.043557,
22,-50,114.32,-52,2,3.719,
22.02,-50,114.23,-52,2,5.1112,
22.04,-50,114.16,-48,-2,-1.0748,
22.06,-50,114.06,-49,-1,-2.1605,
22.08,-50,114.02,-51,1,0.729,
22.1,-50,113.98,-48,-2,-2.9155,
22.12,-50,113.99,-127,77,124.61,
22.14,-50,114.16,-253,203,124.61,
22.16,-50,114.32,-253,203,124.61,
22.18,-50,114.6,-255,205,124.61,
22.2,-50,115.88,-253,203,124.61,
22.22,-50,119.82,-254,204,124.61,
22.24,-50,120.58,-253,203,124.61,
22.26,-50,122.03,-255,205,124.61,
22.28,-50,122.08,-253,203,124.61,
22.3,-50,122.09,-254,204,124.61,
22.32,-50,122.09,-253,203,124.61,
22.34,-50,122.09,-255,205,124.61,
22.36,-50,122.09,-254,204,124.61,
22.38,-50,122.09,-253,203,124.61,
22.4,-50,122.09,-253,203,124.61,
22.42,-50,122.09,-253,203,124.61,
22.44,-50,122.09,-253,203,124.61,
22.46,-50,122.09,-254,204,124.61,
22.48,-50,122.09,-254,204,124.61,
22.5,-50,122.09,-253,203,124.61,
22.52,-50,122.09,-253,203,124.61,
22.54,-50,122.09,-253,203,124.61,
22.56,-50,122.09,-255,205,124.61,
22.58,-50,122.09,-254,204,124.61,
22.6,-50,122.09,-254,204,124.61,
22.62,-50,122.09,-255,205,124.61,
22.64,-50,122.09,-254,204,124.61,
22.66,-50,122.09,-253,203,124.61,
22.68,-50,122.09,-254,204,124.61,
22.7,-50,122.09,-254,204,124.61,
22.72,-50,122.09,-253,203,124.61,
22.74,-50,122.09,-253,203,124.61,
22.76,-50,122.09,-254,204,124.61,
22.78,-50,122.09,-254,204,124.61,
22.8,-50,122.09,-254,204,124.61,
22.82,-50,122.09,-254,204,124.61,
22.84,-50,122.09,-165,115,124.61,
22.86,-165,122.09,-165,0,50.383,
22.88,-149.4,122.09,-154,4.6001,23.113,
22.9,-148.8,122.1,-158,9.2002,18.639,
22.92,-149.2,122.14,-163,13.8,24.615,
22.94,-152.6,122.21,-171,18.4,34.924,
22.96,-151,122.49,-174,23.001,46.672,
22.98,-155.4,122.72,-183,27.601,58.585,
23,-146.8,123.46,-179,32.201,70.179,
23.02,-148.2,123.84,-185,36.801,81.331,
23.04,-143.6,124.69,-185,41.401,92.067,
23.06,-143.6,125.88,-185,135,92.067,
23.08,-185,126.08,-185,0,27.325,
23.1,-180.6,127.17,-186,5.4001,8.4666,
23.12,-164.2,127.94,-175,10.8,10.937,
23.14,-158.8,129.97,-175,16.2,22.483,
23.16,-149.4,130.88,-171,21.6,37.243,
23.18,-138,132.56,-165,27.001,52.591,
23.2,-127.6,133.47,-160,32.401,67.488,
23.22,-122.2,134.5,-160,37.801,81.633,
23.24,-118.8,134.9,-162,43.201,95.037,
23.26,-115.4,135.76,-164,48.601,107.82,
23.28,-112,136.19,-166,54.001,120.13,
23.3,-107.6,137.32,-167,59.401,132.1,
23.32,-96.199,138.06,-161,64.801,143.81,
23.34,-91.798,140.27,-162,70.202,155.36,
23.36,-84.398,141.44,-160,75.602,166.79,
23.38,-73.998,144.16,-155,81.002,178.15,
23.4,-69.598,146.24,-156,86.402,189.45,
23.42,-60.198,149.77,-152,91.802,200.72,
23.44,-50,151.7,-146,96,210,
23.46,-50,156.65,-142,92,205.09,
23.48,-50,158.95,-141,91,199.42,
23.5,-50,163.88,-136,86,187.53,
23.52,-50,166.5,-134,84,178.53,
23.54,-50,172.98,-127,77,163.19,
23.56,-50,175.88,-122,72,148.96,
23.58,-50,181.81,-117,67,135.74,
23.6,-50,185.78,-114,64,126.62,
23.62,-50,191.61,-112,62,121.06,
23.64,-50,194.42,-102,52,103.94,
23.66,-50,200.62,-100,50,0,
23.68,-50,203.09,-96,46,0,
23.7,-50,207.7,-91,41,0,
23.72,-50,209.82,-88,38,0,
23.74,-50,214.2,-85,35,0,
23.76,-50,215.78,-82,32,0,
23.78,-50,218.26,-80,30,0,
23.8,-50,219.38,-78,28,0,
23.82,-50,220.33,-77,27,0,
23.84,-50,220.56,-79,29,0,
23.86,-50,220.74,-78,28,0,
23.88,-50,220.75,-77,27,0,
23.9,-50,220.75,-74,24,0,
23.92,-50,220.75,-76,26,0,
23.94,-50,220.75,-76,26,0,
23.96,-50,220.75,-76,26,0,
23.98,-50,220.75,-75,25,0,
24,-50,220.75,-76,26,0,
24.02,-50,220.75,-74,24,0,
24.04,-50,220.75,-75,25,0,
24.06,-50,220.75,-74,24,0,
24.08,-50,220.75,-78,28,0,
24.1,-50,220.75,-78,28,0,
24.12,-50,220.75,-76,26,0,
24.14,-50,220.75,-75,25,0,
24.16,-50,220.75,-76,26,0,
24.18,-50,220.75,-75,25,0,
24.2,-50,220.75,-74,24,0,
24.22,-50,220.75,-76,26,0,
24.24,-50,220.75,-76,26,0,
24.26,-50,220.75,-76,26,0,
24.28,-50,220.75,-76,26,0,
24.3,-50,220.75,-75,25,0,
24.32,-50,220.75,-76,26,0,
24.34,-50,220.75,-75,25,0,
24.36,-50,220.75,-76,26,0,
24.38,-50,220.75,-76,26,0,
24.4,-50,220.75,-75,25,0,
24.42,-50,220.75,-76,26,0,
24.44,-50,220.75,-76,26,0,
24.46,-50,220.75,-77,27,0,
24.48,-50,220.75,-78,28,0,
24.5,-50,220.75,-77,27,0,
24.52,-50,220.75,-76,26,0,
24.54,-50,220.75,-76,26,0,
24.56,-50,220.75,-75,25,0,
24.58,-50,220.75,-75,25,0,
24.6,-50,220.75,-73,23,0,
24.62,-50,220.75,-71,21,0,
24.64,-50,220.75,-69,19,0,
24.66,-50,220.75,-67,17,0,
24.68,-50,220.75,-65,15,0,
24.7,-50,220.75,-64,14,0,
24.72,-50,220.75,-58,8,0,
24.74,-50,220.75,-58,8,0,
24.76,-50,220.75,-57,7,0,
24.78,-50,220.75,-56,6,0,
24.8,-50,220.75,-53,3,0,
24.82,-50,220.75,-52,2,0,
24.84,-50,220.75,-49,-1,-4.9203,
24.86,-50,220.75,-49,-1,-6.3906,
24.88,-50,220.75,-49,-1,-6.2295,
24.9,-50,220.75,-47,-3,-8.7736,
24.92,-50,220.74,-43,-7,-15.816,
24.94,-50,220.71,-43,-7,-18.145,
24.96,-50,220.69,-43,-7,-18.404,
24.98,-50,220.6,-41,-9,-21.145,
25,-50,220.53,-40,-10,-23.37,
25.02,-50,220.4,-39,-11,-25.386,
25.04,-50,220.14,-38,-12,-27.336,
25.06,-50,219.97,-36,-14,-30.916,
25.08,-50,219.78,-37,-13,-30.274,
25.1,-50,219.21,-36,-14,-31.149,
25.12,-50,218.93,-36,-14,-31.129,
25.14,-50,218.62,-36,-14,-30.791,
25.16,-50,217.8,-36,-14,-30.391,
25.18,-50,217.42,-36,-14,-30.034,
25.2,-50,217.02,-36,-14,-29.749,
25.22,-50,216.16,-38,-12,-26.268,
25.24,-50,215.57,-34,-16,-31.331,
25.26,-50,215.12,-36,-14,-30.187,
25.28,-50,214.2,-37,-13,-27.961,
25.3,-50,213.75,-39,-11,-23.736,
25.32,-50,213.14,-36,-14,-26.97,
25.34,-50,212.25,-37,-13,-26.835,
25.36,-50,211.8,-38,-12,-25.176,
25.38,-50,211.37,-40,-10,-21.269,
25.4,-50,210.36,-38,-12,-23.047,
25.42,-50,209.93,-38,-12,-23.984,
25.44,-50,209.52,-38,-12,-24.469,
25.46,-50,208.58,-39,-11,-23.08,
25.48,-50,208.19,-38,-12,-24.173,
25.5,-50,207.81,-40,-10,-21.417,
25.52,-50,207.08,-36,-14,-26.853,
25.54,-50,206.61,-37,-13,-27.528,
25.56,-50,206.25,-36,-14,-29.318,
25.58,-50,205.55,-37,-13,-28.286,
25.6,-50,205.19,-36,-14,-29.34,
25.62,-50,204.72,-36,-14,-29.673,
25.64,-50,203.99,-35,-15,-31.328,
25.66,-50,203.62,-35,-15,-31.893,
