time,reference,position,measured_distance,error,velocity_control
14.6,-50,185.9,-121,0,0,
14.62,-50,187.76,-119,0,0,
14.64,-50,192.23,-124,0,0,
14.66,-50,194.2,-123,0,0,
14.68,-50,198.27,-122,0,0,
14.7,-50,200.36,-125,0,0,
14.72,-50,205.37,-123,0,0,
14.74,-50,207.57,-122,0,0,
14.76,-50,211.93,-121,0,0,
14.78,-50,214.67,-119,0,0,
14.8,-50,218.2,-117,0,0,
14.82,-50,219.58,-117,0,0,
14.84,-50,221.66,-114,0,0,
14.86,-50,222.13,-116,0,0,
14.88,-50,222.55,-116,0,0,
14.9,-50,222.6,-117,0,0,
14.92,-50,222.62,-119,0,0,
14.94,-50,222.62,-118,0,0,
14.96,-50,222.62,-118,0,0,
14.98,-50,222.62,-119,0,0,
15,-50,222.62,-116,0,0,
15.02,-50,222.62,-119,0,0,
15.04,-50,222.62,-120,0,0,
15.06,-50,222.62,-118,0,0,
15.08,-50,222.62,-119,0,0,
15.1,-50,222.62,-115,0,0,
15.12,-50,222.62,-116,0,0,
15.14,-50,222.62,-118,0,0,
15.16,-50,222.62,-117,0,0,
15.18,-50,222.62,-119,0,0,
15.2,-50,222.62,-117,0,0,
15.22,-50,222.62,-117,0,0,
15.24,-50,222.62,-120,0,0,
15.26,-50,222.62,-116,0,0,
15.28,-50,222.62,-117,0,0,
15.3,-50,222.62,-119,0,0,
15.32,-50,222.62,-117,0,0,
15.34,-50,222.62,-116,0,0,
15.36,-50,222.62,-118,0,0,
15.38,-50,222.62,-119,0,0,
15.4,-50,222.62,-118,0,0,
15.42,-50,222.62,-118,0,0,
15.44,-50,222.62,-115,0,0,
15.46,-50,222.62,-118,0,0,
15.48,-50,222.62,-117,0,0,
15.5,-50,222.62,-115,0,0,
15.52,-50,222.62,-117,0,0,
15.54,-50,222.62,-118,0,0,
15.56,-50,222.62,-116,0,0,
15.58,-50,222.62,-114,0,0,
15.6,-50,222.62,-114,0,0,
15.62,-50,222.62,-112,0,0,
15.64,-50,222.62,-113,0,0,
15.66,-50,222.62,-113,0,0,
15.68,-50,222.62,-113,0,0,
15.7,-50,222.62,-112,0,0,
15.72,-50,222.62,-108,0,0,
15.74,-50,222.62,-107,0,0,
15.76,-50,222.62,-109,0,0,
15.78,-50,222.62,-109,0,0,
15.8,-50,222.62,-110,0,0,
15.82,-50,222.62,-111,0,0,
15.84,-50,222.62,-114,0,0,
15.86,-50,222.62,-115,0,0,
15.88,-50,222.62,-119,0,0,
15.9,-50,222.62,-122,0,0,
15.92,-50,222.62,-126,0,0,
15.94,-50,222.62,-130,0,0,
15.96,-50,222.62,-136,0,0,
15.98,-50,222.62,-140,0,0,
16,-50,222.62,-146,0,0,
16.02,-50,222.62,-152,0,0,
16.04,-50,222.62,-156,0,0,
16.06,-50,222.62,-163,0,0,
16.08,-50,222.62,-166,0,0,
16.1,-50,222.62,-172,0,0,
16.12,-50,222.62,-176,0,0,
16.14,-50,222.62,-183,0,0,
16.16,-50,222.62,-182,0,0,
16.18,-50,222.62,-186,0,0,
16.2,-50,222.62,-255,0,0,
16.22,-50,222.62,-255,0,0,
16.24,-50,222.62,-255,0,0,
16.26,-50,222.62,-255,0,0,
16.28,-50,222.62,-255,0,0,
16.3,-50,222.62,-255,0,0,
16.32,-50,222.62,-255,0,0,
16.34,-50,222.62,-255,0,0,
16.36,-50,222.62,-255,0,0,
16.38,-50,222.62,-255,0,0,
16.4,-50,222.62,-255,0,0,
16.42,-50,222.62,-255,0,0,
16.44,-50,222.62,-255,0,0,
16.46,-50,222.62,-255,0,0,
16.48,-50,222.62,-255,0,0,
16.5,-50,222.62,-255,0,0,
16.52,-50,222.62,-255,0,0,
16.54,-50,222.62,-255,0,0,
16.56,-50,222.62,-255,0,0,
16.58,-50,222.62,-255,0,0,
16.6,-50,222.62,-255,0,0,
16.62,-50,222.62,-255,0,0,
16.64,-50,222.62,-255,0,0,
16.66,-50,222.62,-255,0,0,
16.68,-50,222.62,-255,0,0,
16.7,-50,222.62,-255,0,0,
16.72,-50,222.62,-255,0,0,
16.74,-50,222.62,-255,0,0,
16.76,-50,222.62,-255,0,0,
16.78,-50,222.62,-255,0,0,
16.8,-50,222.62,-255,0,0,
16.82,-50,222.62,-255,0,0,
16.84,-50,222.62,-255,0,0,
16.86,-50,222.62,-255,0,0,
16.88,-50,222.62,-255,0,0,
16.9,-50,222.62,-255,0,0,
16.92,-50,222.62,-255,0,0,
16.94,-50,222.62,-255,0,0,
16.96,-50,222.62,-255,0,0,
16.98,-50,222.62,-255,0,0,
17,-50,222.62,-255,0,0,
17.02,-50,222.62,-255,0,0,
17.04,-50,222.62,-255,0,0,
17.06,-50,222.62,-255,0,0,
17.08,-50,222.62,-255,0,0,
17.1,-50,222.62,-255,0,0,
17.12,-50,222.62,-255,0,0,
17.14,-50,222.62,-255,0,0,
17.16,-50,222.62,-255,0,0,
17.18,-50,222.62,-255,0,0,
17.2,-50,222.62,-187,0,0,
17.22,-50,222.62,-187,0,0,
17.24,-50,222.62,-181,0,0,
17.26,-50,222.62,-179,0,0,
17.28,-50,222.62,-175,0,0,
17.3,-50,222.62,-174,0,0,
17.32,-50,222.62,-171,0,0,
17.34,-50,222.62,-169,0,0,
17.36,-50,222.62,-166,0,0,
17.38,-50,222.62,-163,0,0,
17.4,-50,222.62,-164,0,0,
17.42,-50,222.62,-157,0,0,
17.44,-50,222.62,-156,0,0,
17.46,-50,222.62,-151,0,0,
17.48,-50,222.62,-147,0,0,
17.5,-50,222.62,-142,0,0,
17.52,-50,222.62,-142,0,0,
17.54,-50,222.62,-138,0,0,
17.56,-50,222.62,-134,0,0,
17.58,-50,222.62,-132,0,0,
17.6,-50,222.62,-126,0,0,
17.62,-50,222.62,-125,0,0,
17.64,-50,222.62,-122,0,0,
17.66,-50,222.62,-123,0,0,
17.68,-50,222.62,-116,0,0,
17.7,-50,222.62,-115,0,0,
17.72,-50,222.62,-111,0,0,
17.74,-50,222.62,-106,0,0,
17.76,-50,222.62,-106,0,0,
17.78,-50,222.62,-103,0,0,
17.8,-50,222.62,-99,0,0,
17.82,-50,222.62,-98,0,0,
17.84,-50,222.62,-96,0,0,
17.86,-50,222.62,-90,0,0,
17.88,-50,222.62,-91,0,0,
17.9,-50,222.62,-89,0,0,
17.92,-50,222.62,-86,0,0,
17.94,-50,222.62,-81,0,0,
17.96,-50,222.62,-81,0,0,
17.98,-50,222.62,-76,0,0,
18,-50,222.62,-76,0,0,
18.02,-50,222.62,-74,0,0,
18.04,-50,222.62,-72,0,0,
18.06,-50,222.62,-66,0,0,
18.08,-50,222.62,-66,0,0,
18.1,-50,222.62,-63,0,0,
18.12,-50,222.62,-58,0,0,
18.14,-50,222.62,-56,0,0,
18.16,-50,222.62,-55,0,0,
18.18,-50,222.62,-51,0,0,
18.2,-50,222.62,-49,0,0,
18.22,-50,222.62,-49,0,0,
18.24,-50,222.62,-46,0,0,
18.26,-50,222.61,-46,0,0,
18.28,-50,222.61,-43,0,0,
18.3,-50,222.57,-41,0,0,
18.32,-50,222.53,-40,0,0,
18.34,-50,222.45,-39,0,0,
18.36,-50,222.24,-39,0,0,
18.38,-50,222.1,-37,0,0,
18.4,-50,221.93,-37,0,0,
18.42,-50,221.41,-37,0,0,
18.44,-50,221.14,-38,0,0,
18.46,-50,220.83,-38,0,0,
18.48,-50,220.02,-39,0,0,
18.5,-50,219.63,-39,0,0,
18.52,-50,219.23,-36,0,0,
18.54,-50,218.4,-38,0,0,
18.56,-50,217.83,-38,0,0,
18.58,-50,217.41,-39,0,0,
18.6,-50,216.59,-38,0,0,
18.62,-50,216.19,-38,0,0,
18.64,-50,215.66,-36,0,0,
18.66,-50,214.88,-38,0,0,
18.68,-50,214.5,-36,0,0,
18.7,-50,214.12,-37,0,0,
18.72,-50,213.23,-36,0,0,
18.74,-50,212.85,-36,0,0,
18.76,-50,212.47,-37,0,0,
18.78,-50,211.56,-35,0,0,
18.8,-50,211.16,-36,0,0,
18.82,-50,210.76,-36,0,0,
18.84,-50,209.93,-35,0,0,
18.86,-50,209.36,-36,0,0,
18.88,-50,208.94,-36,0,0,
18.9,-50,208.07,-33,0,0,
18.92,-50,207.64,-35,0,0,
18.94,-50,207.05,-31,0,0,
18.96,-50,206.17,-31,0,0,
18.98,-50,205.72,-33,0,0,
19,-50,205.27,-32,0,0,
19.02,-50,204.18,-33,0,0,
19.04,-50,203.7,-30,0,0,
19.06,-50,203.21,-27,0,0,
19.08,-50,201.99,-26,0,0,
19.1,-50,201.45,-28,0,0,
19.12,-50,200.89,-26,0,0,
19.14,-50,199.73,-27,0,0,
19.16,-50,198.94,-24,0,0,
19.18,-50,198.32,-24,0,0,
19.2,-50,197.02,-24,0,0,
19.22,-50,196.34,-21,0,0,
19.24,-50,195.4,-23,0,0,
19.26,-50,193.92,-22,0,0,
19.28,-50,193.15,-24,0,0,
19.3,-50,192.37,-21,0,0,
19.32,-50,190.49,-23,0,0,
19.34,-50,189.66,-21,0,0,
19.36,-50,188.82,-20,0,0,
19.38,-50,186.8,-22,0,0,
19.4,-50,185.93,-20,0,0,
19.42,-50,185.05,-19,0,0,
19.44,-50,183.28,-18,0,0,
19.46,-50,182.09,-19,0,0,
19.48,-50,181.2,-17,0,0,
19.5,-50,179.38,-15,0,0,
19.52,-50,178.46,-15,0,0,
19.54,-50,177.22,-14,0,0,
19.56,-50,175.32,-14,0,0,
19.58,-50,174.34,-13,0,0,
19.6,-50,173.35,-13,0,0,
19.62,-50,170.98,-11,0,0,
19.64,-50,169.92,-11,0,0,
19.66,-50,168.85,-8,0,0,
19.68,-50,166.27,-10,0,0,
19.7,-50,165.14,-10,0,0,
19.72,-50,163.99,-7,0,0,
19.74,-50,161.64,-6,0,0,
19.76,-50,160.03,-8,0,0,
19.78,-50,158.81,-7,0,0,
19.8,-50,156.31,-5,0,0,
19.82,-50,155.03,-6,0,0,
19.84,-50,153.3,-5,0,0,
19.86,-50,150.67,-4,0,0,
19.88,-50,149.34,-5,0,0,
19.9,-50,147.99,-5,0,0,
19.92,-50,144.81,-4,0,0,
19.94,-50,143.44,-5,0,0,
19.96,-50,142.05,-5,0,0,
19.98,-50,138.79,-7,0,0,
20,-50,137.38,-5,0,0,
20.02,-50,135.97,-8,0,0,
20.04,-50,133.13,-7,0,0,
20.06,-50,131.24,-8,0,0,
20.08,-50,129.82,-11,0,0,
20.1,-50,127.01,-12,0,0,
20.12,-50,125.62,-14,0,0,
20.14,-50,123.79,-15,0,0,
20.16,-50,121.09,-17,0,0,
20.18,-50,119.76,-19,0,0,
20.2,-50,118.46,-21,0,0,
20.22,-50,115.53,-24,0,0,
20.24,-50,114.33,-27,0,0,
20.26,-50,113.16,-27,0,0,
20.28,-50,110.59,-31,0,0,
20.3,-50,109.56,-31,0,0,
20.32,-50,108.57,-33,0,0,
20.34,-50,106.73,-34,0,0,
20.36,-50,105.61,-34,0,0,
20.38,-50,104.83,-36,0,0,
20.4,-50,103.41,-37,0,0,
20.42,-50,102.77,-38,0,0,
20.44,-50,101.98,-35,0,0,
20.46,-50,100.91,-36,0,0,
20.48,-50,100.43,-35,0,0,
20.5,-50,99.964,-37,0,0,
20.52,-50,98.961,-34,0,0,
20.54,-50,98.554,-33,0,0,
20.56,-50,98.156,-34,0,0,
20.58,-50,97.236,-33,0,0,
20.6,-50,96.835,-34,0,0,
20.62,-50,96.427,-32,0,0,
20.64,-50,95.575,-32,0,0,
20.66,-50,94.978,-32,0,0,
20.68,-50,94.513,-33,0,0,
20.7,-50,93.539,-35,0,0,
20.72,-50,93.031,-36,0,0,
20.74,-50,92.336,-39,0,0,
20.76,-50,91.262,-38,0,0,
20.78,-50,90.718,-39,0,0,
20.8,-50,90.175,-42,0,0,
20.82,-50,88.939,-41,0,0,
20.84,-50,88.438,-40,0,0,
20.86,-50,87.962,-43,0,0,
20.88,-50,86.971,-41,0,0,
20.9,-50,86.599,-43,0,0,
20.92,-50,86.257,-43,0,0,
20.94,-50,85.649,-42,0,0,
20.96,-50,85.288,-42,0,0,
20.98,-50,85.034,-45,0,0,
21,-50,84.555,-43,0,0,
21.02,-50,84.327,-45,0,0,
21.04,-50,84.03,-45,0,0,
21.06,-50,83.597,-46,0,0,
21.08,-50,83.387,-45,0,0,
21.1,-50,83.181,-48,0,0,
21.12,-50,82.724,-46,0,0,
21.14,-50,82.542,-47,0,0,
21.16,-50,82.369,-44,0,0,
21.18,-50,82.007,-45,0,0,
21.2,-50,81.871,-46,0,0,
21.22,-50,81.745,-49,0,0,
21.24,-50,81.518,-46,0,0,
21.26,-50,81.374,-48,0,0,
21.28,-50,81.266,-47,0,0,
21.3,-50,81.043,-50,0,0,
21.32,-50,80.928,-50,0,0,
21.34,-50,80.667,-49,0,0,
21.36,-50,80.565,-47,0,0,
21.38,-50,80.39,-50,0,0,
21.4,-50,80.297,-47,0,0,
21.42,-50,80.24,-43,0,0,
21.44,-50,80.154,-49,0,0,
21.46,-50,80.122,-48,0,0,
21.48,-50,80.084,-47,0,0,
21.5,-50,80.012,-48,0,0,
21.52,-50,79.962,-49,0,0,
21.54,-50,79.797,-51,0,0,
21.56,-50,79.707,-50,0,0,
21.58,-50,79.513,-51,0,0,
21.6,-50,79.419,-53,0,0,
21.62,-50,79.233,-55,0,0,
21.64,-50,79.174,-54,0,0,
21.66,-50,79.105,-55,0,0,
21.68,-50,79.097,-52,0,0,
21.7,-50,79.15,-57,0,0,
21.72,-50,79.207,-54,0,0,
21.74,-50,79.416,-53,0,0,
21.76,-50,79.534,-51,0,0,
21.78,-50,79.805,-50,0,0,
21.8,-50,79.952,-47,0,0,
21.82,-50,80.151,-46,0,0,
21.84,-50,80.442,-45,0,0,
21.86,-50,80.575,-43,0,0,
21.88,-50,80.692,-41,0,0,
21.9,-50,80.872,-47,0,0,
21.92,-50,80.883,-111,0,0,
21.94,-50,80.691,-255,0,0,
21.96,-50,80.264,-255,0,0,
21.98,-50,81.073,-255,0,0,
22,-50,86.434,-255,0,0,
22.02,-50,100.81,-255,0,0,
22.04,-50,122.45,-255,0,0,
22.06,-50,152.22,-255,0,0,
22.08,-50,179.89,-254,0,0,
22.1,-50,195.93,-254,0,0,
22.12,-50,210.96,-254,0,0,
22.14,-50,224.43,-254,0,0,
22.16,-50,234.79,-254,0,0,
22.18,-50,243.49,-254,0,0,
22.2,-50,251.24,-254,0,0,
22.22,-50,252.88,-254,0,0,
22.24,-50,252.9,-254,0,0,
22.26,-50,252.9,-254,0,0,
22.28,-50,252.9,-255,0,0,
22.3,-50,252.9,-174,0,0,
22.32,-50,252.9,-171,0,0,
22.34,-50,252.9,-144,0,0,
22.36,-50,252.9,-53,0,0,
22.38,-50,252.9,-58,0,0,
22.4,-50,252.9,-59,0,0,
22.42,-50,252.9,-60,0,0,
22.44,-50,252.89,-59,0,0,
22.46,-50,252.78,-56,0,0,
22.48,-50,252.66,-53,0,0,
22.5,-50,252.19,-50,0,0,
22.52,-50,251.7,-48,0,0,
22.54,-50,251.25,-43,0,0,
22.56,-50,250.24,-43,0,0,
22.58,-50,249.74,-39,0,0,
22.6,-50,249.11,-38,0,0,
22.62,-50,248.28,-39,0,0,
22.64,-50,247.91,-38,0,0,
22.66,-50,247.56,-36,0,0,
22.68,-50,246.74,-37,0,0,
22.7,-50,246.37,-37,0,0,
22.72,-50,245.97,-35,0,0,
22.74,-50,244.98,-37,0,0,
22.76,-50,244.53,-34,0,0,
22.78,-50,244.07,-34,0,0,
22.8,-50,243.13,-34,0,0,
22.82,-50,242.5,-33,0,0,
22.84,-50,242.03,-32,0,0,
22.86,-50,241.08,-30,0,0,
22.88,-50,240.59,-29,0,0,
22.9,-50,239.94,-27,0,0,
22.92,-50,238.94,-28,0,0,
22.94,-50,238.42,-27,0,0,
22.96,-50,237.89,-26,0,0,
22.98,-50,236.57,-26,0,0,
23,-50,235.97,-23,0,0,
23.02,-50,235.34,-24,0,0,
23.04,-50,233.78,-25,0,0,
23.06,-50,233.08,-24,0,0,
23.08,-50,232.35,-24,0,0,
23.1,-50,230.85,-22,0,0,
23.12,-50,229.81,-24,0,0,
23.14,-50,229.02,-25,0,0,
23.16,-50,227.4,-26,0,0,
23.18,-50,226.58,-26,0,0,
23.2,-50,225.47,-25,0,0,
23.22,-50,223.81,-25,0,0,
23.24,-50,222.98,-26,0,0,
23.26,-50,222.16,-29,0,0,
23.28,-50,220.26,-29,0,0,
23.3,-50,219.47,-27,0,0,
23.32,-50,218.68,-28,0,0,
23.34,-50,217.15,-32,0,0,
23.36,-50,216.15,-31,0,0,
23.38,-50,215.42,-35,0,0,
23.4,-50,213.99,-35,0,0,
23.42,-50,213.3,-32,0,0,
23.44,-50,212.4,-35,0,0,
23.46,-50,211.1,-38,0,0,
23.48,-50,210.49,-36,0,0,
23.5,-50,209.9,-36,0,0,
23.52,-50,208.61,-35,0,0,
23.54,-50,208.11,-34,0,0,
23.56,-50,207.62,-34,0,0,
23.58,-50,206.54,-34,0,0,
23.6,-50,206.1,-37,0,0,
23.62,-50,205.67,-35,0,0,
23.64,-50,204.82,-35,0,0,
23.66,-50,204.24,-36,0,0,
23.68,-50,203.79,-35,0,0,
23.7,-50,202.89,-36,0,0,
23.72,-50,202.42,-37,0,0,
23.74,-50,201.8,-37,0,0,
23.76,-50,200.87,-37,0,0,
23.78,-50,200.41,-37,0,0,
23.8,-50,199.95,-40,0,0,
23.82,-50,198.91,-40,0,0,
23.84,-50,198.47,-39,0,0,
23.86,-50,198.04,-38,0,0,
23.88,-50,197.08,-38,0,0,
23.9,-50,196.69,-36,0,0,
23.92,-50,196.3,-36,0,0,
23.94,-50,195.58,-34,0,0,
23.96,-50,195.11,-35,0,0,
23.98,-50,194.77,-32,0,0,
24,-50,194.07,-32,0,0,
24.02,-50,193.71,-31,0,0,
24.04,-50,193.2,-29,0,0,
24.06,-50,192.37,-27,0,0,
24.08,-50,191.92,-24,0,0,
24.1,-50,191.44,-22,0,0,
24.12,-50,190.23,-20,0,0,
24.14,-50,189.67,-24,0,0,
24.16,-50,189.07,-22,0,0,
24.18,-50,187.56,-21,0,0,
24.2,-50,186.85,-17,0,0,
24.22,-50,186.1,-16,0,0,
24.24,-50,184.49,-16,0,0,
24.26,-50,183.34,-15,0,0,
24.28,-50,182.45,-14,0,0,
24.3,-50,180.6,-14,0,0,
24.32,-50,179.64,-13,0,0,
24.34,-50,178.34,-13,0,0,
24.36,-50,176.3,-13,0,0,
24.38,-50,175.24,-14,0,0,
24.4,-50,174.15,-13,0,0,
24.42,-50,171.54,-11,0,0,
24.44,-50,170.4,-12,0,0,
24.46,-50,169.24,-15,0,0,
24.48,-50,166.53,-13,0,0,
24.5,-50,165.36,-12,0,0,
24.52,-50,164.19,-15,0,0,
24.54,-50,161.85,-13,0,0,
24.56,-50,160.29,-15,0,0,
24.58,-50,159.13,-16,0,0,
24.6,-50,156.81,-16,0,0,
24.62,-50,155.66,-15,0,0,
24.64,-50,154.13,-16,0,0,
24.66,-50,151.87,-16,0,0,
24.68,-50,150.75,-17,0,0,
24.7,-50,149.64,-17,0,0,
24.72,-50,147.09,-16,0,0,
24.74,-50,146.01,-15,0,0,
24.76,-50,144.95,-17,0,0,
24.78,-50,142.48,-15,0,0,
24.8,-50,141.43,-16,0,0,
24.82,-50,140.39,-13,0,0,
24.84,-50,138.31,-11,0,0,
24.86,-50,136.92,-10,0,0,
24.88,-50,135.88,-10,0,0,
24.9,-50,133.78,-8,0,0,
24.92,-50,132.71,-7,0,0,
24.94,-50,131.27,-4,0,0,
24.96,-50,129.03,-5,0,0,
24.98,-50,127.87,-7,0,0,
25,-50,126.69,-6,0,0,
25.02,-50,123.79,-6,0,0,
25.04,-50,122.5,-8,0,0,
25.06,-50,121.18,-8,0,0,
25.08,-50,117.99,-10,0,0,
25.1,-50,116.6,-13,0,0,
25.12,-50,115.21,-14,0,0,
25.14,-50,112.42,-17,0,0,
25.16,-50,110.58,-20,0,0,
25.18,-50,109.22,-22,0,0,
25.2,-50,106.58,-24,0,0,
25.22,-50,105.3,-28,0,0,
25.24,-50,103.66,-29,0,0,
25.26,-50,101.37,-31,0,0,
25.28,-50,100.3,-33,0,0,
25.3,-50,99.283,-35,0,0,
25.32,-50,97.153,-36,0,0,
25.34,-50,96.339,-36,0,0,
25.36,-50,95.583,-36,0,0,
25.38,-50,94.032,-38,0,0,
25.4,-50,93.451,-38,0,0,
25.42,-50,92.913,-38,0,0,
25.44,-50,91.951,-40,0,0,
25.46,-50,91.375,-40,0,0,
25.48,-50,90.968,-40,0,0,
25.5,-50,90.203,-42,0,0,
25.52,-50,89.839,-43,0,0,
25.54,-50,89.369,-42,0,0,
25.56,-50,88.696,-43,0,0,
25.58,-50,88.376,-44,0,0,
25.6,-50,88.068,-46,0,0,
25.62,-50,87.401,-43,0,0,
25.64,-50,87.139,-44,0,0,
25.66,-50,86.89,-44,0,0,
25.68,-50,86.369,-43,0,0,
25.7,-50,86.168,-44,0,0,
25.72,-50,85.98,-44,0,0,
25.74,-50,85.633,-44,0,0,
25.76,-50,85.413,-46,0,0,
25.78,-50,85.249,-47,0,0,
25.8,-50,84.913,-47,0,0,
25.82,-50,84.739,-46,0,0,
25.84,-50,84.502,-45,0,0,
25.86,-50,84.15,-47,0,0,
25.88,-50,83.983,-47,0,0,
25.9,-50,83.826,-49,0,0,
25.92,-50,83.501,-51,0,0,
25.94,-50,83.378,-50,0,0,
25.96,-50,83.156,-49,0,0,
25.98,-50,83.022,-49,0,0,
26,-50,82.849,-50,0,0,
26.02,-50,82.781,-52,0,0,
26.04,-50,82.679,-49,0,0,
26.06,-50,82.659,-49,0,0,
26.08,-50,82.652,-50,0,0,
26.1,-50,82.659,-51,0,0,
26.12,-50,82.686,-51,0,0,
26.14,-50,82.7,-50,0,0,
26.16,-50,82.714,-50,0,0,
26.18,-50,82.745,-51,0,0,
26.2,-50,82.756,-50,0,0,
26.22,-50,82.778,-51,0,0,
26.24,-50,82.788,-49,0,0,
26.26,-50,82.818,-47,0,0,
26.28,-50,82.832,-52,0,0,
26.3,-50,82.86,-48,0,0,
26.32,-50,82.875,-46,0,0,
26.34,-50,82.883,-46,0,0,
26.36,-50,82.887,-46,0,0,
26.38,-50,82.881,-45,0,0,
26.4,-50,82.864,-44,0,0,
26.42,-50,82.807,-44,0,0,
26.44,-50,82.761,-42,0,0,
26.46,-50,82.7,-42,0,0,
26.48,-50,82.483,-42,0,0,
26.5,-50,82.358,-41,0,0,
26.52,-50,82.213,-43,0,0,
26.54,-50,81.801,-43,0,0,
26.56,-50,81.596,-41,0,0,
26.58,-50,81.376,-42,0,0,
26.6,-50,80.897,-42,0,0,
26.62,-50,80.557,-45,0,0,
26.64,-50,80.295,-44,0,0,
26.66,-50,79.768,-44,0,0,
26.68,-50,79.506,-42,0,0,
26.7,-50,79.162,-44,0,0,
26.72,-50,78.665,-47,0,0,
26.74,-50,78.427,-46,0,0,
26.76,-50,78.197,-48,0,0,
26.78,-50,77.695,-49,0,0,
26.8,-50,77.495,-48,0,0,
26.82,-50,77.122,-52,0,0,
26.84,-50,76.899,-55,0,0,
26.86,-50,76.617,-54,0,0,
26.88,-50,76.506,-57,0,0,
26.9,-50,76.337,-60,0,0,
26.92,-50,76.308,-60,0,0,
26.94,-50,76.337,-60,0,0,
26.96,-50,76.4,-62,0,0,
26.98,-50,76.684,-66,0,0,
27,-50,76.866,-65,0,0,
27.02,-50,77.338,-66,0,0,
27.04,-50,77.726,-69,0,0,
27.06,-50,78.407,-70,0,0,
27.08,-50,78.789,-69,0,0,
27.1,-50,80.756,-254,0,0,
27.12,-50,81.282,-253,0,0,
27.14,-50,84.097,-255,0,0,
27.16,-50,92.494,-255,0,0,
27.18,-50,114.45,-255,0,0,
27.2,-50,142.89,-255,0,0,
27.22,-50,152.86,-253,0,0,
27.24,-50,178.61,-255,0,0,
27.26,-50,183.82,-253,0,0,
27.28,-50,198.51,-254,0,0,
27.3,-50,210.11,-80,0,0,
27.32,-50,213.42,-68,0,0,
27.34,-50,220.77,-71,0,0,
27.36,-50,223.73,-71,0,0,
27.38,-50,229.23,-66,0,0,
27.4,-50,231.77,-62,0,0,
27.42,-50,237.09,-59,0,0,
27.44,-50,239.11,-54,0,0,
27.46,-50,241.03,-45,0,0,
27.48,-50,245.94,-42,0,0,
27.5,-50,247.9,-36,0,0,
27.52,-50,249.33,-34,0,0,
27.54,-50,250.69,-31,0,0,
27.56,-50,250.78,-27,0,0,
27.58,-50,250.58,-27,0,0,
27.6,-50,249.8,-26,0,0,
27.62,-50,249.31,-24,0,0,
27.64,-50,248.58,-24,0,0,
27.66,-50,247.32,-26,0,0,
27.68,-50,246.61,-25,0,0,
27.7,-50,245.86,-26,0,0,
27.72,-50,243.97,-25,0,0,
27.74,-50,243.12,-25,0,0,
27.76,-50,242.25,-25,0,0,
27.78,-50,240.22,-24,0,0,
27.8,-50,239.36,-22,0,0,
27.82,-50,238.51,-22,0,0,
27.84,-50,236.84,-23,0,0,
27.86,-50,235.76,-22,0,0,
27.88,-50,234.95,-20,0,0,
27.9,-50,233.34,-21,0,0,
27.92,-50,232.53,-21,0,0,
27.94,-50,231.42,-21,0,0,
27.96,-50,229.73,-20,0,0,
27.98,-50,228.86,-19,0,0,
28,-50,227.98,-20,0,0,
28.02,-50,225.88,-20,0,0,
28.04,-50,224.97,-19,0,0,
28.06,-50,224.06,-20,0,0,
28.08,-50,221.9,-20,0,0,
28.1,-50,220.96,-19,0,0,
28.12,-50,220.03,-22,0,0,
28.14,-50,218.14,-21,0,0,
28.16,-50,216.87,-22,0,0,
28.18,-50,215.93,-21,0,0,
28.2,-50,214.03,-21,0,0,
28.22,-50,213.09,-21,0,0,
28.24,-50,211.84,-20,0,0,
28.26,-50,209.99,-20,0,0,
28.28,-50,209.08,-20,0,0,
28.3,-50,208.18,-19,0,0,
28.32,-50,206.09,-18,0,0,
28.34,-50,205.19,-18,0,0,
28.36,-50,204.29,-17,0,0,
28.38,-50,202.17,-18,0,0,
28.4,-50,201.24,-19,0,0,
28.42,-50,200.31,-19,0,0,
28.44,-50,198.4,-21,0,0,
28.46,-50,197.1,-20,0,0,
28.48,-50,196.12,-21,0,0,
28.5,-50,194.12,-22,0,0,
28.52,-50,193.12,-23,0,0,
28.54,-50,191.8,-25,0,0,
28.56,-50,189.84,-27,0,0,
28.58,-50,188.88,-28,0,0,
28.6,-50,187.94,-30,0,0,
28.62,-50,185.81,-31,0,0,
28.64,-50,184.93,-33,0,0,
28.66,-50,184.08,-32,0,0,
28.68,-50,182.21,-36,0,0,
28.7,-50,181.46,-36,0,0,
28.72,-50,180.75,-36,0,0,
28.74,-50,179.43,-37,0,0,
28.76,-50,178.63,-38,0,0,
28.78,-50,178.07,-38,0,0,
28.8,-50,177.02,-37,0,0,
28.82,-50,176.54,-36,0,0,
28.84,-50,175.93,-38,0,0,
28.86,-50,175.09,-34,0,0,
28.88,-50,174.7,-33,0,0,
28.9,-50,174.32,-31,0,0,
28.92,-50,173.45,-32,0,0,
28.94,-50,173.08,-28,0,0,
28.96,-50,172.7,-27,0,0,
28.98,-50,171.75,-24,0,0,
29,-50,171.31,-24,0,0,
29.02,-50,170.84,-22,0,0,
29.04,-50,169.79,-23,0,0,
29.06,-50,169,-22,0,0,
29.08,-50,168.37,-22,0,0,
29.1,-50,166.99,-22,0,0,
29.12,-50,166.24,-21,0,0,
29.14,-50,165.19,-23,0,0,
29.16,-50,163.51,-23,0,0,
29.18,-50,162.64,-21,0,0,
29.2,-50,161.75,-23,0,0,
29.22,-50,159.65,-21,0,0,
29.24,-50,158.75,-22,0,0,
29.26,-50,157.85,-23,0,0,
29.28,-50,156.07,-24,0,0,
29.3,-50,154.89,-24,0,0,
29.32,-50,154.01,-25,0,0,
