time,reference,position,measured_distance,error,velocity_control
12.94,-50,122.14,-50,0,1.1356
12.96,-50,122.13,-51,1,1.8991
12.98,-50,122.12,-51,1,2.2022
13,-50,122.13,-53,3,5.5578
13.02,-50,122.14,-49,-1,0.33922
13.04,-50,122.17,-50,0,-0.29243
13.06,-50,122.19,-51,1,1.1604
13.08,-50,122.24,-49,-1,-1.437
13.1,-50,122.27,-49,-1,-2.4742
13.12,-50,122.33,-48,-2,-4.4172
13.14,-50,122.36,-51,1,-0.17387
13.16,-50,122.4,-51,1,1.7136
13.18,-50,122.41,-48,-2,-2.4492
13.2,-50,122.41,-50,0,-0.95328
13.22,-50,122.4,-49,-1,-1.8956
13.24,-50,122.36,-50,0,-0.63024
13.26,-50,122.34,-49,-1,-1.7073
13.28,-50,122.3,-50,0,-0.5205
13.3,-50,122.28,-49,-1,-1.6434
13.32,-50,122.24,-52,2,2.7834
13.34,-50,122.22,-48,-2,-1.9377
13.36,-50,122.18,-50,0,-0.72463
13.38,-50,122.16,-50,0,-0.17198
13.4,-50,122.12,-50,0,0.054492
13.42,-50,122.1,-53,3,5.0275
13.44,-50,122.06,-52,2,5.3762
13.46,-50,122.05,-51,1,3.6723
13.48,-50,122.04,-48,-2,-2.0968
13.5,-50,122.03,-51,1,0.39784
13.52,-50,122.06,-52,2,3.1977
13.54,-50,122.08,-49,-1,-0.54199
13.56,-50,122.15,-52,2,2.7666
13.58,-50,122.2,-48,-2,-2.3545
13.6,-50,122.28,-51,1,0.41472
13.62,-50,122.31,-49,-1,-1.5894
13.64,-50,122.36,-51,1,0.87809
13.66,-50,122.37,-48,-2,-2.9422
13.68,-50,122.38,-51,1,0.38928
13.7,-50,122.38,-48,-2,-3.0418
13.72,-50,122.37,-52,2,2.0792
13.74,-50,122.36,-48,-2,-2.2794
13.76,-50,122.33,-50,0,-0.88114
13.78,-50,122.3,-51,1,1.3966
13.8,-50,122.26,-50,0,0.69183
13.82,-50,122.24,-50,0,0.32741
13.84,-50,122.18,-49,-1,-1.4896
13.86,-50,122.16,-48,-2,-3.8708
13.88,-50,122.13,-49,-1,-3.1395
13.9,-50,122.12,-51,1,0.56085
13.92,-50,122.12,-49,-1,-1.1315
13.94,-50,122.11,-49,-1,-1.8918
13.96,-50,122.1,-50,0,-0.56146
13.98,-50,122.08,-51,1,1.6407
14,-50,122.04,-48,-2,-2.3972
14.02,-50,122.02,-51,1,0.7688
14.04,-50,121.97,-50,0,0.48421
14.06,-50,121.96,-51,1,1.9377
14.08,-50,121.93,-51,1,2.483
14.1,-50,121.93,-52,2,4.2475
14.12,-50,121.92,-51,1,3.2338
14.14,-50,121.93,-50,0,1.0502
14.16,-50,121.95,-52,2,3.3628
14.18,-50,121.97,-52,2,4.3215
14.2,-50,122.02,-51,1,3.0059
14.22,-50,122.06,-49,-1,-0.88339
14.24,-50,122.15,-47,-3,-5.7411
14.26,-50,122.19,-49,-1,-4.3007
14.28,-50,122.28,-50,0,-1.7927
14.3,-50,122.32,-53,3,4.2972
14.32,-50,122.39,-48,-2,-1.3688
14.34,-50,122.41,-52,2,2.6799
14.36,-50,122.41,-49,-1,-0.52737
14.38,-50,122.39,-49,-1,-1.9297
14.4,-50,122.36,-50,0,-0.82445
14.42,-50,122.35,-51,1,1.3387
14.44,-50,122.36,-50,0,0.60197
14.46,-50,122.37,-50,0,0.24042
14.48,-50,122.39,-48,-2,-3.195
14.5,-50,122.4,-49,-1,-2.9513
14.52,-50,122.4,-50,0,-1.09
14.54,-50,122.4,-48,-2,-3.5124
14.56,-50,122.4,-50,0,-1.2198
14.58,-50,122.39,-50,0,-0.19927
14.6,-50,122.37,-49,-1,-1.4334
14.62,-50,122.36,-49,-1,-1.9804
14.64,-50,122.29,-49,-1,-2.1926
14.66,-50,122.26,-50,0,-0.61678
14.68,-50,122.2,-49,-1,-1.5842
14.7,-50,122.17,-52,2,2.8891
14.72,-50,122.12,-52,2,4.7014
14.74,-50,122.09,-50,0,1.9989
14.76,-50,122.06,-48,-2,-2.5606
14.78,-50,122.04,-52,2,2.0771
14.8,-50,122.02,-52,2,4.0785
14.82,-50,122.03,-52,2,4.8106
14.84,-50,122.06,-52,2,4.9686
14.86,-50,122.09,-51,1,3.2612
14.88,-50,122.14,-51,1,2.4569
14.9,-50,122.17,-51,1,2.1063
14.92,-50,122.25,-49,-1,-1.2917
14.94,-50,122.29,-51,1,0.62645
14.96,-50,122.39,-49,-1,-1.718
14.98,-50,122.45,-50,0,-0.98577
15,-50,122.55,-49,-1,-2.1979
15.02,-50,122.59,-51,1,0.65218
15.04,-50,122.65,-51,1,1.9059
15.06,-50,122.67,-48,-2,-2.5158
15.08,-50,122.67,-49,-1,-2.7358
15.1,-50,122.67,-51,1,0.55741
15.12,-50,122.65,-49,-1,-1.2809
15.14,-50,122.65,-51,1,1.1969
15.16,-50,122.63,-52,2,3.8629
15.18,-50,122.62,-49,-1,-0.031436
15.2,-50,122.6,-53,3,4.7731
15.22,-50,122.59,-52,2,5.1019
15.24,-50,122.58,-49,-1,0.1679
15.26,-50,122.58,-50,0,-0.33388
15.28,-50,122.61,-50,0,-0.4611
15.3,-50,122.63,-49,-1,-2.0665
15.32,-50,122.71,-50,0,-1.0125
15.34,-50,122.74,-51,1,1.1623
15.36,-50,122.81,-50,0,0.45799
15.38,-50,122.84,-51,1,1.7645
15.4,-50,122.87,-50,0,0.65124
15.42,-50,122.87,-50,0,0.14626
15.44,-50,122.86,-49,-1,-1.6923
15.46,-50,122.85,-52,2,2.4847
15.48,-50,122.85,-49,-1,-0.64521
15.5,-50,122.86,-51,1,1.266
15.52,-50,122.88,-49,-1,-1.1833
15.54,-50,122.89,-52,2,2.6925
15.56,-50,122.91,-49,-1,-0.57914
15.58,-50,122.92,-49,-1,-1.9963
15.6,-50,122.95,-51,1,0.74764
15.62,-50,122.96,-51,1,1.9479
15.64,-50,122.97,-50,0,0.76701
15.66,-50,123,-50,0,0.21917
15.68,-50,123.01,-51,1,1.6203
15.7,-50,123.02,-51,1,2.1975
15.72,-50,123.02,-50,0,0.75237
15.74,-50,123.03,-47,-3,-4.7885
15.76,-50,123.04,-51,1,-0.47961
15.78,-50,123.04,-51,1,1.4804
15.8,-50,123.07,-49,-1,-0.98561
15.82,-50,123.09,-49,-1,-2.0477
15.84,-50,123.1,-50,0,-0.80114
15.86,-50,123.12,-49,-1,-1.8576
15.88,-50,123.13,-48,-2,-3.9062
15.9,-50,123.13,-50,0,-1.416
15.92,-50,123.13,-51,1,1.3404
15.94,-50,123.11,-50,0,0.81693
15.96,-50,123.1,-48,-2,-2.769
15.98,-50,123.06,-52,2,2.2525
16,-50,123.04,-50,0,1.0972
16.02,-50,122.99,-51,1,2.1392
16.04,-50,122.97,-51,1,2.5041
16.06,-50,122.95,-49,-1,-0.69995
16.08,-50,122.94,-50,0,-0.44008
16.1,-50,122.94,-51,1,1.3573
16.12,-50,122.95,-48,-2,-2.781
16.14,-50,122.98,-51,1,0.41029
16.16,-50,123,-49,-1,-1.4412
16.18,-50,123.03,-51,1,1.0575
16.2,-50,123.05,-48,-2,-2.7802
16.22,-50,123.05,-48,-2,-4.3811
16.24,-50,123.04,-50,0,-1.6538
16.26,-50,123.02,-49,-1,-2.0408
16.28,-50,123,-48,-2,-3.819
16.3,-50,122.96,-49,-1,-2.8789
16.32,-50,122.94,-51,1,0.85491
16.34,-50,122.88,-49,-1,-0.87244
16.36,-50,122.85,-49,-1,-1.6868
16.38,-50,122.78,-49,-1,-2.0421
16.4,-50,122.74,-50,0,-0.54197
16.42,-50,122.67,-50,0,0.0848
16.44,-50,122.65,-51,1,1.9303
16.46,-50,122.6,-48,-2,-2.2823
16.48,-50,122.58,-49,-1,-2.4644
16.5,-50,122.55,-50,0,-0.83436
16.52,-50,122.54,-51,1,1.5194
16.54,-50,122.52,-50,0,0.82228
16.56,-50,122.52,-48,-2,-2.827
16.58,-50,122.51,-51,1,0.5476
16.6,-50,122.5,-50,0,0.37352
16.62,-50,122.49,-51,1,1.8845
16.64,-50,122.48,-51,1,2.459
16.66,-50,122.47,-50,0,0.97104
16.68,-50,122.46,-49,-1,-1.3534
16.7,-50,122.46,-50,0,-0.67231
16.72,-50,122.46,-50,0,-0.31955
16.74,-50,122.47,-51,1,1.492
16.76,-50,122.48,-50,0,0.60407
16.78,-50,122.51,-49,-1,-1.4456
16.8,-50,122.52,-49,-1,-2.2843
16.82,-50,122.53,-51,1,0.71401
16.84,-50,122.53,-49,-1,-1.2556
16.86,-50,122.53,-49,-1,-2.0958
16.88,-50,122.53,-49,-1,-2.395
16.9,-50,122.52,-54,4,5.7154
16.92,-50,122.51,-51,1,4.1488
16.94,-50,122.47,-52,2,4.8864
16.96,-50,122.46,-50,0,1.7675
16.98,-50,122.43,-53,3,5.2621
17,-50,122.42,-51,1,3.4076
17.02,-50,122.43,-49,-1,-0.73993
17.04,-50,122.45,-52,2,2.4535
17.06,-50,122.54,-50,0,0.60787
17.08,-50,122.58,-49,-1,-1.7872
17.1,-50,122.68,-50,0,-1.0621
17.12,-50,122.73,-49,-1,-2.2646
17.14,-50,122.82,-50,0,-1.0338
17.16,-50,122.86,-54,4,6.1083
17.18,-50,122.9,-50,0,2.4968
17.2,-50,122.91,-52,2,4.064
17.22,-50,122.9,-49,-1,-0.25814
17.24,-50,122.9,-50,0,-0.47147
17.26,-50,122.9,-46,-4,-7.0064
17.28,-50,122.91,-50,0,-3.0327
17.3,-50,122.97,-48,-2,-4.3837
17.32,-50,123,-51,1,0.067393
17.34,-50,123.07,-52,2,3.6245
17.36,-50,123.08,-49,-1,0.089044
17.38,-50,123.07,-50,0,0.10337
17.4,-50,123.04,-50,0,0.091992
17.42,-50,122.98,-50,0,0.073176
17.44,-50,122.96,-50,0,0.054694
17.46,-50,122.93,-50,0,0.039289
17.48,-50,122.92,-49,-1,-1.6059
17.5,-50,122.93,-49,-1,-2.2733
17.52,-50,122.93,-51,1,0.78485
17.54,-50,122.94,-51,1,2.0923
17.56,-50,122.94,-48,-2,-2.3399
17.58,-50,122.93,-53,3,3.9417
17.6,-50,122.93,-49,-1,0.035058
17.62,-50,122.91,-49,-1,-1.709
17.64,-50,122.91,-52,2,2.5047
17.66,-50,122.9,-52,2,4.285
17.68,-50,122.9,-48,-2,-1.6291
17.7,-50,122.9,-51,1,0.73849
17.72,-50,122.91,-48,-2,-3.0954
17.74,-50,122.93,-49,-1,-3.0111
17.76,-50,122.95,-50,0,-1.1977
17.78,-50,122.97,-49,-1,-1.9866
17.8,-50,122.99,-50,0,-0.65143
17.82,-50,122.98,-50,0,-0.066536
17.84,-50,122.97,-49,-1,-1.4787
17.86,-50,122.93,-50,0,-0.44919
17.88,-50,122.9,-51,1,1.6267
17.9,-50,122.85,-50,0,0.81243
17.92,-50,122.83,-50,0,0.3893
17.94,-50,122.79,-49,-1,-1.4587
17.96,-50,122.77,-48,-2,-3.8561
17.98,-50,122.76,-48,-2,-4.7663
18,-50,122.75,-50,0,-1.7287
18.02,-50,122.76,-48,-2,-3.6254
18.04,-50,122.75,-51,1,0.50794
18.06,-50,122.73,-52,2,3.8801
18.08,-50,122.71,-51,1,3.504
18.1,-50,122.65,-50,0,1.5067
18.12,-50,122.61,-49,-1,-1.0868
18.14,-50,122.54,-50,0,-0.54529
18.16,-50,122.53,-49,-1,-1.8965
18.18,-50,122.52,-53,3,4.1221
18.2,-50,122.53,-50,0,1.7252
18.22,-50,122.57,-51,1,2.2197
18.24,-50,122.59,-49,-1,-0.89215
18.26,-50,122.6,-52,2,2.6985
18.28,-50,122.61,-51,1,2.5901
18.3,-50,122.62,-50,0,0.8353
18.32,-50,122.63,-49,-1,-1.5635
18.34,-50,122.66,-49,-1,-2.5089
18.36,-50,122.68,-51,1,0.48686
18.38,-50,122.71,-52,2,3.4529
18.4,-50,122.73,-49,-1,-0.26783
18.42,-50,122.76,-48,-2,-3.5299
18.44,-50,122.77,-51,1,0.096579
18.46,-50,122.78,-49,-1,-1.5481
18.48,-50,122.77,-50,0,-0.59112
18.5,-50,122.77,-52,2,3.1148
18.52,-50,122.77,-49,-1,-0.28554
18.54,-50,122.76,-48,-2,-3.4294
18.56,-50,122.76,-53,3,3.4903
18.58,-50,122.74,-48,-2,-1.7478
18.6,-50,122.74,-51,1,0.88219
18.62,-50,122.73,-50,0,0.3865
18.64,-50,122.72,-49,-1,-1.4872
18.66,-50,122.73,-49,-1,-2.2558
18.68,-50,122.74,-48,-2,-4.1371
18.7,-50,122.75,-49,-1,-3.1831
18.72,-50,122.76,-50,0,-1.0291
18.74,-50,122.76,-49,-1,-1.7224
18.76,-50,122.75,-49,-1,-2.0285
18.78,-50,122.72,-50,0,-0.51275
18.8,-50,122.69,-53,3,5.0151
18.82,-50,122.62,-49,-1,0.66537
18.84,-50,122.58,-50,0,0.29432
18.86,-50,122.52,-51,1,1.7471
18.88,-50,122.5,-50,0,0.68918
18.9,-50,122.49,-49,-1,-1.4353
18.92,-50,122.49,-53,3,4.231
18.94,-50,122.53,-51,1,3.3234
18.96,-50,122.55,-53,3,6.0637
18.98,-50,122.6,-51,1,3.8095
19,-50,122.62,-51,1,2.7205
19.02,-50,122.67,-50,0,0.59186
19.04,-50,122.7,-49,-1,-1.9025
19.06,-50,122.78,-51,1,0.4386
19.08,-50,122.85,-48,-2,-3.3569
19.1,-50,122.96,-50,0,-1.5835
19.12,-50,123.01,-51,1,0.94167
19.14,-50,123.09,-49,-1,-1.2347
19.16,-50,123.11,-50,0,-0.51926
19.18,-50,123.11,-49,-1,-1.812
19.2,-50,123.1,-50,0,-0.68618
19.22,-50,123.07,-50,0,-0.17108
19.24,-50,123.05,-49,-1,-1.5917
19.26,-50,123.03,-50,0,-0.54709
19.28,-50,123.01,-51,1,1.5499
19.3,-50,122.99,-51,1,2.3889
19.32,-50,122.98,-49,-1,-0.62602
19.34,-50,122.96,-50,0,-0.30989
19.36,-50,122.95,-51,1,1.4869
19.38,-50,122.93,-49,-1,-1.0389
19.4,-50,122.93,-50,0,-0.48063
19.42,-50,122.94,-51,1,1.4307
19.44,-50,122.94,-50,0,0.58848
19.46,-50,122.95,-49,-1,-1.4423
19.48,-50,122.96,-53,3,4.259
19.5,-50,122.97,-50,0,1.726
19.52,-50,122.97,-50,0,0.53795
19.54,-50,122.98,-52,2,3.291
19.56,-50,122.98,-49,-1,-0.48054
19.58,-50,123,-48,-2,-3.7269
19.6,-50,123.02,-51,1,-0.063191
19.62,-50,123.07,-50,0,-0.035486
19.64,-50,123.09,-49,-1,-1.6532
19.66,-50,123.12,-48,-2,-3.9366
19.68,-50,123.14,-49,-1,-3.1595
19.7,-50,123.14,-49,-1,-2.7063
19.72,-50,123.14,-47,-3,-5.709
19.74,-50,123.11,-48,-2,-5.2393
19.76,-50,123.09,-47,-3,-6.5295
19.78,-51,123.03,-51,0,-2.0453
19.8,-51.12,122.99,-49,-2.12,-3.5666
19.82,-54.24,122.88,-50,-4.2401,-7.7105
19.84,-54.36,122.82,-48,-6.3601,-12.84
19.86,-56.48,122.69,-48,-8.4802,-18.207
19.88,-60.6,122.59,-50,-10.6,-23.505
19.9,-62.72,122.44,-50,-12.72,-28.634
19.92,-65.84,122.35,-51,-14.84,-33.586
19.94,-68.96,122.11,-52,-16.96,-38.386
19.96,-72.08,121.96,-53,-19.08,-43.067
19.98,-73.2,121.57,-52,-21.2,-47.661
20,-75.321,121.32,-52,-23.321,-52.191
20.02,-77.441,120.54,-52,-25.441,-56.679
20.04,-80.561,120.13,-53,-27.561,-61.137
20.06,-83.681,119.17,-54,-29.681,-65.575
20.08,-86.801,118.43,-55,-31.801,-69.999
20.1,-89.921,117.17,-56,-33.921,-74.415
20.12,-92.041,116.47,-56,-36.041,-78.825
20.14,-97.161,114.68,-59,-38.161,-83.232
20.16,-98.281,113.84,-58,-40.281,-87.636
20.18,-100,112.03,-60,-40,-88.117
20.2,-100,111.07,-62,-38,-84.208
20.22,-100,108.65,-65,-35,-77.045
20.24,-100,107.55,-66,-34,-72.129
20.26,-100,105.24,-67,-33,-68.475
20.28,-100,103.63,-70,-30,-62.262
20.3,-100,101.15,-71,-29,-58.392
20.32,-100,99.901,-75,-25,-50.753
20.34,-100,97.062,-76,-24,-46.55
20.36,-100,95.896,-77,-23,-43.926
20.38,-100,93.688,-79,-21,-40.324
20.4,-100,92.653,-82,-18,-34.648
20.42,-100,90.426,-82,-18,-33.039
20.44,-100,89.552,-85,-15,-28.25
20.46,-100,87.941,-85,-15,-26.987
20.48,-100,86.964,-88,-12,-22.296
20.5,-100,85.634,-88,-12,-21.024
20.52,-100,85.026,-87,-13,-22.821
20.54,-100,83.745,-89,-11,-20.866
20.56,-100,83.251,-90,-10,-18.844
20.58,-100,82.353,-88,-12,-21.688
20.6,-100,81.943,-92,-8,-16.693
20.62,-100,81.066,-93,-7,-13.247
20.64,-100,80.717,-90,-10,-17.112
20.66,-100,80.054,-93,-7,-14.186
20.68,-100,79.635,-95,-5,-9.9202
20.7,-100,79.04,-93,-7,-11.725
20.72,-100,78.758,-93,-7,-12.823
20.74,-100,78.143,-93,-7,-13.491
20.76,-100,77.899,-94,-6,-12.264
20.78,-100,77.444,-94,-6,-11.852
20.8,-100,77.233,-95,-5,-10.167
20.82,-100,76.772,-96,-4,-7.9604
20.84,-100,76.584,-98,-2,-3.9539
20.86,-100,76.214,-97,-3,-4.1764
20.88,-100,75.972,-96,-4,-6.2179
20.9,-100,75.623,-96,-4,-7.2863
20.92,-100,75.46,-100,0,-1.2998
20.94,-100,75.128,-97,-3,-3.8369
20.96,-100,75.007,-99,-1,-1.8657
20.98,-100,74.804,-98,-2,-2.8231
21,-100,74.717,-96,-4,-6.647
21.02,-100,74.544,-99,-1,-3.3881
21.04,-100,74.48,-99,-1,-2.0049
21.06,-100,74.369,-100,0,0.11515
21.08,-100,74.3,-97,-3,-4.0402
21.1,-100,74.199,-98,-2,-4.2526
21.12,-100,74.147,-98,-2,-4.3127
21.14,-100,74.021,-100,0,-1.0417
21.16,-100,73.969,-99,-1,-1.3308
21.18,-100,73.871,-99,-1,-1.5541
21.2,-100,73.825,-99,-1,-1.7179
21.22,-100,73.719,-101,1,1.4328
21.24,-100,73.673,-98,-2,-2.2304
21.26,-100,73.584,-97,-3,-5.4898
21.28,-100,73.532,-98,-2,-5.1476
21.3,-100,73.467,-98,-2,-4.865
21.32,-100,73.441,-100,0,-1.3822
21.34,-100,73.38,-99,-1,-1.5406
21.36,-100,73.35,-99,-1,-1.6832
21.38,-100,73.273,-100,0,-0.16391
21.4,-100,73.226,-98,-2,-2.8575
21.42,-100,73.107,-100,0,-0.76738
21.44,-100,73.058,-101,1,1.7413
21.46,-100,72.973,-102,2,4.3312
21.48,-100,72.927,-100,0,1.968
21.5,-100,72.872,-99,-1,-0.83108
21.52,-100,72.851,-100,0,-0.40443
21.54,-100,72.82,-100,0,-0.18613
21.56,-100,72.818,-100,0,-0.077763
21.58,-100,72.835,-100,0,-0.026308
21.6,-100,72.85,-100,0,-0.0035748
21.62,-100,72.89,-100,0,0.0051811
21.64,-100,72.903,-100,0,0.0075042
21.66,-100,72.917,-100,0,0.0071399
21.68,-100,72.918,-99,-1,-1.6275
21.7,-100,72.916,-99,-1,-2.2877
21.72,-100,72.915,-102,2,2.4088
21.74,-100,72.912,-102,2,4.3783
21.76,-100,72.91,-97,-3,-3.1161
21.78,-100,72.902,-100,0,-1.4115
21.8,-100,72.898,-101,1,1.0614
21.82,-100,72.892,-102,2,3.7473
21.84,-100,72.892,-98,-2,-1.7548
21.86,-100,72.896,-98,-2,-4.1189
21.88,-100,72.9,-99,-1,-3.3417
21.9,-100,72.904,-100,0,-1.2259
21.92,-100,72.904,-100,0,-0.2681
21.94,-100,72.896,-98,-2,-3.1472
21.96,-100,72.887,-101,1,0.55596
21.98,-100,72.853,-99,-1,-1.1346
22,-100,72.829,-100,0,-0.26033
22.02,-100,72.763,-100,0,0.096058
22.04,-100,72.736,-100,0,0.20899
22.06,-100,72.692,-100,0,0.21621
22.08,-100,72.671,-102,2,3.451
22.1,-100,72.65,-101,1,3.0941
22.12,-100,72.644,-101,1,2.8026
22.14,-100,72.638,-100,0,0.94797
22.16,-100,72.641,-99,-1,-1.5048
22.18,-100,72.662,-98,-2,-4.1125
22.2,-100,72.68,-100,0,-1.7906
22.22,-100,72.74,-102,2,2.5986
22.24,-100,72.768,-98,-2,-2.1066
22.26,-100,72.814,-98,-2,-4.1275
22.28,-100,72.83,-101,1,0.041428
22.3,-100,72.825,-97,-3,-4.6659
22.32,-100,72.811,-101,1,-0.076628
22.34,-100,72.765,-103,3,5.1866
22.36,-100,72.743,-101,1,3.981
22.38,-100,72.695,-101,1,3.242
22.4,-100,72.671,-98,-2,-2.1108
22.42,-100,72.627,-101,1,0.53593
22.44,-100,72.617,-100,0,0.10169
22.46,-100,72.621,-98,-2,-3.3377
22.48,-100,72.64,-100,0,-1.4392
22.5,-100,72.68,-101,1,1.1079
22.52,-100,72.697,-99,-1,-1.0871
22.54,-100,72.716,-98,-2,-3.6688
22.56,-100,72.713,-100,0,-1.4086
22.58,-100,72.693,-99,-1,-2.0029
22.6,-100,72.678,-99,-1,-2.2285
22.62,-100,72.638,-102,2,2.615
22.64,-100,72.619,-103,3,6.2378
22.66,-100,72.579,-102,2,5.9068
22.68,-100,72.549,-99,-1,0.60645
22.7,-100,72.508,-98,-2,-3.3642
22.72,-100,72.494,-99,-1,-3.2861
22.74,-100,72.499,-98,-2,-4.6976
22.76,-100,72.519,-100,0,-1.8515
22.78,-100,72.58,-100,0,-0.53069
22.8,-100,72.612,-103,3,4.9299
22.82,-100,72.652,-100,0,2.203
22.84,-100,72.649,-100,0,0.86879
22.86,-100,72.614,-101,1,1.8829
22.88,-100,72.583,-101,1,2.2788
22.9,-100,72.557,-102,2,4.0221
22.92,-100,72.558,-98,-2,-1.8632
22.94,-100,72.599,-100,0,-1.0812
22.96,-100,72.627,-101,1,1.0067
22.98,-100,72.687,-98,-2,-2.9708
23,-100,72.715,-98,-2,-4.5916
23.02,-100,72.766,-99,-1,-3.4711
23.04,-100,72.779,-100,0,-1.211
23.06,-100,72.788,-99,-1,-1.837
23.08,-100,72.778,-100,0,-0.46715
23.1,-100,72.741,-101,1,1.7342
23.12,-100,72.712,-101,1,2.5812
23.14,-100,72.631,-102,2,4.4387
23.16,-100,72.596,-99,-1,0.16108
23.18,-100,72.538,-102,2,3.1635
23.2,-100,72.519,-100,0,1.1356
23.22,-100,72.51,-98,-2,-3.043
23.24,-100,72.521,-102,2,1.8091
23.26,-100,72.561,-98,-2,-2.6031
23.28,-100,72.594,-102,2,2.0945
23.3,-100,72.642,-99,-1,-0.78557
23.32,-100,72.662,-104,4,6.1382
23.34,-100,72.694,-99,-1,0.80996
23.36,-100,72.703,-99,-1,-1.5699
23.38,-100,72.719,-98,-2,-4.1409
23.4,-100,72.73,-101,1,-0.16788
23.42,-100,72.773,-98,-2,-3.2789
23.44,-100,72.798,-98,-2,-4.5383
23.46,-100,72.848,-100,0,-1.6629
23.48,-100,72.873,-100,0,-0.36174
23.5,-100,72.88,-103,3,5.0648
23.52,-100,72.87,-99,-1,0.67057
23.54,-100,72.816,-101,1,1.9161
23.56,-100,72.785,-101,1,2.39
23.58,-100,72.728,-101,1,2.5102
23.6,-100,72.707,-96,-4,-5.683
23.62,-100,72.688,-101,1,-0.8846
23.64,-100,72.694,-100,0,-0.31696
23.66,-100,72.722,-101,1,1.5715
23.68,-100,72.741,-99,-1,-0.93482
23.7,-100,72.755,-99,-1,-2.0196
23.72,-100,72.752,-101,1,0.84775
23.74,-100,72.72,-102,2,3.7098
23.76,-100,72.703,-101,1,3.1773
23.78,-100,72.671,-101,1,2.8093
23.8,-100,72.66,-101,1,2.5594
23.82,-100,72.653,-99,-1,-0.87477
23.84,-100,72.658,-100,0,-0.66979
23.86,-100,72.686,-97,-3,-5.389
23.88,-100,72.71,-99,-1,-3.9551
23.9,-100,72.778,-99,-1,-3.1382
23.92,-100,72.808,-101,1,0.59277
23.94,-100,72.85,-100,0,0.53974
23.96,-100,72.857,-101,1,2.0677
23.98,-100,72.831,-98,-2,-2.2812
24,-100,72.805,-101,1,0.75424
24.02,-100,72.735,-101,1,2.0584
24.04,-100,72.71,-102,2,4.164
24.06,-100,72.68,-99,-1,0.019738
24.08,-100,72.676,-103,3,4.7262
24.1,-100,72.689,-101,1,3.3937
24.12,-100,72.702,-101,1,2.7031
24.14,-100,72.741,-100,0,0.72065
24.16,-100,72.777,-100,0,-0.10833
24.18,-100,72.85,-102,2,2.8774
24.2,-100,72.892,-103,3,5.7894
24.22,-100,72.998,-99,-1,0.37402
24.24,-100,73.04,-100,0,-0.33403
24.26,-100,73.116,-100,0,-0.53548
24.28,-100,73.151,-97,-3,-5.4225
24.3,-100,73.227,-100,0,-2.4103
24.32,-100,73.26,-99,-1,-2.5736
24.34,-100,73.32,-99,-1,-2.5527
24.36,-100,73.346,-101,1,0.79798
24.38,-100,73.349,-95,-5,-7.5918
24.4,-100,73.333,-101,1,-1.2574
24.42,-100,73.257,-100,0,-0.07712
24.44,-100,73.217,-102,2,3.6269
24.46,-100,73.138,-98,-2,-1.4894
24.48,-100,73.102,-98,-2,-3.7571
24.5,-100,73.034,-98,-2,-4.6365
24.52,-100,73.011,-100,0,-1.6086
24.54,-100,72.979,-100,0,-0.26115
24.56,-100,72.964,-99,-1,-1.3677
24.58,-100,72.943,-101,1,1.3875
24.6,-100,72.928,-100,0,0.85605
24.62,-100,72.876,-99,-1,-1.1056
24.64,-100,72.848,-100,0,-0.33362
24.66,-100,72.795,-101,1,1.6311
24.68,-100,72.774,-100,0,0.77608
24.7,-100,72.745,-101,1,1.9775
24.72,-100,72.74,-99,-1,-0.84111
24.74,-100,72.74,-103,3,4.4803
24.76,-100,72.744,-101,1,3.4086
24.78,-100,72.754,-102,2,4.4428
24.8,-100,72.762,-103,3,6.4019
24.82,-100,72.787,-99,-1,0.54543
24.84,-100,72.804,-99,-1,-1.9822
24.86,-100,72.854,-99,-1,-2.9071
24.88,-100,72.89,-100,0,-1.4736
24.9,-100,72.995,-101,1,0.91165
24.92,-100,73.045,-99,-1,-1.3103
24.94,-100,73.132,-98,-2,-3.866
24.96,-100,73.17,-98,-2,-4.8316
24.98,-100,73.189,-100,0,-1.8035
25,-100,73.183,-99,-1,-2.0583
25.02,-100,73.143,-99,-1,-2.1527
25.04,-100,73.118,-99,-1,-2.1743
25.06,-100,73.056,-99,-1,-2.1663
25.08,-100,73.02,-98,-2,-3.7823
25.1,-100,72.925,-101,1,0.4772
25.12,-100,72.883,-100,0,0.63293
25.14,-100,72.803,-100,0,0.58772
25.16,-100,72.752,-101,1,2.1108
25.18,-100,72.682,-103,3,5.9203
25.2,-100,72.65,-98,-2,-0.82636
25.22,-100,72.59,-98,-2,-3.7871
25.24,-100,72.575,-99,-1,-3.2777
25.26,-100,72.571,-98,-2,-4.5354
25.28,-100,72.579,-100,0,-1.6598
25.3,-100,72.61,-101,1,1.2743
25.32,-100,72.619,-100,0,0.82541
25.34,-100,72.614,-100,0,0.53174
25.36,-100,72.591,-99,-1,-1.2925
25.38,-100,72.536,-99,-1,-2.0745
25.4,-100,72.507,-100,0,-0.72273
25.42,-100,72.454,-101,1,1.5129
25.44,-100,72.44,-100,0,0.77437
25.46,-100,72.424,-100,0,0.38459
25.48,-100,72.419,-100,0,0.18273
25.5,-100,72.405,-100,0,0.080827
25.52,-100,72.399,-102,2,3.298
25.54,-100,72.389,-100,0,1.3259
25.56,-100,72.387,-100,0,0.40374
25.58,-100,72.395,-102,2,3.274
25.6,-100,72.403,-101,1,2.8142
25.62,-100,72.432,-101,1,2.5304
25.64,-100,72.449,-103,3,5.6223
